applicant_id,age,gender,age_group,residence_prefecture,residence_municipality,desired_area_count,qualification_count,has_national_license,qualifications,desired_workstyle,desired_start,desired_job,career,employment_status,status,member_id
3322,19,男性,20代,京都府,京都市西京区,1,0,False,,パート・バイト,,介護職/ヘルパー,,在学中,,2383231
3323,57,女性,50代,京都府,京都市伏見区,1,0,False,,"契約職員, パート・バイト",,"介護職/ヘルパー,生活相談員,生活支援員,介護タクシー/ドライバー",,離職中,,1792808
3324,38,女性,30代,京都府,京都市西京区,3,1,False,介護職員初任者研修（旧ヘルパー2級）,"パート・バイト, 業務委託",,"介護職/ヘルパー (未経験),エステティシャン/セラピスト",,就業中,,2155449
3325,55,女性,50代,京都府,亀岡市,2,1,False,介護福祉士,正職員,機会があれば転職を検討したい（2023/02/23時点）,介護職/ヘルパー,,在学中,,1565228
3326,60,女性,60代,京都府,京都市山科区,1,0,False,,パート・バイト,,"エステティシャン/セラピスト (未経験),介護職/ヘルパー (未経験)",,就業中,,2382029
3327,34,女性,30代,京都府,亀岡市,1,2,False,"介護福祉士,自動車運転免許",パート・バイト,,介護職/ヘルパー (1年未満),,就業中,,2380065
3328,37,女性,30代,京都府,京都市右京区,2,2,False,"介護福祉士,自動車運転免許",正職員,今すぐに（2024/10/28時点）,介護職/ヘルパー (10年未満),,就業中,,2288374
3329,58,女性,50代,京都府,京都市下京区,1,0,False,,"正職員, 契約職員, パート・バイト",機会があれば転職を検討したい（2024/07/18時点）,"看護助手 (未経験),医療事務/受付 (未経験),介護職/ヘルパー (未経験)",普通科なし(高等学校)(1984年3月中退),就業中,,2234580
3330,22,女性,20代,京都府,京丹後市,1,1,False,自動車運転免許,パート・バイト,,介護職/ヘルパー,,離職中,,2380904
3331,58,女性,50代,京都府,京都市右京区,2,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許",正職員,,介護職/ヘルパー (10年以上),,就業中,,2274356
3332,54,女性,50代,京都府,宇治市,1,2,False,"介護福祉士,自動車運転免許",パート・バイト,,"介護職/ヘルパー (10年未満),生活支援員",,就業中,,2167330
3333,51,女性,50代,滋賀県,近江八幡市,2,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,3ヶ月以内（2022/07/20時点）,"介護職/ヘルパー,サービス提供責任者",普通科（体育)(高等学校)(1992年3月卒業),離職中,,538297
3334,34,男性,30代,京都府,京都市上京区,7,4,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, パート・バイト, 契約職員",今すぐに（2024/05/07時点）,"生活支援員 (6年未満),介護職/ヘルパー (4年未満),サービス管理責任者,生活相談員",スポーツコース体育(高等学校)(2010年2月卒業),離職中,,588351
3335,62,男性,60代,京都府,京都市伏見区,1,1,False,自動車運転免許,パート・バイト,,介護職/ヘルパー,,就業中,,2090522
3336,58,女性,50代,京都府,京都市左京区,3,0,False,,"パート・バイト, 正職員",,介護職/ヘルパー,,就業中,,942216
3337,56,女性,50代,京都府,京都市右京区,1,0,False,,契約職員,,介護職/ヘルパー,,就業中,,2061390
3338,69,男性,60代,京都府,京都市北区,1,0,False,,"正職員, 契約職員",,介護職/ヘルパー,,就業中,,1812308
3339,64,女性,60代,京都府,舞鶴市,1,1,False,自動車運転免許,パート・バイト,今すぐに（2024/10/03時点）,介護職/ヘルパー (1年未満),食物科(高等学校)(1980年3月卒業),離職中,,2342296
3340,57,男性,50代,大阪府,堺市堺区,42,3,False,"介護支援専門員（ケアマネジャー）,社会福祉士,精神保健福祉士","正職員, パート・バイト, 契約職員",,"ケアマネジャー,介護職/ヘルパー,生活相談員,管理職（介護）,サービス提供責任者,生活支援員,児童指導員/指導員,児童発達支援管理責任者",生活と福祉専攻(大学)(2009年3月卒業),就業中,,9667
3341,30,女性,30代,京都府,京都市山科区,1,1,False,介護福祉士,正職員,,介護職/ヘルパー (9年未満),,離職中,,2322600
3342,40,男性,40代,京都府,宇治市,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,,介護職/ヘルパー,,離職中,,1936106
3343,27,女性,20代,京都府,京都市西京区,2,2,False,"介護福祉士,自動車運転免許",正職員,3ヶ月以上先（2022/11/12時点）,"介護職/ヘルパー (6年未満),医療事務/受付",,就業中,,1347945
3344,69,男性,60代,京都府,宇治市,2,0,False,,"正職員, 契約職員, パート・バイト, 業務委託",,介護職/ヘルパー,,離職中,,2352393
3345,62,女性,60代,京都府,綴喜郡宇治田原町,1,0,False,,"契約職員, 正職員",,"介護職/ヘルパー,看護師/准看護師",,就業中,,2324802
3346,18,女性,20代,京都府,京都市南区,1,0,False,,パート・バイト,,介護職/ヘルパー,,在学中,,2351131
3347,23,男性,20代,新潟県,長岡市,19,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,自動車運転免許",正職員,3ヶ月以上先（2023/11/30時点）,"介護職/ヘルパー (未経験),看護助手 (未経験)",看護学科(専門学校),離職中,,1815101
3348,22,女性,20代,京都府,京都市中京区,1,1,False,介護支援専門員（ケアマネジャー）,正職員,,介護職/ヘルパー,,就業中,,2362061
3349,70,女性,70歳以上,京都府,京都市北区,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,1881203
3350,26,女性,20代,京都府,京都市右京区,1,1,False,自動車運転免許,正職員,1ヶ月以内（2024/10/18時点）,介護職/ヘルパー (5年未満),,就業中,,1674262
3351,58,女性,50代,京都府,京都市右京区,1,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,機会があれば転職を検討したい（2023/09/30時点）,介護職/ヘルパー (4年未満),保育科(専門学校)(1987年3月中退),就業中,,1841178
3352,24,女性,20代,京都府,京都市右京区,6,1,False,介護職員初任者研修（旧ヘルパー2級）,"パート・バイト, 正職員",,"医療事務/受付 (未経験),介護事務,ネイリスト,看護助手 (2年未満),インストラクター,介護職/ヘルパー (2年未満)",,就業中,,1909581
3353,53,女性,50代,京都府,京都市西京区,2,0,False,,"正職員, パート・バイト",,介護職/ヘルパー,,就業中,,2010186
3354,34,男性,30代,京都府,京都市山科区,1,1,False,介護福祉士,パート・バイト,,介護職/ヘルパー,,在学中,,2082339
3355,67,男性,60代,京都府,京都市伏見区,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,2057393
3356,26,女性,20代,京都府,京都市山科区,2,2,False,"介護福祉士,自動車運転免許",正職員,機会があれば転職を検討したい（2023/12/25時点）,介護職/ヘルパー (5年未満),介護福祉士(専門学校)(2019年3月卒業),就業中,,1948973
3357,46,女性,40代,京都府,京都市伏見区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,正職員,,介護職/ヘルパー (3年未満),,離職中,,1701786
3358,19,女性,20代,京都府,京都市中京区,1,0,False,,パート・バイト,,介護職/ヘルパー,,在学中,,2373447
3359,39,男性,30代,京都府,京都市伏見区,1,1,False,介護福祉士,"正職員, 業務委託",機会があれば転職を検討したい（2024/02/05時点）,"介護職/ヘルパー,管理職（介護）,サービス提供責任者,サービス管理責任者",,就業中,,1509378
3360,55,女性,50代,京都府,京都市伏見区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,正職員,,介護職/ヘルパー (2年未満),,就業中,,1452157
3361,57,女性,50代,三重県,松阪市,3,0,False,,正職員,機会があれば転職を検討したい（2024/04/15時点）,介護職/ヘルパー (10年以上),,就業中,,1856147
3362,64,男性,60代,京都府,京都市伏見区,2,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許","契約職員, パート・バイト, 正職員",,"介護職/ヘルパー (1年未満),介護タクシー/ドライバー (1年未満)",普通科(高等学校)(1980年3月卒業),就業中,,984070
3363,34,女性,30代,京都府,京都市伏見区,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,2370234
3364,33,女性,30代,京都府,福知山市,1,0,False,,正職員,,介護職/ヘルパー,,離職中,,2370183
3365,50,女性,50代,京都府,京都市山科区,1,1,False,介護福祉士,パート・バイト,,介護職/ヘルパー,,離職中,,2289249
3366,64,女性,60代,京都府,京都市伏見区,1,0,False,,パート・バイト,3ヶ月以内（2024/08/06時点）,"医療事務/受付,介護職/ヘルパー (3年未満)",,就業中,,2259339
3367,43,男性,40代,京都府,京田辺市,5,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許",正職員,3ヶ月以上先（2023/04/30時点）,介護職/ヘルパー,(高等学校),就業中,,1650509
3368,58,男性,50代,京都府,京田辺市,9,1,False,介護職員初任者研修（旧ヘルパー2級）,"パート・バイト, 契約職員",3ヶ月以内（2024/07/21時点）,介護職/ヘルパー (2年未満),,就業中,,1875330
3369,26,男性,20代,京都府,久世郡久御山町,3,1,False,自動車運転免許,"契約職員, 正職員",,介護職/ヘルパー (3年未満),,就業中,,1646498
3370,40,女性,40代,京都府,京都市山科区,4,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）","正職員, パート・バイト",,介護職/ヘルパー (10年以上),,離職中,,985065
3371,58,女性,50代,滋賀県,大津市,2,0,False,,パート・バイト,,"介護職/ヘルパー (未経験),生活支援員 (1年未満)",,離職中,,2366592
3372,54,男性,50代,京都府,京丹後市,1,1,False,介護福祉士,正職員,,介護職/ヘルパー,,就業中,,2360107
3373,18,女性,20代,京都府,京都市伏見区,1,0,False,,パート・バイト,,介護職/ヘルパー,,在学中,,1942817
3374,25,女性,20代,滋賀県,大津市,3,2,False,"介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,自動車運転免許","パート・バイト, 正職員",,"介護職/ヘルパー (2年未満),看護助手",,離職中,,2092351
3375,61,女性,60代,大阪府,大阪市平野区,56,3,False,"保育士,幼稚園教諭,自動車運転免許","正職員, パート・バイト, 契約職員",,"看護助手 (10年以上),医療事務/受付,介護職/ヘルパー (10年以上),ケアマネジャー,保育士 (10年以上),児童指導員/指導員,放課後児童支援員/学童指導員,生活支援員,幼稚園教諭",,離職中,,1301177
3376,32,女性,30代,京都府,南丹市,4,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,,"介護職/ヘルパー (4年未満),生活支援員 (4年未満),保育補助",,就業中,,993477
3377,57,男性,50代,京都府,城陽市,6,1,False,介護福祉士,正職員,今すぐに（2024/05/23時点）,"介護職/ヘルパー (10年以上),サービス提供責任者",,離職中,,2164832
3378,60,女性,60代,京都府,宇治市,1,2,False,"介護福祉士,自動車運転免許",正職員,,介護職/ヘルパー,,就業中,,375007
3379,58,女性,50代,京都府,京都市南区,1,3,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,,介護職/ヘルパー (10年以上),,就業中,,1058389
3380,69,男性,60代,京都府,京都市山科区,1,0,False,,パート・バイト,,介護職/ヘルパー (未経験),,就業中,,2319550
3381,39,男性,30代,京都府,八幡市,5,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, パート・バイト",,介護職/ヘルパー (5年未満),,就業中,,999455
3382,43,女性,40代,京都府,京都市山科区,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,,介護職/ヘルパー,,就業中,,2287729
3383,58,女性,50代,京都府,京都市伏見区,1,1,False,介護福祉士,パート・バイト,,介護職/ヘルパー,,離職中,,2362651
3384,54,女性,50代,京都府,京都市伏見区,3,2,False,"医療事務資格（民間）,自動車運転免許","正職員, 契約職員, パート・バイト",,"医療事務/受付 (10年以上),介護職/ヘルパー (4年未満),介護事務",,就業中,,970442
3385,40,女性,40代,京都府,京都市右京区,3,0,False,,"パート・バイト, 契約職員",今すぐに（2024/02/08時点）,"看護助手,介護職/ヘルパー",,離職中,,2004148
3386,28,男性,20代,京都府,宇治市,2,1,False,自動車運転免許,正職員,,介護職/ヘルパー,,離職中,,2074053
3387,55,女性,50代,神奈川県,川崎市川崎区,11,2,False,"介護福祉士,サービス管理責任者研修",正職員,1ヶ月以内（2023/01/22時点）,"介護職/ヘルパー,児童発達支援管理責任者,サービス管理責任者,保育士,看護師/准看護師,管理栄養士/栄養士",,就業中,,662101
3388,58,女性,50代,京都府,京都市伏見区,1,3,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）",パート・バイト,,介護職/ヘルパー (5年未満),,離職中,,1679646
3389,32,男性,30代,京都府,福知山市,2,1,False,介護福祉士,正職員,,介護職/ヘルパー (5年未満),,就業中,,2331147
3390,44,女性,40代,京都府,亀岡市,1,0,False,,正職員,,"児童指導員/指導員,介護職/ヘルパー",,就業中,,2333715
3391,47,女性,40代,京都府,京都市伏見区,2,1,False,介護職員実務者研修（旧ヘルパー1級/基礎研修）,パート・バイト,,介護職/ヘルパー (10年以上),,就業中,,1109816
3392,66,女性,60代,京都府,京都市北区,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,2153060
3393,29,女性,20代,京都府,京都市山科区,1,1,False,自動車運転免許,"パート・バイト, 正職員, 契約職員",,"医療事務/受付,歯科助手 (未経験),介護職/ヘルパー (5年未満)",普通科なし(高等学校)(2013年3月卒業),就業中,,788181
3394,36,女性,30代,大阪府,堺市中区,2,1,False,自動車運転免許,正職員,,"介護職/ヘルパー (未経験),インストラクター (3年未満),医療事務/受付 (未経験)",,就業中,,2066675
3395,19,女性,20代,京都府,京都市山科区,1,1,False,自動車運転免許,パート・バイト,,介護職/ヘルパー (未経験),,在学中,,2339753
3396,34,女性,30代,京都府,京都市右京区,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,,介護職/ヘルパー (1年未満),,就業中,,2278429
3397,52,男性,50代,京都府,京都市右京区,3,1,False,介護福祉士,正職員,3ヶ月以内（2024/09/05時点）,介護職/ヘルパー (10年以上),,就業中,,2297395
3398,54,女性,50代,京都府,亀岡市,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, パート・バイト",,"歯科助手 (1年未満),介護職/ヘルパー (未経験)",,就業中,,2247094
3399,37,男性,30代,千葉県,君津市,1,3,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,,介護職/ヘルパー (10年以上),(大学)(2011年3月卒業),就業中,,400988
3400,24,男性,20代,京都府,京都市西京区,4,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, パート・バイト",,"介護職/ヘルパー,児童指導員/指導員 (未経験),生活支援員,放課後児童支援員/学童指導員",,離職中,,1199287
3401,57,女性,50代,滋賀県,草津市,3,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）","パート・バイト, 正職員",,介護職/ヘルパー (8年未満),,就業中,,675006
3402,21,女性,20代,京都府,京都市山科区,1,0,False,,パート・バイト,3ヶ月以内（2024/10/08時点）,"介護職/ヘルパー,ケアマネジャー,サービス提供責任者,生活支援員",,在学中,,2348326
3403,63,女性,60代,京都府,京都市右京区,1,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）",パート・バイト,機会があれば転職を検討したい（2024/10/12時点）,介護職/ヘルパー (6年未満),,就業中,,2355048
3404,66,女性,60代,京都府,長岡京市,1,0,False,,パート・バイト,,"介護職/ヘルパー (未経験),生活支援員",(高等学校)(1977年3月卒業),離職中,,758012
3405,58,女性,50代,京都府,京都市山科区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,正職員,,介護職/ヘルパー,,離職中,,2236920
3406,16,女性,20代,京都府,京都市伏見区,1,0,False,,パート・バイト,,介護職/ヘルパー,,在学中,,2356253
3407,45,男性,40代,京都府,京都市伏見区,1,1,False,介護福祉士,正職員,3ヶ月以内（2024/10/11時点）,介護職/ヘルパー (10年以上),,就業中,,2353361
3408,63,女性,60代,京都府,京都市左京区,1,1,False,介護福祉士,正職員,,介護職/ヘルパー,,就業中,,1208894
3409,56,男性,50代,京都府,京都市中京区,2,0,False,,"正職員, 契約職員",,"介護職/ヘルパー,生活支援員",,就業中,,1910142
3410,34,女性,30代,京都府,京都市北区,3,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,,介護職/ヘルパー,普通科(高等学校)(2009年3月卒業),離職中,,2159537
3411,55,女性,50代,京都府,京都市右京区,1,2,False,"介護福祉士,自動車運転免許",正職員,1ヶ月以内（2022/07/20時点）,介護職/ヘルパー (10年以上),商業商業(1989年3月卒業),就業中,,1112764
3412,51,女性,50代,京都府,宇治市,3,1,False,介護支援専門員（ケアマネジャー）,"契約職員, パート・バイト",機会があれば転職を検討したい（2024/06/29時点）,"介護職/ヘルパー,生活相談員,福祉用具専門相談員,児童指導員/指導員,相談支援専門員,総合職/新卒/その他,保育補助,放課後児童支援員/学童指導員",,就業中,,2213746
3413,50,女性,50代,京都府,亀岡市,1,1,False,介護職員実務者研修（旧ヘルパー1級/基礎研修）,正職員,,介護職/ヘルパー (10年以上),,就業中,,2352096
3414,72,男性,70歳以上,京都府,京都市伏見区,1,0,False,,パート・バイト,今すぐに（2024/10/03時点）,"介護職/ヘルパー (未経験),生活相談員 (未経験),ケアマネジャー (未経験),生活支援員 (未経験),児童指導員/指導員 (1年未満)",,離職中,,2246338
3415,16,女性,20代,京都府,宇治市,1,0,False,,パート・バイト,,介護職/ヘルパー,,在学中,,2351855
3416,68,男性,60代,京都府,京都市伏見区,4,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","契約職員, パート・バイト",1ヶ月以内（2024/01/13時点）,介護職/ヘルパー (4年未満),理学部 計算機学科(1980年3月卒業),就業中,,1179917
3417,53,女性,50代,京都府,八幡市,2,1,False,介護福祉士,正職員,,"介護職/ヘルパー,看護助手 (8年未満)",普通科(高等学校)(1990年3月卒業),就業中,,1269926
3418,67,女性,60代,京都府,京都市伏見区,3,1,True,看護師,"契約職員, パート・バイト, 正職員",今すぐに（2024/08/31時点）,"看護助手,介護職/ヘルパー,生活支援員",看護科(1999年3月卒業),離職中,,1866670
3419,55,女性,50代,京都府,京都市南区,2,1,False,介護職員初任者研修（旧ヘルパー2級）,正職員,1ヶ月以内（2024/09/25時点）,介護職/ヘルパー (1年未満),,就業中,,2142489
3420,69,女性,60代,京都府,宇治市,1,1,False,介護福祉士,パート・バイト,1ヶ月以内（2024/09/07時点）,"介護職/ヘルパー (10年未満),生活相談員 (10年未満),管理職（介護） (8年未満)",,離職中,,2301840
3421,19,男性,20代,京都府,宇治市,2,0,False,,パート・バイト,,介護職/ヘルパー (未経験),,在学中,,2316680
3422,50,女性,50代,京都府,京都市山科区,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,1996518
3423,57,男性,50代,京都府,木津川市,1,2,False,"介護支援専門員（ケアマネジャー）,介護福祉士",正職員,3ヶ月以上先（2024/07/02時点）,"介護職/ヘルパー (10年以上),生活相談員 (2年未満),ケアマネジャー (1年未満)",商学部商経学科(1992年3月卒業),就業中,,2217433
3424,66,女性,60代,京都府,京都市右京区,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,2348243
3425,52,女性,50代,京都府,向日市,1,1,False,介護職員初任者研修（旧ヘルパー2級）,正職員,機会があれば転職を検討したい（2024/04/15時点）,介護職/ヘルパー (5年未満),普通科(高等学校),就業中,,2112981
3426,30,男性,30代,大阪府,高槻市,4,4,False,"介護職員初任者研修（旧ヘルパー2級）,社会福祉士,社会福祉主事任用資格,自動車運転免許",正職員,3ヶ月以内（2023/04/04時点）,"生活相談員,生活支援員,介護職/ヘルパー (3年未満)",,離職中,,1615186
3427,43,男性,40代,奈良県,奈良市,2,2,False,"介護福祉士,自動車運転免許",正職員,,介護職/ヘルパー (10年以上),,就業中,,2323231
3428,42,男性,40代,京都府,京都市西京区,3,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,3ヶ月以内（2024/10/03時点）,介護職/ヘルパー (4年未満),,就業中,,2339019
3429,60,女性,60代,京都府,宇治市,2,0,False,,パート・バイト,1ヶ月以内（2024/06/28時点）,"介護職/ヘルパー (未経験),調理師/調理スタッフ (未経験)",経済学部経営学科(大学),就業中,,2211963
3430,26,女性,20代,京都府,福知山市,1,1,False,自動車運転免許,パート・バイト,,介護職/ヘルパー (2年未満),,離職中,,2216276
3431,21,男性,20代,京都府,京都市伏見区,1,1,False,自動車運転免許,パート・バイト,,介護職/ヘルパー (未経験),,在学中,,1806753
3432,38,男性,30代,京都府,京都市西京区,3,2,False,"保育士,自動車運転免許",パート・バイト,,"保育士 (7年未満),介護職/ヘルパー (未経験)",,就業中,,355066
3433,67,女性,60代,京都府,亀岡市,2,3,False,"介護福祉士,社会福祉主事任用資格,自動車運転免許","正職員, パート・バイト",,介護職/ヘルパー,,就業中,,1092801
3434,29,女性,20代,京都府,京都市下京区,4,5,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,社会福祉主事任用資格,自動車運転免許",正職員,機会があれば転職を検討したい（2024/10/05時点）,"介護職/ヘルパー (9年未満),サービス提供責任者 (未経験)",心理学科(専門学校)(2017年3月卒業),就業中,,956737
3435,56,女性,50代,京都府,京丹後市,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,2343573
3436,47,男性,40代,三重県,多気郡多気町,15,1,False,介護職員初任者研修（旧ヘルパー2級）,"正職員, パート・バイト, 契約職員",1ヶ月以内（2024/03/01時点）,"介護職/ヘルパー (3年未満),生活支援員 (1年未満)",機械科(高等学校)(1997年3月),就業中,,2000392
3437,42,女性,40代,滋賀県,大津市,4,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,1ヶ月以内（2022/07/20時点）,"介護職/ヘルパー (10年以上),整体師",普通(高等学校)(2001年3月卒業),就業中,,972235
3438,28,女性,20代,愛媛県,松山市,1,0,False,,正職員,,介護職/ヘルパー (2年未満),,就業中,,2307125
3439,50,女性,50代,京都府,京都市伏見区,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,,介護職/ヘルパー (1年未満),,就業中,,2164789
3440,39,女性,30代,京都府,長岡京市,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,2339428
3441,29,女性,20代,京都府,京都市西京区,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,今すぐに（2023/08/26時点）,"介護職/ヘルパー (8年未満),保育補助 (2年未満),エステティシャン/セラピスト,美容部員",,離職中,,1789540
3442,25,女性,20代,京都府,京都市左京区,6,0,False,,"パート・バイト, 正職員",,"医療事務/受付 (未経験),保育補助,歯科助手 (未経験),ネイリスト (未経験),インストラクター (未経験),介護職/ヘルパー",,離職中,,1356436
3443,56,女性,50代,京都府,京都市左京区,1,0,False,,パート・バイト,機会があれば転職を検討したい（2024/05/09時点）,"介護職/ヘルパー,調理師/調理スタッフ",,就業中,,2144274
3444,52,男性,50代,長崎県,長崎市,24,2,True,"准看護師,自動車運転免許","正職員, パート・バイト, 契約職員",1ヶ月以内（2024/09/02時点）,"看護師/准看護師 (10年以上),生活支援員,介護職/ヘルパー",看護師科准看護師(高等専門学校)(2003年3月卒業),就業中,,408744
3445,19,女性,20代,京都府,京都市北区,1,0,False,,パート・バイト,,介護職/ヘルパー,,在学中,,2336479
3446,36,男性,30代,京都府,京都市上京区,2,2,False,"介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,自動車運転免許",正職員,,"生活支援員 (未経験),介護職/ヘルパー (未経験)",(大学),就業中,,2196182
3447,74,男性,70歳以上,京都府,木津川市,5,2,False,"介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,自動車運転免許",パート・バイト,機会があれば転職を検討したい（2024/03/19時点）,"総合職/新卒/その他,介護タクシー/ドライバー (10年以上),介護職/ヘルパー,作業療法士",商経学部商学科(1974年4月卒業),就業中,,2073625
3448,57,男性,50代,奈良県,奈良市,7,2,False,"介護福祉士,自動車運転免許",正職員,3ヶ月以内（2023/08/28時点）,"介護職/ヘルパー (8年未満),管理職（介護） (5年未満),サービス提供責任者 (未経験),生活支援員 (未経験)",電子科(高等学校)(1986年3月卒業),就業中,,1236057
3449,36,女性,30代,京都府,京都市伏見区,11,1,False,自動車運転免許,"正職員, 契約職員",,"生活支援員,エステティシャン/セラピスト,介護職/ヘルパー",,就業中,,1782895
3450,34,女性,30代,愛知県,名古屋市南区,2,5,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,社会福祉主事任用資格,自動車運転免許",正職員,,介護職/ヘルパー (7年未満),,就業中,,691500
3451,53,女性,50代,京都府,木津川市,10,0,False,,"正職員, 契約職員, パート・バイト",,"医療事務/受付 (1年未満),歯科助手 (10年未満),看護助手 (1年未満),介護職/ヘルパー (1年未満)",(高等学校),就業中,,306063
3452,26,男性,20代,京都府,京都市中京区,4,1,False,自動車運転免許,正職員,今すぐに（2024/03/08時点）,"介護職/ヘルパー (未経験),生活支援員 (未経験)",,離職中,,2050615
3453,40,女性,40代,京都府,木津川市,4,1,False,自動車運転免許,正職員,機会があれば転職を検討したい（2024/08/08時点）,"介護職/ヘルパー (5年未満),看護助手 (10年以上),生活支援員 (2年未満)",,就業中,,742785
3454,49,男性,40代,京都府,京都市伏見区,2,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）","正職員, パート・バイト",機会があれば転職を検討したい（2024/06/29時点）,介護職/ヘルパー (8年未満),無し無し(高等学校)(2004年3月卒業),離職中,,2213653
3455,40,男性,40代,京都府,京都市西京区,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,2004228
3456,21,男性,20代,京都府,京都市北区,1,1,False,自動車運転免許,パート・バイト,,介護職/ヘルパー (未経験),,在学中,,2321212
3457,55,男性,50代,京都府,京都市左京区,1,2,False,"自動車運転免許,美容師",正職員,今すぐに（2024/03/16時点）,"介護職/ヘルパー (未経験),生活支援員",普通科(2019年3月卒業),離職中,,2070183
3458,54,女性,50代,京都府,宇治市,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,2312352
3459,64,男性,60代,兵庫県,洲本市,5,2,False,"臨床検査技師,介護職員初任者研修（旧ヘルパー2級）",パート・バイト,,"臨床検査技師 (10年以上),生活支援員 (未経験),介護職/ヘルパー (未経験)",,就業中,,2331171
3460,69,女性,60代,京都府,木津川市,2,5,False,"介護支援専門員（ケアマネジャー）,介護福祉士,社会福祉士,主任介護支援専門員,自動車運転免許",パート・バイト,今すぐに（2024/09/26時点）,"生活支援員 (未経験),介護職/ヘルパー (10年以上),ケアマネジャー (10年以上)",,離職中,,2331095
3461,20,女性,20代,京都府,京田辺市,1,0,False,,パート・バイト,,介護職/ヘルパー,,在学中,,2148926
3462,20,男性,20代,京都府,八幡市,2,0,False,,正職員,今すぐに（2024/09/25時点）,介護職/ヘルパー (未経験),,離職中,,2320839
3463,74,女性,70歳以上,京都府,京都市右京区,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,,介護職/ヘルパー (未経験),,離職中,,2330170
3464,55,女性,50代,京都府,京都市伏見区,1,0,False,,正職員,,介護職/ヘルパー,和裁界和裁(専門学校)(1991年3月卒業),就業中,,2330019
3465,21,男性,20代,京都府,京都市上京区,1,0,False,,パート・バイト,,介護職/ヘルパー,,在学中,,2329884
3466,42,女性,40代,京都府,亀岡市,2,1,False,自動車運転免許,パート・バイト,,介護職/ヘルパー (未経験),,就業中,,1506036
