applicant_id,age,gender,residence_pref,same_prefecture_count,different_prefecture_count,total_desired_areas,mobility_score,mobility_rank
4067,26,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4068,22,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4069,21,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4070,25,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4071,45,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4072,34,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4073,20,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4074,23,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4075,37,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4076,50,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4077,77,男性,京都府,8,0,8,0.0,A: 低い（県内のみ）
4078,33,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4079,75,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4080,63,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4081,71,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4082,20,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
159,63,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4084,47,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4085,39,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4086,43,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4087,60,男性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4088,19,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4089,53,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4090,55,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4091,61,男性,京都府,4,0,4,0.0,A: 低い（県内のみ）
162,79,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4093,32,男性,京都府,13,0,13,0.0,A: 低い（県内のみ）
4094,53,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4095,37,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4096,20,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4097,33,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4098,53,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4099,63,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4100,29,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
163,79,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4103,48,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4104,18,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4105,21,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
164,52,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4107,73,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
165,53,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4109,36,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4110,48,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
169,37,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4112,31,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4113,53,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
171,54,男性,京都府,4,0,4,0.0,A: 低い（県内のみ）
4115,37,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4116,35,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4117,43,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4118,55,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4119,56,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4120,39,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4121,37,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4122,50,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4123,19,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4124,78,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
174,72,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4126,55,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4127,58,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
177,56,男性,京都府,4,0,4,0.0,A: 低い（県内のみ）
4129,61,男性,京都府,8,0,8,0.0,A: 低い（県内のみ）
4130,64,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4131,21,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4132,45,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4133,50,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4134,59,女性,京都府,8,0,8,0.0,A: 低い（県内のみ）
179,41,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
181,38,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
4137,43,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4138,36,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4139,54,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4140,24,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4141,27,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4143,51,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
182,53,男性,京都府,12,0,12,0.0,A: 低い（県内のみ）
185,52,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
186,51,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4147,41,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4148,33,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
188,23,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4150,52,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
189,27,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4152,20,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4153,55,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4154,62,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4155,54,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4156,69,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4157,20,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4158,55,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4159,33,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4160,24,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4161,24,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
190,43,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4163,39,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4164,21,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4165,36,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
194,49,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4167,60,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4168,25,女性,京都府,6,0,6,0.0,A: 低い（県内のみ）
196,74,男性,京都府,4,0,4,0.0,A: 低い（県内のみ）
198,57,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4171,46,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4172,21,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
200,51,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4174,51,男性,京都府,4,0,4,0.0,A: 低い（県内のみ）
4175,22,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4176,61,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4177,57,男性,京都府,10,0,10,0.0,A: 低い（県内のみ）
201,47,男性,京都府,5,0,5,0.0,A: 低い（県内のみ）
202,58,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4180,44,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
205,45,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
207,47,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4183,43,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4184,57,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4185,24,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4186,24,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
209,41,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4188,54,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
212,32,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4190,68,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4191,70,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4192,29,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4193,36,女性,京都府,11,0,11,0.0,A: 低い（県内のみ）
221,58,女性,京都府,12,0,12,0.0,A: 低い（県内のみ）
4195,56,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4196,30,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4197,55,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4198,23,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4199,54,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4200,49,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
223,47,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4202,46,女性,京都府,7,0,7,0.0,A: 低い（県内のみ）
4203,18,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
224,55,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4205,25,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4206,25,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4207,60,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4208,64,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
225,48,女性,京都府,9,0,9,0.0,A: 低い（県内のみ）
4210,54,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
226,58,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4212,64,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4213,61,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4214,62,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
4215,64,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4216,73,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4217,27,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4218,69,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4219,65,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
4220,77,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4221,33,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4222,21,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4223,37,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4225,62,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4226,59,男性,京都府,4,0,4,0.0,A: 低い（県内のみ）
4227,69,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
231,49,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4229,64,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4230,64,男性,京都府,6,0,6,0.0,A: 低い（県内のみ）
232,60,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4232,73,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4233,61,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
234,76,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4235,58,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4236,49,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4237,37,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4238,36,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4239,44,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4240,31,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4241,69,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4242,31,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4243,58,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4244,42,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4245,48,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
235,53,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4247,28,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4248,33,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4249,29,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4250,40,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4251,62,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
236,48,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
238,33,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4254,42,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4255,50,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
244,59,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4257,61,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4258,68,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4259,52,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4260,50,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4261,73,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4262,41,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4263,68,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
247,49,女性,京都府,6,0,6,0.0,A: 低い（県内のみ）
4265,34,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4266,21,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4267,59,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4268,65,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4269,45,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4270,79,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
248,42,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
250,51,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4273,73,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4274,72,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4275,40,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4276,26,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4277,23,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4278,57,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4279,22,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4280,28,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4281,19,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4282,30,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4283,20,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4284,29,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4285,66,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4286,64,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4287,66,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
253,46,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4289,63,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4290,52,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4291,57,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4292,21,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4293,45,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4294,68,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4295,42,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4296,65,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
254,55,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4298,54,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
255,50,女性,京都府,10,0,10,0.0,A: 低い（県内のみ）
4300,62,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4301,59,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4302,35,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4303,47,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4304,76,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
4305,28,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4306,24,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4307,54,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4308,56,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4309,48,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4310,23,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4311,18,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4312,49,男性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4313,24,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4314,72,男性,京都府,6,0,6,0.0,A: 低い（県内のみ）
4315,60,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
258,53,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4317,27,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4318,71,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4319,53,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4320,68,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4321,66,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4322,53,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4323,57,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4324,64,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
260,27,男性,京都府,7,0,7,0.0,A: 低い（県内のみ）
4326,63,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
261,51,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4328,49,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4329,67,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4330,25,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4331,33,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4332,20,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4333,67,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4334,61,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4335,83,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4336,49,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4337,67,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4338,42,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4339,70,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4340,65,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4341,22,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4342,34,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4343,23,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
265,62,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4345,65,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4346,72,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4347,58,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4348,47,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4349,24,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4350,66,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4351,69,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4352,71,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4353,38,男性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4354,26,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4355,20,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4356,62,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4357,74,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4358,36,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4359,30,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4360,35,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
266,34,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4362,25,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4363,52,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4364,20,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4365,71,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4366,40,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4367,31,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4368,46,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4369,60,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4370,49,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4371,38,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4372,64,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4373,64,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4374,56,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4375,52,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4376,77,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4377,62,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4378,25,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4379,23,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4380,56,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4381,23,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4382,25,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4383,51,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
270,45,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4385,75,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4386,19,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4387,23,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4388,40,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4389,30,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4390,58,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4391,48,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
271,61,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4393,25,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4394,22,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4395,28,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4396,56,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4397,48,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4398,52,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4399,39,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4400,60,男性,京都府,5,0,5,0.0,A: 低い（県内のみ）
4401,74,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4402,62,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4403,19,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4404,41,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4405,33,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4406,61,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
273,63,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4408,81,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4409,63,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4410,24,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4411,52,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4412,56,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4413,21,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4414,69,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4415,64,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4416,20,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4417,20,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
274,68,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4419,21,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4420,21,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4421,38,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4422,72,女性,京都府,7,0,7,0.0,A: 低い（県内のみ）
4423,41,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4424,22,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4425,62,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4426,62,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4427,69,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4428,61,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
275,32,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4430,44,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
276,56,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4432,56,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4433,58,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4434,58,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
279,57,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4436,54,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4437,76,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4438,69,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4439,25,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
284,59,女性,京都府,7,0,7,0.0,A: 低い（県内のみ）
285,39,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4442,25,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4443,61,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4444,19,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
287,52,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4446,24,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4447,21,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4448,25,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4449,60,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
4450,69,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4451,43,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4452,26,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
288,44,男性,京都府,7,0,7,0.0,A: 低い（県内のみ）
4454,26,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4455,45,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4456,25,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
290,43,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4458,34,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4459,73,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4460,66,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
4461,19,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4462,60,男性,京都府,6,0,6,0.0,A: 低い（県内のみ）
4463,75,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4464,19,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4465,68,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
4466,53,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
292,52,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
4468,48,男性,京都府,4,0,4,0.0,A: 低い（県内のみ）
4469,60,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
