target_municipality,age_group,gender,has_national_license,residence_prefecture,count,avg_age,employment_rate,top_qualifications
大阪府寝屋川市,20代,女性,True,兵庫県,1,28.0,0.0,看護師;准看護師;歯科技工士
大阪府寝屋川市,20代,女性,True,大阪府,1,23.0,1.0,看護師;准看護師
大阪府寝屋川市,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
大阪府寝屋川市,20代,男性,False,熊本県,1,28.0,1.0,福祉用具専門相談員
大阪府寝屋川市,30代,女性,False,京都府,1,36.0,1.0,介護福祉士 取得予定（1年以内）;介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許
大阪府寝屋川市,30代,男性,False,和歌山県,1,32.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府寝屋川市,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
大阪府寝屋川市,40代,女性,False,京都府,1,43.0,0.0,
大阪府寝屋川市,40代,女性,False,奈良県,1,45.0,1.0,介護福祉士
大阪府寝屋川市,40代,女性,False,愛媛県,1,42.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
大阪府寝屋川市,40代,男性,True,京都府,1,48.0,1.0,看護師;准看護師;自動車運転免許
大阪府寝屋川市,40代,男性,True,奈良県,1,45.0,1.0,看護師;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府寝屋川市,50代,女性,True,京都府,1,59.0,1.0,准看護師
大阪府寝屋川市,50代,女性,True,大阪府,1,58.0,1.0,理学療法士;自動車運転免許
大阪府寝屋川市,50代,男性,True,京都府,1,55.0,1.0,准看護師;介護福祉士;自動車運転免許
大阪府寝屋川市,50代,男性,True,大阪府,1,52.0,1.0,准看護師;自動車運転免許;その他（危険物取扱者丙種）
大阪府寝屋川市,60代,女性,True,京都府,1,69.0,0.0,看護師;准看護師
大阪府寝屋川市,60代,女性,True,大阪府,1,64.0,1.0,准看護師
大阪府寝屋川市,70歳以上,女性,False,京都府,1,73.0,0.0,調理師
大阪府寝屋川市,70歳以上,男性,False,大阪府,1,79.0,0.0,
大阪府寝屋川市,70歳以上,男性,False,奈良県,1,78.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許;児童指導員任用資格
大阪府岸和田市,40代,男性,False,大阪府,3,44.333333333333336,1.0,自動車運転免許;社会福祉主事任用資格;福祉用具専門相談員
大阪府岸和田市,50代,男性,False,大阪府,2,57.5,0.5,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護支援専門員（ケアマネジャー）
大阪府岸和田市,60代,男性,False,大阪府,2,63.5,1.0,自動車運転免許;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
大阪府岸和田市,20代,女性,False,大阪府,1,21.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）
大阪府岸和田市,20代,女性,True,兵庫県,1,28.0,0.0,看護師;准看護師;歯科技工士
大阪府岸和田市,20代,男性,False,京都府,1,26.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府岸和田市,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
大阪府岸和田市,30代,女性,False,大阪府,1,39.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府岸和田市,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
大阪府岸和田市,40代,女性,False,大阪府,1,46.0,1.0,臨床検査技師;介護福祉士;管理栄養士
大阪府岸和田市,40代,女性,True,大阪府,1,45.0,1.0,看護師;自動車運転免許
大阪府岸和田市,50代,女性,False,大阪府,1,56.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）
大阪府岸和田市,60代,女性,False,大阪府,1,61.0,0.0,保育士;幼稚園教諭;自動車運転免許
大阪府岸和田市,60代,女性,True,大阪府,1,60.0,1.0,看護師;准看護師;自動車運転免許
大阪府岸和田市,60代,男性,False,兵庫県,1,64.0,1.0,臨床検査技師;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府岸和田市,70歳以上,女性,True,大阪府,1,78.0,0.0,看護師;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）;自動車運転免許
大阪府岸和田市,70歳以上,男性,False,奈良県,1,78.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許;児童指導員任用資格
大阪府摂津市,40代,男性,False,大阪府,9,45.111111111111114,0.6666666666666666,自動車運転免許;介護福祉士;社会福祉主事任用資格
大阪府摂津市,50代,男性,False,大阪府,7,56.857142857142854,0.0,自動車運転免許;介護福祉士;社会福祉主事任用資格
大阪府摂津市,40代,女性,False,大阪府,5,46.6,0.4,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護福祉士;自動車運転免許
大阪府摂津市,20代,女性,False,大阪府,4,24.75,0.25,介護職員初任者研修（旧ヘルパー2級）;医療事務資格（民間）;自動車運転免許
大阪府摂津市,30代,男性,False,京都府,3,34.666666666666664,0.6666666666666666,自動車運転免許;言語聴覚士;調剤事務資格（民間）
大阪府摂津市,50代,男性,False,京都府,3,53.333333333333336,0.3333333333333333,自動車運転免許;介護支援専門員（ケアマネジャー）;社会福祉主事任用資格
大阪府摂津市,20代,女性,False,京都府,2,28.0,0.5,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
大阪府摂津市,30代,男性,False,大阪府,2,31.0,0.0,介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府摂津市,40代,男性,False,京都府,2,43.0,0.0,介護支援専門員（ケアマネジャー）;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
大阪府摂津市,50代,女性,False,大阪府,2,51.5,1.0,自動車運転免許;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
大阪府摂津市,60代,男性,False,大阪府,2,67.0,1.0,自動車運転免許;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
大阪府摂津市,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
大阪府摂津市,20代,男性,False,埼玉県,1,25.0,1.0,介護福祉士
大阪府摂津市,20代,男性,False,大阪府,1,29.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;その他（jesc認定カウンセラー）
大阪府摂津市,30代,女性,False,大阪府,1,31.0,1.0,
大阪府摂津市,30代,男性,False,和歌山県,1,32.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府摂津市,40代,男性,False,北海道,1,45.0,1.0,介護福祉士;自動車運転免許
大阪府摂津市,50代,女性,False,京都府,1,53.0,1.0,介護職員初任者研修（旧ヘルパー2級）
大阪府摂津市,50代,男性,False,兵庫県,1,55.0,0.0,介護支援専門員（ケアマネジャー）;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
大阪府摂津市,50代,男性,True,京都府,1,50.0,1.0,理学療法士
大阪府摂津市,60代,男性,False,京都府,1,64.0,1.0,介護職員初任者研修（旧ヘルパー2級）;社会福祉主事任用資格;自動車運転免許
大阪府摂津市,70歳以上,女性,False,京都府,1,76.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）;自動車運転免許
大阪府東大阪市,40代,男性,False,大阪府,9,44.666666666666664,0.7777777777777778,自動車運転免許;介護福祉士;社会福祉主事任用資格
大阪府東大阪市,60代,女性,False,大阪府,8,63.125,0.75,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;保育士
大阪府東大阪市,50代,男性,False,大阪府,6,56.0,0.5,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府東大阪市,60代,女性,False,奈良県,6,63.0,0.6666666666666666,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
大阪府東大阪市,60代,男性,False,大阪府,6,65.0,0.5,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府東大阪市,30代,男性,False,大阪府,5,32.0,0.8,介護職員初任者研修（旧ヘルパー2級）;介護福祉士;自動車運転免許
大阪府東大阪市,50代,女性,False,大阪府,5,53.6,0.8,介護職員初任者研修（旧ヘルパー2級）;介護福祉士;社会福祉士
大阪府東大阪市,50代,女性,False,奈良県,5,55.6,0.8,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府東大阪市,20代,男性,False,大阪府,4,28.5,0.5,介護職員初任者研修（旧ヘルパー2級）;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
大阪府東大阪市,30代,男性,False,京都府,4,35.25,0.25,介護福祉士;自動車運転免許;自動車運転免許 取得予定（1年以内）
大阪府東大阪市,40代,女性,False,奈良県,4,45.25,0.75,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
大阪府東大阪市,50代,男性,False,奈良県,4,53.75,1.0,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;福祉用具専門相談員
大阪府東大阪市,60代,男性,False,京都府,4,63.75,0.25,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護職員実務者研修（旧ヘルパー1級/基礎研修）
大阪府東大阪市,20代,女性,False,大阪府,3,27.0,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;あん摩マッサージ指圧師
大阪府東大阪市,40代,女性,False,京都府,3,43.333333333333336,1.0,自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護福祉士
大阪府東大阪市,50代,女性,False,京都府,3,56.0,0.6666666666666666,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護職員実務者研修（旧ヘルパー1級/基礎研修）
大阪府東大阪市,50代,男性,False,京都府,3,55.0,0.3333333333333333,自動車運転免許;社会福祉主事任用資格;介護職員実務者研修（旧ヘルパー1級/基礎研修）
大阪府東大阪市,60代,男性,False,奈良県,3,63.666666666666664,0.6666666666666666,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府東大阪市,30代,女性,False,奈良県,2,37.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
大阪府東大阪市,30代,男性,False,和歌山県,2,33.5,0.5,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
大阪府東大阪市,40代,女性,False,大阪府,2,49.0,0.5,介護福祉士;介護職員初任者研修（旧ヘルパー2級）
大阪府東大阪市,40代,男性,False,奈良県,2,42.0,1.0,介護職員初任者研修（旧ヘルパー2級）;介護福祉士;自動車運転免許
大阪府東大阪市,50代,男性,False,兵庫県,2,56.5,0.0,自動車運転免許;介護支援専門員（ケアマネジャー）;介護福祉士
大阪府東大阪市,60代,女性,False,京都府,2,68.5,1.0,介護福祉士;自動車運転免許;その他（喀痰吸引 第２号）
大阪府東大阪市,70歳以上,女性,True,大阪府,2,75.5,0.0,看護師;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）;自動車運転免許
大阪府東大阪市,20代,女性,False,三重県,1,26.0,1.0,
大阪府東大阪市,20代,女性,False,奈良県,1,25.0,1.0,自動車運転免許;その他（ビジネス文書3級）;その他（珠算・電卓実務2級）
大阪府東大阪市,20代,女性,True,京都府,1,26.0,0.0,准看護師
大阪府東大阪市,20代,女性,True,兵庫県,1,28.0,0.0,看護師;准看護師;歯科技工士
大阪府東大阪市,20代,女性,True,大阪府,1,28.0,1.0,准看護師;自動車運転免許
大阪府東大阪市,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
大阪府東大阪市,20代,男性,False,奈良県,1,27.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許
大阪府東大阪市,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
大阪府東大阪市,30代,女性,False,京都府,1,31.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
大阪府東大阪市,30代,女性,False,兵庫県,1,31.0,1.0,
大阪府東大阪市,30代,女性,False,大阪府,1,39.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府東大阪市,40代,女性,False,岡山県,1,49.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;サービス管理責任者研修
大阪府東大阪市,40代,女性,False,愛媛県,1,42.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
大阪府東大阪市,40代,女性,False,滋賀県,1,43.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府東大阪市,40代,女性,True,大阪府,1,45.0,1.0,看護師;自動車運転免許
大阪府東大阪市,40代,女性,True,奈良県,1,44.0,1.0,理学療法士;自動車運転免許
大阪府東大阪市,40代,男性,False,北海道,1,45.0,1.0,介護福祉士;自動車運転免許
大阪府東大阪市,40代,男性,False,高知県,1,42.0,1.0,介護支援専門員（ケアマネジャー） 取得予定（1年以内）;介護福祉士;社会福祉士 取得予定（1年以内）
大阪府東大阪市,40代,男性,True,奈良県,1,45.0,1.0,看護師;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府東大阪市,50代,女性,True,大阪府,1,53.0,1.0,看護師;准看護師;管理栄養士
大阪府東大阪市,50代,男性,False,宮崎県,1,53.0,0.0,社会福祉士;社会福祉主事任用資格
大阪府東大阪市,50代,男性,False,秋田県,1,52.0,0.0,介護支援専門員（ケアマネジャー）;介護職員初任者研修（旧ヘルパー2級）;社会福祉主事任用資格
大阪府東大阪市,60代,女性,False,滋賀県,1,61.0,1.0,自動車運転免許
大阪府東大阪市,60代,女性,False,長野県,1,64.0,0.0,自動車運転免許
大阪府東大阪市,60代,女性,True,鹿児島県,1,66.0,0.0,看護師;准看護師;介護支援専門員（ケアマネジャー）
大阪府東大阪市,70歳以上,女性,False,大阪府,1,75.0,0.0,
大阪府東大阪市,70歳以上,女性,False,奈良県,1,79.0,1.0,介護職員初任者研修（旧ヘルパー2級）
大阪府東大阪市,70歳以上,女性,True,京都府,1,72.0,1.0,准看護師
大阪府東大阪市,70歳以上,男性,False,大阪府,1,81.0,1.0,調理師
大阪府東大阪市,70歳以上,男性,False,奈良県,1,78.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許;児童指導員任用資格
大阪府東大阪市,70歳以上,男性,False,神奈川県,1,77.0,0.0,サービス管理責任者研修;相談支援従事者研修
大阪府松原市,50代,男性,False,大阪府,3,57.0,0.3333333333333333,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;社会福祉主事任用資格
大阪府松原市,40代,男性,False,大阪府,2,45.0,1.0,自動車運転免許;介護支援専門員（ケアマネジャー）;介護福祉士
大阪府松原市,60代,女性,False,大阪府,2,61.0,0.0,保育士;幼稚園教諭;自動車運転免許
大阪府松原市,60代,男性,False,大阪府,2,63.5,0.5,介護職員初任者研修（旧ヘルパー2級）;介護支援専門員（ケアマネジャー）;社会福祉士
大阪府松原市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
大阪府松原市,20代,男性,False,奈良県,1,27.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許
大阪府松原市,30代,女性,False,大阪府,1,39.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府松原市,30代,女性,False,奈良県,1,36.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
大阪府松原市,30代,女性,True,大阪府,1,31.0,1.0,看護師;自動車運転免許
大阪府松原市,30代,男性,False,和歌山県,1,32.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府松原市,40代,女性,True,奈良県,1,44.0,1.0,理学療法士;自動車運転免許
大阪府松原市,50代,男性,False,兵庫県,1,55.0,0.0,介護支援専門員（ケアマネジャー）;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
大阪府松原市,50代,男性,False,奈良県,1,51.0,1.0,介護福祉士;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府松原市,60代,女性,True,京都府,1,66.0,1.0,准看護師;自動車運転免許
大阪府松原市,60代,女性,True,大阪府,1,66.0,1.0,看護師
大阪府松原市,60代,男性,False,京都府,1,64.0,1.0,介護職員初任者研修（旧ヘルパー2級）
大阪府枚方市,50代,女性,False,京都府,47,54.276595744680854,0.7659574468085106,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府枚方市,40代,女性,False,京都府,36,45.55555555555556,0.8333333333333334,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府枚方市,60代,女性,False,京都府,32,63.375,0.6875,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府枚方市,50代,女性,False,大阪府,28,54.32142857142857,0.75,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府枚方市,40代,男性,False,京都府,24,43.958333333333336,0.75,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
大阪府枚方市,40代,男性,False,大阪府,22,44.36363636363637,0.7272727272727273,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
大阪府枚方市,30代,男性,False,京都府,21,35.95238095238095,0.5238095238095238,介護福祉士;自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
大阪府枚方市,30代,女性,False,京都府,19,34.473684210526315,0.8421052631578947,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府枚方市,40代,女性,False,大阪府,19,45.8421052631579,0.7368421052631579,自動車運転免許;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
大阪府枚方市,50代,男性,False,大阪府,19,54.63157894736842,0.631578947368421,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
大阪府枚方市,30代,男性,False,大阪府,17,35.0,0.5882352941176471,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府枚方市,50代,男性,False,京都府,16,54.3125,0.5625,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府枚方市,60代,女性,False,大阪府,16,63.125,0.9375,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
大阪府枚方市,20代,女性,False,京都府,10,25.0,0.6,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府枚方市,20代,男性,False,京都府,8,24.875,0.5,自動車運転免許;福祉用具専門相談員 取得予定（1年以内）;介護福祉士
大阪府枚方市,30代,女性,False,大阪府,8,37.125,0.875,介護職員初任者研修（旧ヘルパー2級）;介護福祉士;自動車運転免許
大阪府枚方市,20代,女性,False,大阪府,6,26.333333333333332,0.5,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;あん摩マッサージ指圧師
大阪府枚方市,60代,男性,False,京都府,6,63.5,0.3333333333333333,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
大阪府枚方市,60代,男性,False,大阪府,5,64.4,0.4,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
大阪府枚方市,70歳以上,男性,False,京都府,5,72.8,0.6,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;中学校教諭
大阪府枚方市,70歳以上,男性,False,大阪府,5,78.0,0.4,調理師;自動車運転免許
大阪府枚方市,20代,男性,False,大阪府,4,25.5,0.5,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
大阪府枚方市,50代,女性,True,大阪府,4,56.75,0.75,自動車運転免許;准看護師;作業療法士
大阪府枚方市,60代,女性,True,京都府,4,67.5,0.5,准看護師;自動車運転免許;看護師
大阪府枚方市,50代,女性,True,京都府,3,57.333333333333336,1.0,准看護師;自動車運転免許
大阪府枚方市,70歳以上,女性,True,大阪府,3,75.33333333333333,0.3333333333333333,看護師;自動車運転免許;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）
大阪府枚方市,20代,女性,True,京都府,2,27.5,0.5,准看護師;看護師;自動車運転免許
大阪府枚方市,40代,女性,False,奈良県,2,46.0,1.0,介護福祉士;自動車運転免許
大阪府枚方市,40代,女性,True,京都府,2,47.0,0.5,看護師;自動車運転免許
大阪府枚方市,40代,男性,True,京都府,2,47.5,1.0,准看護師;自動車運転免許;看護師
大阪府枚方市,50代,男性,False,兵庫県,2,52.5,0.5,介護福祉士;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府枚方市,50代,男性,False,奈良県,2,53.0,0.5,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;福祉用具専門相談員
大阪府枚方市,50代,男性,True,京都府,2,52.5,1.0,准看護師;介護福祉士;自動車運転免許
大阪府枚方市,60代,男性,True,京都府,2,66.5,0.5,自動車運転免許;理学療法士;介護支援専門員（ケアマネジャー）
大阪府枚方市,70歳以上,女性,False,京都府,2,73.0,0.5,自動車運転免許 取得予定（1年以内）;介護職員初任者研修（旧ヘルパー2級）
大阪府枚方市,20代,女性,False,兵庫県,1,25.0,1.0,
大阪府枚方市,20代,女性,False,東京都,1,23.0,1.0,自動車運転免許
大阪府枚方市,20代,女性,True,兵庫県,1,28.0,0.0,看護師;准看護師;歯科技工士
大阪府枚方市,20代,男性,False,兵庫県,1,22.0,1.0,自動車運転免許
大阪府枚方市,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
大阪府枚方市,20代,男性,False,埼玉県,1,25.0,1.0,介護福祉士
大阪府枚方市,20代,男性,True,大阪府,1,26.0,1.0,理学療法士;自動車運転免許
大阪府枚方市,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
大阪府枚方市,30代,女性,False,奈良県,1,36.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
大阪府枚方市,30代,女性,True,京都府,1,34.0,1.0,看護師;介護支援専門員（ケアマネジャー）;介護職員初任者研修（旧ヘルパー2級）
大阪府枚方市,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
大阪府枚方市,40代,女性,False,岡山県,1,49.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;サービス管理責任者研修
大阪府枚方市,40代,女性,False,愛媛県,1,42.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
大阪府枚方市,40代,女性,True,大阪府,1,43.0,1.0,准看護師;自動車運転免許
大阪府枚方市,40代,女性,True,奈良県,1,44.0,1.0,理学療法士;自動車運転免許
大阪府枚方市,40代,男性,False,兵庫県,1,41.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;社会福祉主事任用資格
大阪府枚方市,40代,男性,False,北海道,1,45.0,1.0,介護福祉士;自動車運転免許
大阪府枚方市,40代,男性,False,石川県,1,48.0,0.0,
大阪府枚方市,40代,男性,False,高知県,1,42.0,1.0,介護支援専門員（ケアマネジャー） 取得予定（1年以内）;介護福祉士;社会福祉士 取得予定（1年以内）
大阪府枚方市,50代,男性,True,大阪府,1,52.0,1.0,准看護師;自動車運転免許;その他（危険物取扱者丙種）
大阪府枚方市,60代,女性,False,奈良県,1,64.0,0.0,介護福祉士
大阪府枚方市,60代,女性,False,長野県,1,64.0,0.0,自動車運転免許
大阪府枚方市,60代,女性,True,大阪府,1,64.0,1.0,准看護師
大阪府枚方市,60代,男性,False,兵庫県,1,64.0,1.0,臨床検査技師;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府枚方市,70歳以上,女性,True,京都府,1,72.0,1.0,准看護師
大阪府枚方市,70歳以上,男性,False,奈良県,1,78.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許;児童指導員任用資格
大阪府枚方市,70歳以上,男性,False,神奈川県,1,77.0,0.0,サービス管理責任者研修;相談支援従事者研修
大阪府柏原市,20代,女性,False,奈良県,1,25.0,1.0,自動車運転免許;その他（ビジネス文書3級）;その他（珠算・電卓実務2級）
大阪府柏原市,20代,男性,False,大阪府,1,25.0,0.0,自動車運転免許;その他（NSCA-CPT）;その他（簿記2級）
大阪府柏原市,20代,男性,False,奈良県,1,27.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許
大阪府柏原市,40代,女性,False,奈良県,1,49.0,0.0,介護職員初任者研修（旧ヘルパー2級）
大阪府柏原市,40代,女性,True,奈良県,1,44.0,1.0,理学療法士;自動車運転免許
大阪府柏原市,40代,男性,False,大阪府,1,41.0,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;公認心理師
大阪府柏原市,50代,女性,False,大阪府,1,52.0,0.0,介護福祉士;社会福祉士
大阪府柏原市,50代,女性,True,大阪府,1,53.0,1.0,看護師;准看護師;管理栄養士
大阪府柏原市,50代,男性,False,大阪府,1,58.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府柏原市,60代,女性,False,大阪府,1,61.0,0.0,保育士;幼稚園教諭;自動車運転免許
大阪府柏原市,60代,女性,True,鹿児島県,1,66.0,0.0,看護師;准看護師;介護支援専門員（ケアマネジャー）
大阪府柏原市,60代,男性,False,愛知県,1,68.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府池田市,40代,男性,False,大阪府,6,44.666666666666664,0.6666666666666666,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
大阪府池田市,30代,男性,False,京都府,3,35.666666666666664,0.6666666666666666,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
大阪府池田市,50代,男性,False,京都府,2,52.0,0.5,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
大阪府池田市,60代,女性,False,京都府,2,60.0,1.0,介護福祉士;自動車運転免許;サービス管理責任者研修
大阪府池田市,60代,女性,False,大阪府,2,60.5,0.0,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;登録販売者
大阪府池田市,70歳以上,男性,False,大阪府,2,71.0,0.5,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許;その他（全身性ガイドヘルパー）
大阪府池田市,20代,女性,False,兵庫県,1,23.0,1.0,
大阪府池田市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
大阪府池田市,20代,男性,False,兵庫県,1,22.0,1.0,自動車運転免許
大阪府池田市,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
大阪府池田市,30代,男性,False,大阪府,1,30.0,1.0,介護福祉士;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
大阪府池田市,40代,女性,False,京都府,1,48.0,0.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
大阪府池田市,40代,女性,True,大阪府,1,45.0,1.0,看護師;自動車運転免許
大阪府池田市,40代,男性,False,高知県,1,42.0,1.0,介護支援専門員（ケアマネジャー） 取得予定（1年以内）;介護福祉士;社会福祉士 取得予定（1年以内）
大阪府池田市,50代,女性,False,京都府,1,53.0,0.0,自動車運転免許
大阪府池田市,50代,女性,True,大阪府,1,58.0,1.0,理学療法士;自動車運転免許
大阪府池田市,50代,男性,False,大阪府,1,56.0,1.0,介護職員初任者研修（旧ヘルパー2級）
