target_municipality,qualification_name,applicant_count,avg_age,employment_rate
大阪府寝屋川市,調剤事務資格（民間）,1,31.0,1.0
大阪府寝屋川市,児童発達支援管理責任者研修,1,49.0,1.0
大阪府寝屋川市,児童指導員任用資格 取得予定（1年以内）,1,56.0,0.0
大阪府寝屋川市,その他（社会教育主事）,1,56.0,0.0
大阪府寝屋川市,その他（認知症介護基礎研修）,1,56.0,0.0
大阪府寝屋川市,社会福祉士 取得予定（1年以内）,1,44.0,1.0
大阪府寝屋川市,その他（ガイドヘルパー）,1,56.0,1.0
大阪府寝屋川市,その他（メンタルヘルスマネジメントⅡ種）,1,52.0,1.0
大阪府寝屋川市,その他（販売士2級）,1,52.0,1.0
大阪府寝屋川市,その他（色彩検定2級）,1,52.0,1.0
大阪府寝屋川市,その他（漢字検定準2級）,1,52.0,1.0
大阪府寝屋川市,その他（ガイドヘルパー 全身性障害課程）,1,52.0,1.0
大阪府寝屋川市,その他（行動援護従業者養成研修）,1,52.0,1.0
大阪府寝屋川市,その他（難病患者等ホームヘルパー養成講座(基礎課程Ⅱ)）,1,52.0,1.0
大阪府寝屋川市,その他（同行援護従業者養成研修(応用課程)）,1,52.0,1.0
大阪府寝屋川市,その他（健康検定 ベーシック）,1,52.0,1.0
大阪府寝屋川市,その他（2級労務管理士）,1,52.0,1.0
大阪府寝屋川市,その他（求人広告取扱資格）,1,52.0,1.0
大阪府寝屋川市,その他（普通自動車第二種免許資格取得）,1,62.0,0.0
大阪府寝屋川市,その他（甲種防火管理者）,1,64.0,0.0
大阪府寝屋川市,理学療法士,1,58.0,1.0
大阪府寝屋川市,その他（世界共通中国語HSK3級）,1,51.0,1.0
大阪府寝屋川市,その他（レクレーションインストラクター）,1,51.0,1.0
大阪府寝屋川市,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,1,46.0,0.0
大阪府寝屋川市,美容師,1,46.0,0.0
大阪府寝屋川市,理容師 取得予定（1年以内）,1,46.0,0.0
大阪府寝屋川市,その他（ITパスポート）,1,30.0,1.0
大阪府寝屋川市,その他（危険物取扱者丙種）,1,52.0,1.0
大阪府寝屋川市,その他（危険物取扱者乙種４類）,1,52.0,1.0
大阪府寝屋川市,その他（こども発達支援アドバイザー）,1,52.0,1.0
大阪府寝屋川市,整体師,1,39.0,1.0
大阪府寝屋川市,リフレクソロジスト,1,39.0,1.0
大阪府寝屋川市,歯科技工士,1,28.0,0.0
大阪府寝屋川市,高等学校教諭,1,29.0,1.0
大阪府寝屋川市,臨床検査技師,1,59.0,1.0
大阪府寝屋川市,社会福祉主事任用資格 取得予定（1年以内）,1,59.0,1.0
大阪府寝屋川市,その他（難病患者等ホームヘルパー）,1,42.0,1.0
大阪府寝屋川市,その他（医師事務作業補助者）,1,35.0,1.0
大阪府寝屋川市,その他（NSCA-CPT）,1,25.0,0.0
大阪府寝屋川市,その他（簿記2級）,1,25.0,0.0
大阪府寝屋川市,放課後児童支援員認定資格,1,60.0,1.0
大阪府寝屋川市,その他（知的ガイドヘルパー）,1,56.0,0.0
大阪府寝屋川市,その他（全身性ガイドヘルパー）,1,56.0,0.0
大阪府寝屋川市,その他（普通自動車2種免許）,1,56.0,0.0
大阪府寝屋川市,その他（喀痰吸引等3級）,1,56.0,0.0
大阪府寝屋川市,公認心理師,1,41.0,1.0
大阪府寝屋川市,介護福祉士 取得予定（1年以内）,1,36.0,1.0
大阪府岸和田市,自動車運転免許,14,54.92857142857143,0.7857142857142857
大阪府岸和田市,介護職員初任者研修（旧ヘルパー2級）,6,48.833333333333336,0.8333333333333334
大阪府岸和田市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,6,47.5,1.0
大阪府岸和田市,介護福祉士,4,46.5,0.75
大阪府岸和田市,看護師,4,52.75,0.5
大阪府岸和田市,介護支援専門員（ケアマネジャー）,3,56.0,1.0
大阪府岸和田市,社会福祉主事任用資格,2,52.5,1.0
大阪府岸和田市,児童指導員任用資格,2,70.0,1.0
大阪府岸和田市,准看護師,2,44.0,0.5
大阪府岸和田市,臨床検査技師,2,55.0,1.0
大阪府岸和田市,社会福祉士,2,59.5,1.0
大阪府岸和田市,歯科医師,1,32.0,1.0
大阪府岸和田市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
大阪府岸和田市,福祉用具専門相談員,1,43.0,1.0
大阪府岸和田市,相談支援従事者研修,1,49.0,1.0
大阪府岸和田市,小学校教諭,1,78.0,1.0
大阪府岸和田市,その他（難病患者等ホームヘルパー）,1,39.0,1.0
大阪府岸和田市,介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,1,78.0,0.0
大阪府岸和田市,歯科技工士,1,28.0,0.0
大阪府岸和田市,精神保健福祉士,1,57.0,1.0
大阪府岸和田市,保育士,1,61.0,0.0
大阪府岸和田市,幼稚園教諭,1,61.0,0.0
大阪府岸和田市,児童発達支援管理責任者研修,1,62.0,1.0
大阪府岸和田市,サービス管理責任者研修,1,62.0,1.0
大阪府岸和田市,公認心理師,1,41.0,1.0
大阪府岸和田市,管理栄養士,1,46.0,1.0
大阪府岸和田市,医療事務資格（民間）,1,46.0,1.0
大阪府岸和田市,その他（医療的ケア教員講習会）,1,60.0,1.0
大阪府摂津市,自動車運転免許,30,50.333333333333336,0.5333333333333333
大阪府摂津市,介護福祉士,21,45.95238095238095,0.47619047619047616
大阪府摂津市,介護職員初任者研修（旧ヘルパー2級）,20,44.45,0.35
大阪府摂津市,社会福祉主事任用資格,9,52.333333333333336,0.4444444444444444
大阪府摂津市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,8,48.875,0.75
大阪府摂津市,介護支援専門員（ケアマネジャー）,6,52.0,0.3333333333333333
大阪府摂津市,その他（行政書士）,2,61.5,0.5
大阪府摂津市,医療事務資格（民間）,2,23.5,0.5
大阪府摂津市,あん摩マッサージ指圧師,2,36.5,0.5
大阪府摂津市,高等学校教諭,2,36.0,1.0
大阪府摂津市,その他（福祉住環境コーディネーター２級）,1,43.0,0.0
大阪府摂津市,その他（認定特定行為業務従事者(喀痰吸引研修2号修了)）,1,43.0,0.0
大阪府摂津市,登録販売者,1,59.0,0.0
大阪府摂津市,その他（第二種電気工事士）,1,59.0,0.0
大阪府摂津市,その他（甲種４類(自火報設備)消防設備士）,1,59.0,0.0
大阪府摂津市,その他（乙種６類(消火器)消防設備士）,1,59.0,0.0
大阪府摂津市,その他（障害者職業生活相談員）,1,64.0,1.0
大阪府摂津市,その他（認知症ケア専門士）,1,53.0,1.0
大阪府摂津市,その他（認知症介護実践者研修修了）,1,53.0,1.0
大阪府摂津市,その他（キャリアコンサルタント）,1,53.0,1.0
大阪府摂津市,その他（行動援護従業者養成研修 修了）,1,53.0,1.0
大阪府摂津市,福祉用具専門相談員,1,43.0,1.0
大阪府摂津市,言語聴覚士,1,31.0,1.0
大阪府摂津市,調剤事務資格（民間）,1,31.0,1.0
大阪府摂津市,社会福祉士,1,58.0,0.0
大阪府摂津市,精神保健福祉士,1,58.0,0.0
大阪府摂津市,児童指導員任用資格 取得予定（1年以内）,1,56.0,0.0
大阪府摂津市,その他（社会教育主事）,1,56.0,0.0
大阪府摂津市,その他（認知症介護基礎研修）,1,56.0,0.0
大阪府摂津市,相談支援従事者研修,1,49.0,1.0
大阪府摂津市,社会福祉士 取得予定（1年以内）,1,44.0,1.0
大阪府摂津市,理学療法士,1,50.0,1.0
大阪府摂津市,幼稚園教諭,1,29.0,1.0
大阪府摂津市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
大阪府摂津市,小学校教諭,1,29.0,1.0
大阪府摂津市,中学校教諭,1,43.0,1.0
大阪府摂津市,その他（jesc認定カウンセラー）,1,29.0,0.0
大阪府摂津市,その他（日本語ワープロ検定 3級）,1,29.0,0.0
大阪府摂津市,その他（心理学検定2級）,1,29.0,0.0
大阪府摂津市,その他（文部科学省後援 色彩検定3級）,1,29.0,0.0
大阪府摂津市,その他（行動援護従業者要請研修）,1,29.0,0.0
大阪府摂津市,その他（同行援護従業者）,1,29.0,0.0
大阪府摂津市,介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,1,76.0,1.0
大阪府摂津市,児童指導員任用資格,1,47.0,1.0
大阪府摂津市,その他（知的ガイドヘルパー）,1,56.0,0.0
大阪府摂津市,その他（全身性ガイドヘルパー）,1,56.0,0.0
大阪府摂津市,その他（普通自動車2種免許）,1,56.0,0.0
大阪府摂津市,その他（喀痰吸引等3級）,1,56.0,0.0
大阪府東大阪市,自動車運転免許,84,50.94047619047619,0.6428571428571429
大阪府東大阪市,介護職員初任者研修（旧ヘルパー2級）,61,50.32786885245902,0.7049180327868853
大阪府東大阪市,介護福祉士,49,48.38775510204081,0.7551020408163265
大阪府東大阪市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,30,50.7,0.7333333333333333
大阪府東大阪市,社会福祉主事任用資格,12,51.166666666666664,0.6666666666666666
大阪府東大阪市,介護支援専門員（ケアマネジャー）,9,52.44444444444444,0.5555555555555556
大阪府東大阪市,看護師,7,55.42857142857143,0.42857142857142855
大阪府東大阪市,社会福祉士,7,48.857142857142854,0.42857142857142855
大阪府東大阪市,准看護師,6,45.5,0.5
大阪府東大阪市,福祉用具専門相談員,5,48.4,0.8
大阪府東大阪市,相談支援従事者研修,5,52.4,0.6
大阪府東大阪市,幼稚園教諭,5,50.4,0.6
大阪府東大阪市,サービス管理責任者研修,5,58.2,0.6
大阪府東大阪市,介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,5,61.2,0.6
大阪府東大阪市,児童指導員任用資格,4,63.5,0.75
大阪府東大阪市,保育士,4,55.75,0.5
大阪府東大阪市,調理師,4,58.0,0.5
大阪府東大阪市,自動車運転免許 取得予定（1年以内）,3,41.0,0.3333333333333333
大阪府東大阪市,医療事務資格（民間）,3,56.0,0.6666666666666666
大阪府東大阪市,児童発達支援管理責任者研修,3,46.333333333333336,0.6666666666666666
大阪府東大阪市,小学校教諭,2,53.5,1.0
大阪府東大阪市,社会福祉士 取得予定（1年以内）,2,43.0,1.0
大阪府東大阪市,その他（甲種防火管理者）,2,58.0,0.0
大阪府東大阪市,介護支援専門員（ケアマネジャー） 取得予定（1年以内）,2,55.5,1.0
大阪府東大阪市,介護事務資格（民間）,2,55.0,0.0
大阪府東大阪市,あん摩マッサージ指圧師,2,36.5,0.5
大阪府東大阪市,高等学校教諭,2,45.0,1.0
大阪府東大阪市,その他（自動普通二輪免許）,1,27.0,1.0
大阪府東大阪市,その他（喀痰吸引 第２号）,1,68.0,1.0
大阪府東大阪市,福祉用具専門相談員 取得予定（1年以内）,1,30.0,0.0
大阪府東大阪市,児童指導員任用資格 取得予定（1年以内）,1,56.0,0.0
大阪府東大阪市,その他（社会教育主事）,1,56.0,0.0
大阪府東大阪市,その他（認知症介護基礎研修）,1,56.0,0.0
大阪府東大阪市,放課後児童支援員認定資格 取得予定（1年以内）,1,68.0,1.0
大阪府東大阪市,その他（普通自動車第二種免許資格取得）,1,62.0,0.0
大阪府東大阪市,その他（難病患者等ホームヘルパー）,1,39.0,1.0
大阪府東大阪市,その他（ITパスポート）,1,30.0,1.0
大阪府東大阪市,主任相談支援専門員,1,42.0,1.0
大阪府東大阪市,その他（医療的ケア児等コーディネーター）,1,42.0,1.0
大阪府東大阪市,その他（行動援護従事者養成研修）,1,42.0,1.0
大阪府東大阪市,その他（障害者職業生活相談員）,1,42.0,1.0
大阪府東大阪市,その他（高次脳機能障害支援者養成研修修了）,1,42.0,1.0
大阪府東大阪市,その他（精神障がい者支援の障がい特性支援技法を学研修修了）,1,42.0,1.0
大阪府東大阪市,その他（障害者ピアサポート研修〔専門〕修了）,1,42.0,1.0
大阪府東大阪市,その他（大型自動車二種免許）,1,52.0,0.0
大阪府東大阪市,その他（認知症実務者研修（計画作成用））,1,52.0,0.0
大阪府東大阪市,その他（消防設備士）,1,52.0,0.0
大阪府東大阪市,主任介護支援専門員,1,54.0,1.0
大阪府東大阪市,その他（ビジネス文書3級）,1,25.0,1.0
大阪府東大阪市,その他（珠算・電卓実務2級）,1,25.0,1.0
大阪府東大阪市,その他（普通自動車免許（AT限定））,1,25.0,1.0
大阪府東大阪市,その他（難病患者等ホームヘルパー基礎課程１）,1,55.0,1.0
大阪府東大阪市,歯科技工士,1,28.0,0.0
大阪府東大阪市,鍼灸師,1,60.0,1.0
大阪府東大阪市,その他（大型2種自動車免許）,1,60.0,1.0
大阪府東大阪市,中学校教諭,1,61.0,1.0
大阪府東大阪市,その他（認知症介護実務者研修 管理者研修）,1,61.0,1.0
大阪府東大阪市,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,1,43.0,1.0
大阪府東大阪市,その他（同行援護従業者養成研修応用課程修了）,1,58.0,0.0
大阪府東大阪市,その他（全身性障害者移動介護従業者養成研修修了）,1,58.0,0.0
大阪府東大阪市,精神保健福祉士,1,57.0,1.0
大阪府東大阪市,歯科助手資格（民間）,1,44.0,1.0
大阪府東大阪市,管理栄養士,1,53.0,1.0
大阪府東大阪市,公認心理師,1,41.0,1.0
大阪府東大阪市,理学療法士,1,44.0,1.0
大阪府東大阪市,栄養士,1,47.0,1.0
大阪府松原市,自動車運転免許,15,48.86666666666667,0.6
大阪府松原市,介護職員初任者研修（旧ヘルパー2級）,10,47.0,0.6
大阪府松原市,介護福祉士,5,43.6,0.8
大阪府松原市,介護支援専門員（ケアマネジャー）,4,55.75,0.75
大阪府松原市,幼稚園教諭,4,46.75,0.5
大阪府松原市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,3,34.0,1.0
大阪府松原市,保育士,3,52.666666666666664,0.3333333333333333
大阪府松原市,社会福祉主事任用資格,2,59.0,0.5
大阪府松原市,看護師,2,48.5,1.0
大阪府松原市,サービス管理責任者研修,2,56.5,1.0
大阪府松原市,社会福祉士,2,59.5,1.0
大阪府松原市,その他（自動普通二輪免許）,1,27.0,1.0
大阪府松原市,児童指導員任用資格 取得予定（1年以内）,1,56.0,0.0
大阪府松原市,その他（社会教育主事）,1,56.0,0.0
大阪府松原市,その他（認知症介護基礎研修）,1,56.0,0.0
大阪府松原市,相談支援従事者研修,1,49.0,1.0
大阪府松原市,その他（難病患者等ホームヘルパー）,1,39.0,1.0
大阪府松原市,准看護師,1,66.0,1.0
大阪府松原市,あん摩マッサージ指圧師,1,29.0,1.0
大阪府松原市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
大阪府松原市,小学校教諭,1,29.0,1.0
大阪府松原市,高等学校教諭,1,29.0,1.0
大阪府松原市,精神保健福祉士,1,57.0,1.0
大阪府松原市,児童発達支援管理責任者研修,1,62.0,1.0
大阪府松原市,児童指導員任用資格,1,62.0,1.0
大阪府松原市,公認心理師,1,41.0,1.0
大阪府松原市,理学療法士,1,44.0,1.0
大阪府枚方市,自動車運転免許,274,48.57664233576642,0.7226277372262774
大阪府枚方市,介護職員初任者研修（旧ヘルパー2級）,181,49.66298342541437,0.6961325966850829
大阪府枚方市,介護福祉士,171,48.514619883040936,0.7777777777777778
大阪府枚方市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,91,49.02197802197802,0.7692307692307693
大阪府枚方市,社会福祉主事任用資格,21,47.714285714285715,0.7142857142857143
大阪府枚方市,准看護師,18,54.94444444444444,0.7222222222222222
大阪府枚方市,介護支援専門員（ケアマネジャー）,16,51.4375,0.8125
大阪府枚方市,看護師,12,53.833333333333336,0.5833333333333334
大阪府枚方市,医療事務資格（民間）,11,49.90909090909091,0.8181818181818182
大阪府枚方市,サービス管理責任者研修,11,56.45454545454545,0.6363636363636364
大阪府枚方市,福祉用具専門相談員,9,44.44444444444444,0.7777777777777778
大阪府枚方市,保育士,9,47.44444444444444,1.0
大阪府枚方市,社会福祉士,9,49.77777777777778,0.6666666666666666
大阪府枚方市,調理師,9,57.44444444444444,0.7777777777777778
大阪府枚方市,相談支援従事者研修,8,56.125,0.625
大阪府枚方市,児童指導員任用資格,7,50.57142857142857,0.8571428571428571
大阪府枚方市,小学校教諭,6,57.166666666666664,0.5
大阪府枚方市,自動車運転免許 取得予定（1年以内）,6,50.666666666666664,0.5
大阪府枚方市,介護福祉士 取得予定（1年以内）,6,54.5,0.8333333333333334
大阪府枚方市,介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,6,57.5,0.3333333333333333
大阪府枚方市,幼稚園教諭,6,41.166666666666664,1.0
大阪府枚方市,中学校教諭,6,60.666666666666664,0.5
大阪府枚方市,高等学校教諭,6,54.0,0.6666666666666666
大阪府枚方市,理学療法士,5,48.8,0.8
大阪府枚方市,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,4,49.75,0.75
大阪府枚方市,介護事務資格（民間）,4,53.5,1.0
大阪府枚方市,社会福祉士 取得予定（1年以内）,3,50.666666666666664,0.6666666666666666
大阪府枚方市,福祉用具専門相談員 取得予定（1年以内）,3,34.666666666666664,0.3333333333333333
大阪府枚方市,児童発達支援管理責任者研修,3,47.0,0.6666666666666666
大阪府枚方市,介護支援専門員（ケアマネジャー） 取得予定（1年以内）,3,55.0,1.0
大阪府枚方市,児童指導員任用資格 取得予定（1年以内）,2,61.0,0.0
大阪府枚方市,調剤事務資格（民間）,2,41.5,1.0
大阪府枚方市,その他（行動援護従業者養成研修）,2,45.5,1.0
大阪府枚方市,その他（ガイドヘルパー）,2,52.0,1.0
大阪府枚方市,その他（難病患者等ホームヘルパー）,2,40.5,1.0
大阪府枚方市,放課後児童支援員認定資格,2,60.0,1.0
大阪府枚方市,管理栄養士,2,49.0,1.0
大阪府枚方市,あん摩マッサージ指圧師,2,36.5,0.5
大阪府枚方市,臨床検査技師,2,61.5,1.0
大阪府枚方市,アロマセラピスト,2,59.5,0.5
大阪府枚方市,美容師,2,45.5,0.5
大阪府枚方市,登録販売者,2,47.5,1.0
大阪府枚方市,その他（子育て支援員）,1,38.0,1.0
大阪府枚方市,その他（福祉住環境コーディネーター２級）,1,43.0,0.0
大阪府枚方市,その他（認定特定行為業務従事者(喀痰吸引研修2号修了)）,1,43.0,0.0
大阪府枚方市,言語聴覚士 取得予定（1年以内）,1,66.0,0.0
大阪府枚方市,精神保健福祉士 取得予定（1年以内）,1,66.0,0.0
大阪府枚方市,管理栄養士 取得予定（1年以内）,1,66.0,0.0
大阪府枚方市,サービス管理責任者研修 取得予定（1年以内）,1,66.0,0.0
大阪府枚方市,その他（フォークリフト運転技能講習修了証）,1,42.0,1.0
大阪府枚方市,その他（行動援護従業者養成研修修了）,1,42.0,1.0
大阪府枚方市,その他（同行援護従業者養成研修修了）,1,42.0,1.0
大阪府枚方市,その他（サービス管理責任者基礎研修）,1,57.0,1.0
大阪府枚方市,その他（認知症介護実践研修）,1,57.0,1.0
大阪府枚方市,その他（相談支援従事者初任者研修（2日講義））,1,57.0,1.0
大阪府枚方市,その他（メンタルヘルスケアマネジメント検定（ラインケア、セルフケア））,1,57.0,1.0
大阪府枚方市,その他（介護職員基礎研修）,1,51.0,1.0
大阪府枚方市,その他（普通二種免許）,1,40.0,1.0
大阪府枚方市,その他（原動機付自転車）,1,38.0,1.0
大阪府枚方市,その他（救急救命士）,1,55.0,1.0
大阪府枚方市,言語聴覚士,1,31.0,1.0
大阪府枚方市,その他（社会教育主事）,1,56.0,0.0
大阪府枚方市,その他（認知症介護基礎研修）,1,56.0,0.0
大阪府枚方市,その他（相談支援専門員）,1,58.0,1.0
大阪府枚方市,その他（国内旅行取扱管理者）,1,54.0,1.0
大阪府枚方市,その他（2級ファイナンシャル・プランニング技能士(国家資格)）,1,40.0,1.0
大阪府枚方市,作業療法士,1,59.0,1.0
大阪府枚方市,その他（メンタルヘルスマネジメントⅡ種）,1,52.0,1.0
大阪府枚方市,その他（販売士2級）,1,52.0,1.0
大阪府枚方市,その他（色彩検定2級）,1,52.0,1.0
大阪府枚方市,その他（漢字検定準2級）,1,52.0,1.0
大阪府枚方市,その他（ガイドヘルパー 全身性障害課程）,1,52.0,1.0
大阪府枚方市,その他（難病患者等ホームヘルパー養成講座(基礎課程Ⅱ)）,1,52.0,1.0
大阪府枚方市,その他（同行援護従業者養成研修(応用課程)）,1,52.0,1.0
大阪府枚方市,その他（健康検定 ベーシック）,1,52.0,1.0
大阪府枚方市,その他（2級労務管理士）,1,52.0,1.0
大阪府枚方市,その他（求人広告取扱資格）,1,52.0,1.0
大阪府枚方市,その他（普通自動車第二種免許資格取得）,1,62.0,0.0
大阪府枚方市,その他（甲種防火管理者）,1,64.0,0.0
大阪府枚方市,公認心理師,1,50.0,1.0
大阪府枚方市,その他（世界共通中国語HSK3級）,1,51.0,1.0
大阪府枚方市,その他（レクレーションインストラクター）,1,51.0,1.0
大阪府枚方市,その他（ITパスポート）,1,30.0,1.0
大阪府枚方市,主任相談支援専門員,1,42.0,1.0
大阪府枚方市,その他（医療的ケア児等コーディネーター）,1,42.0,1.0
大阪府枚方市,その他（行動援護従事者養成研修）,1,42.0,1.0
大阪府枚方市,その他（障害者職業生活相談員）,1,42.0,1.0
大阪府枚方市,その他（高次脳機能障害支援者養成研修修了）,1,42.0,1.0
大阪府枚方市,その他（精神障がい者支援の障がい特性支援技法を学研修修了）,1,42.0,1.0
大阪府枚方市,その他（障害者ピアサポート研修〔専門〕修了）,1,42.0,1.0
大阪府枚方市,その他（危険物取扱者丙種）,1,52.0,1.0
大阪府枚方市,その他（危険物取扱者乙種４類）,1,52.0,1.0
大阪府枚方市,その他（こども発達支援アドバイザー）,1,52.0,1.0
大阪府枚方市,整体師,1,39.0,1.0
大阪府枚方市,リフレクソロジスト,1,39.0,1.0
大阪府枚方市,歯科技工士,1,28.0,0.0
大阪府枚方市,児童発達支援管理責任者,1,61.0,1.0
大阪府枚方市,その他（全身性障害者移動介護従業者養成研修）,1,61.0,1.0
大阪府枚方市,その他（視覚性障害者移動介護従業者養成研修）,1,61.0,1.0
大阪府枚方市,栄養士,1,45.0,1.0
大阪府枚方市,その他（サービス管理責任者更新研修）,1,61.0,0.0
大阪府枚方市,社会福祉主事任用資格 取得予定（1年以内）,1,59.0,1.0
大阪府枚方市,その他（認知症実践者リーダー）,1,63.0,1.0
大阪府枚方市,その他（ガイドヘルパー（3種））,1,63.0,1.0
大阪府枚方市,その他（認知症介護実務者研修 管理者研修）,1,61.0,1.0
大阪府枚方市,その他（実用英語技能検定）,1,51.0,0.0
大阪府枚方市,その他（福祉有償運送運転者講習）,1,39.0,1.0
大阪府枚方市,調理師 取得予定（1年以内）,1,54.0,0.0
大阪府枚方市,その他（医師事務作業補助者）,1,35.0,1.0
大阪府枚方市,その他（防火管理者）,1,52.0,1.0
大阪府枚方市,その他（簿記3級）,1,52.0,1.0
大阪府枚方市,その他（重度訪問介護従業者 統合課程） 取得予定（1年以内）,1,45.0,1.0
大阪府枚方市,その他（危険物乙四類）,1,55.0,1.0
大阪府枚方市,その他（同行援護従業者養成研修一般課程）,1,63.0,1.0
大阪府枚方市,精神保健福祉士,1,57.0,1.0
大阪府枚方市,その他（珠算・簿記）,1,52.0,1.0
大阪府枚方市,歯科助手資格（民間）,1,44.0,1.0
大阪府枚方市,その他（NASMPES）,1,27.0,1.0
大阪府枚方市,その他（アロマテラピー検定1級）,1,27.0,1.0
大阪府枚方市,その他（知的ガイドヘルパー）,1,56.0,0.0
大阪府枚方市,その他（全身性ガイドヘルパー）,1,56.0,0.0
大阪府枚方市,その他（普通自動車2種免許）,1,56.0,0.0
大阪府枚方市,その他（喀痰吸引等3級）,1,56.0,0.0
大阪府枚方市,その他（日本語ワープロ検定準二級）,1,22.0,1.0
大阪府枚方市,その他（日本情報処理技能検定準二級）,1,22.0,1.0
大阪府枚方市,鍼灸師,1,35.0,0.0
大阪府枚方市,歯科衛生士,1,68.0,1.0
大阪府柏原市,自動車運転免許,8,43.625,0.5
大阪府柏原市,介護職員初任者研修（旧ヘルパー2級）,5,56.4,0.2
大阪府柏原市,介護福祉士,2,39.5,0.5
大阪府柏原市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,46.5,0.5
大阪府柏原市,看護師,2,59.5,0.5
大阪府柏原市,准看護師,2,59.5,0.5
大阪府柏原市,その他（自動普通二輪免許）,1,27.0,1.0
大阪府柏原市,介護支援専門員（ケアマネジャー）,1,66.0,0.0
大阪府柏原市,児童指導員任用資格,1,66.0,0.0
大阪府柏原市,社会福祉士,1,52.0,0.0
大阪府柏原市,その他（ビジネス文書3級）,1,25.0,1.0
大阪府柏原市,その他（珠算・電卓実務2級）,1,25.0,1.0
大阪府柏原市,その他（普通自動車免許（AT限定））,1,25.0,1.0
大阪府柏原市,その他（NSCA-CPT）,1,25.0,0.0
大阪府柏原市,その他（簿記2級）,1,25.0,0.0
大阪府柏原市,保育士,1,61.0,0.0
大阪府柏原市,幼稚園教諭,1,61.0,0.0
大阪府柏原市,管理栄養士,1,53.0,1.0
大阪府柏原市,公認心理師,1,41.0,1.0
大阪府柏原市,理学療法士,1,44.0,1.0
大阪府池田市,自動車運転免許,23,53.82608695652174,0.5652173913043478
大阪府池田市,介護福祉士,11,44.27272727272727,0.7272727272727273
大阪府池田市,介護職員初任者研修（旧ヘルパー2級）,11,46.63636363636363,0.45454545454545453
大阪府池田市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,5,57.2,0.4
大阪府池田市,相談支援従事者研修,3,56.0,0.6666666666666666
大阪府池田市,看護師,3,62.0,0.3333333333333333
大阪府池田市,サービス管理責任者研修,3,59.666666666666664,0.6666666666666666
大阪府池田市,社会福祉主事任用資格,2,42.5,0.5
大阪府池田市,介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,2,60.5,0.5
大阪府池田市,あん摩マッサージ指圧師,2,36.5,0.5
大阪府池田市,幼稚園教諭,2,45.0,0.5
大阪府池田市,その他（福祉住環境コーディネーター２級）,1,43.0,0.0
大阪府池田市,その他（認定特定行為業務従事者(喀痰吸引研修2号修了)）,1,43.0,0.0
大阪府池田市,介護支援専門員（ケアマネジャー）,1,49.0,1.0
大阪府池田市,医療事務資格（民間）,1,62.0,0.0
大阪府池田市,その他（普通自動車第二種免許資格取得）,1,62.0,0.0
大阪府池田市,准看護師,1,63.0,0.0
大阪府池田市,理学療法士,1,58.0,1.0
大阪府池田市,介護支援専門員（ケアマネジャー） 取得予定（1年以内）,1,42.0,1.0
大阪府池田市,社会福祉士 取得予定（1年以内）,1,42.0,1.0
大阪府池田市,調理師,1,42.0,1.0
大阪府池田市,児童発達支援管理責任者研修,1,42.0,1.0
大阪府池田市,福祉用具専門相談員,1,42.0,1.0
大阪府池田市,児童指導員任用資格,1,42.0,1.0
大阪府池田市,主任相談支援専門員,1,42.0,1.0
大阪府池田市,その他（医療的ケア児等コーディネーター）,1,42.0,1.0
大阪府池田市,その他（行動援護従事者養成研修）,1,42.0,1.0
大阪府池田市,その他（障害者職業生活相談員）,1,42.0,1.0
大阪府池田市,その他（高次脳機能障害支援者養成研修修了）,1,42.0,1.0
大阪府池田市,その他（精神障がい者支援の障がい特性支援技法を学研修修了）,1,42.0,1.0
大阪府池田市,その他（障害者ピアサポート研修〔専門〕修了）,1,42.0,1.0
大阪府池田市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
大阪府池田市,小学校教諭,1,29.0,1.0
大阪府池田市,高等学校教諭,1,29.0,1.0
大阪府池田市,その他（全身性ガイドヘルパー）,1,71.0,1.0
大阪府池田市,その他（普通二種免許）,1,71.0,1.0
大阪府池田市,その他（英検 準1級）,1,71.0,1.0
大阪府池田市,その他（第1種情報処理技術者）,1,71.0,1.0
大阪府池田市,その他（気象予報士）,1,71.0,1.0
大阪府池田市,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,1,43.0,1.0
大阪府池田市,登録販売者,1,60.0,0.0
大阪府池田市,鍼灸師,1,60.0,0.0
