id,age,gender,age_group,generation,residence_raw,residence_pref,residence_muni,residence_region,qualification_count
3814,36,M,35-39,Middle,1,,,,0
3815,31,M,30-34,Young,2,,,,0
3816,36,M,35-39,Middle,3,,,,0
3817,69,F,65-69,Elderly,4,,,,0
3818,24,F,20-24,Young,5,,,,0
3819,31,F,30-34,Young,6,,,,0
3820,46,F,45-49,Middle,7,,,,0
3821,54,F,50-54,Senior,8,,,,0
3822,68,F,65-69,Elderly,9,,,,0
3823,31,M,30-34,Young,10,,,,0
3824,63,M,60-64,Senior,11,,,,0
3825,48,F,45-49,Middle,12,,,,0
3826,60,M,55-59,Senior,13,,,,0
3827,22,F,20-24,Young,14,,,,0
3828,30,F,25-29,Young,15,,,,0
3829,26,F,25-29,Young,16,,,,0
3830,60,F,55-59,Senior,17,,,,0
3831,51,M,50-54,Senior,18,,,,0
3832,20,F,Under 20,Young,19,,,,0
3833,76,M,70+,Elderly,20,,,,0
3834,58,M,55-59,Senior,21,,,,0
3835,54,F,50-54,Senior,22,,,,0
3836,76,M,70+,Elderly,23,,,,0
3837,22,F,20-24,Young,24,,,,0
3838,54,M,50-54,Senior,25,,,,0
3839,55,M,50-54,Senior,26,,,,0
3840,41,M,40-44,Middle,27,,,,0
3841,38,M,35-39,Middle,28,,,,0
3842,72,M,70+,Elderly,29,,,,0
3843,41,M,40-44,Middle,30,,,,0
3844,62,F,60-64,Senior,1,,,,0
3845,41,M,40-44,Middle,2,,,,0
3846,39,F,35-39,Middle,3,,,,0
3847,62,F,60-64,Senior,4,,,,0
3848,26,M,25-29,Young,5,,,,0
3849,59,F,55-59,Senior,6,,,,0
3850,63,M,60-64,Senior,7,,,,0
3851,64,M,60-64,Senior,8,,,,0
3852,65,F,60-64,Senior,9,,,,0
3853,30,M,25-29,Young,10,,,,0
3854,21,F,20-24,Young,11,,,,0
3855,62,F,60-64,Senior,12,,,,0
3856,44,F,40-44,Middle,13,,,,0
3857,33,F,30-34,Young,14,,,,0
3858,42,F,40-44,Middle,15,,,,0
3859,49,F,45-49,Middle,16,,,,0
3860,35,F,30-34,Young,17,,,,0
3861,55,F,50-54,Senior,18,,,,0
3862,48,F,45-49,Middle,19,,,,0
3863,56,F,55-59,Senior,20,,,,0
3864,68,M,65-69,Elderly,21,,,,0
3865,54,F,50-54,Senior,22,,,,0
3866,74,M,70+,Elderly,23,,,,0
3867,52,M,50-54,Senior,24,,,,0
3868,41,F,40-44,Middle,25,,,,0
3869,42,F,40-44,Middle,26,,,,0
3870,24,M,20-24,Young,27,,,,0
3871,21,M,20-24,Young,28,,,,0
3872,64,F,60-64,Senior,29,,,,0
3873,74,F,70+,Elderly,30,,,,0
3874,42,F,40-44,Middle,1,,,,0
3875,27,M,25-29,Young,2,,,,0
3876,53,M,50-54,Senior,3,,,,0
3877,57,F,55-59,Senior,4,,,,0
3878,25,F,20-24,Young,5,,,,0
3879,60,F,55-59,Senior,6,,,,0
3880,35,M,30-34,Young,7,,,,0
3881,25,F,20-24,Young,8,,,,0
3882,51,F,50-54,Senior,9,,,,0
3883,23,F,20-24,Young,10,,,,0
3884,76,M,70+,Elderly,11,,,,0
3885,43,F,40-44,Middle,12,,,,0
3886,53,F,50-54,Senior,13,,,,0
3887,23,F,20-24,Young,14,,,,0
3888,46,M,45-49,Middle,15,,,,0
3889,60,F,55-59,Senior,16,,,,0
3890,65,F,60-64,Senior,17,,,,0
3891,43,F,40-44,Middle,18,,,,0
3892,49,F,45-49,Middle,19,,,,0
3893,37,F,35-39,Middle,20,,,,0
3894,52,F,50-54,Senior,21,,,,0
3895,47,F,45-49,Middle,22,,,,0
3896,50,F,45-49,Middle,23,,,,0
3897,44,F,40-44,Middle,24,,,,0
3898,35,M,30-34,Young,25,,,,0
3899,60,F,55-59,Senior,26,,,,0
3900,39,M,35-39,Middle,27,,,,0
3901,44,F,40-44,Middle,28,,,,0
3902,65,F,60-64,Senior,29,,,,0
3903,54,F,50-54,Senior,30,,,,0
3904,71,F,70+,Elderly,1,,,,0
3905,57,F,55-59,Senior,2,,,,0
3906,50,F,45-49,Middle,3,,,,0
3907,24,F,20-24,Young,4,,,,0
3908,46,F,45-49,Middle,5,,,,0
3909,36,F,35-39,Middle,6,,,,0
3910,50,M,45-49,Middle,7,,,,0
3911,27,F,25-29,Young,8,,,,0
3912,28,F,25-29,Young,9,,,,0
3913,65,F,60-64,Senior,10,,,,0
3914,24,F,20-24,Young,11,,,,0
3915,50,M,45-49,Middle,12,,,,0
3916,36,M,35-39,Middle,13,,,,0
3917,66,M,65-69,Elderly,14,,,,0
3918,27,M,25-29,Young,15,,,,0
3919,67,F,65-69,Elderly,16,,,,0
3920,24,M,20-24,Young,17,,,,0
3921,46,M,45-49,Middle,18,,,,0
3922,34,F,30-34,Young,19,,,,0
3923,50,F,45-49,Middle,20,,,,0
3924,41,M,40-44,Middle,21,,,,0
3925,53,F,50-54,Senior,22,,,,0
3926,60,M,55-59,Senior,23,,,,0
3927,41,M,40-44,Middle,24,,,,0
3928,51,M,50-54,Senior,25,,,,0
3929,48,F,45-49,Middle,26,,,,0
3930,47,F,45-49,Middle,27,,,,0
3931,48,F,45-49,Middle,28,,,,0
3932,21,M,20-24,Young,29,,,,0
3933,60,F,55-59,Senior,30,,,,0
3934,33,M,30-34,Young,1,,,,0
3935,37,F,35-39,Middle,2,,,,0
3936,57,F,55-59,Senior,3,,,,0
3937,50,F,45-49,Middle,4,,,,0
3938,23,F,20-24,Young,5,,,,0
3939,48,F,45-49,Middle,6,,,,0
3940,55,F,50-54,Senior,7,,,,0
3941,63,M,60-64,Senior,8,,,,0
3942,21,F,20-24,Young,9,,,,0
3943,26,M,25-29,Young,10,,,,0
3944,38,F,35-39,Middle,11,,,,0
3945,51,F,50-54,Senior,12,,,,0
3946,55,F,50-54,Senior,13,,,,0
3947,25,F,20-24,Young,14,,,,0
3948,22,M,20-24,Young,15,,,,0
3949,46,F,45-49,Middle,16,,,,0
3950,66,F,65-69,Elderly,17,,,,0
3951,23,F,20-24,Young,18,,,,0
3952,66,M,65-69,Elderly,19,,,,0
3953,53,F,50-54,Senior,20,,,,0
3954,28,F,25-29,Young,21,,,,0
3955,29,F,25-29,Young,22,,,,0
3956,65,M,60-64,Senior,23,,,,0
3957,54,M,50-54,Senior,24,,,,0
3958,42,F,40-44,Middle,25,,,,0
3959,76,M,70+,Elderly,26,,,,0
3960,65,F,60-64,Senior,27,,,,0
3961,33,F,30-34,Young,28,,,,0
3962,20,M,Under 20,Young,29,,,,0
3963,48,F,45-49,Middle,30,,,,0
3964,29,F,25-29,Young,1,,,,0
3965,36,M,35-39,Middle,2,,,,0
3966,57,F,55-59,Senior,3,,,,0
3967,45,F,40-44,Middle,4,,,,0
3968,29,F,25-29,Young,5,,,,0
3969,42,F,40-44,Middle,6,,,,0
3970,61,F,60-64,Senior,7,,,,0
3971,21,M,20-24,Young,8,,,,0
3972,45,F,40-44,Middle,9,,,,0
3973,53,M,50-54,Senior,10,,,,0
3974,33,F,30-34,Young,11,,,,0
3975,77,M,70+,Elderly,12,,,,0
3976,39,F,35-39,Middle,13,,,,0
3977,57,F,55-59,Senior,14,,,,0
3978,49,F,45-49,Middle,15,,,,0
3979,55,F,50-54,Senior,16,,,,0
3980,42,M,40-44,Middle,17,,,,0
3981,64,F,60-64,Senior,18,,,,0
3982,56,F,55-59,Senior,19,,,,0
3983,55,M,50-54,Senior,20,,,,0
3984,29,F,25-29,Young,21,,,,0
3985,19,F,Under 20,Young,22,,,,0
3986,30,F,25-29,Young,23,,,,0
3987,55,F,50-54,Senior,24,,,,0
3988,29,M,25-29,Young,25,,,,0
3989,26,F,25-29,Young,26,,,,0
3990,30,F,25-29,Young,27,,,,0
3991,64,M,60-64,Senior,28,,,,0
3992,30,F,25-29,Young,29,,,,0
3993,49,F,45-49,Middle,30,,,,0
3994,50,F,45-49,Middle,1,,,,0
3995,50,F,45-49,Middle,2,,,,0
3996,48,M,45-49,Middle,3,,,,0
3997,32,M,30-34,Young,4,,,,0
3998,28,F,25-29,Young,5,,,,0
3999,62,F,60-64,Senior,6,,,,0
4000,54,F,50-54,Senior,7,,,,0
4001,19,M,Under 20,Young,8,,,,0
4002,36,M,35-39,Middle,9,,,,0
4003,21,F,20-24,Young,10,,,,0
4004,18,F,Under 20,Young,11,,,,0
4005,77,F,70+,Elderly,12,,,,0
4006,68,F,65-69,Elderly,13,,,,0
4007,60,F,55-59,Senior,14,,,,0
4008,18,F,Under 20,Young,15,,,,0
4009,24,F,20-24,Young,16,,,,0
4010,60,M,55-59,Senior,17,,,,0
4011,40,F,35-39,Middle,18,,,,0
4012,45,F,40-44,Middle,19,,,,0
4013,23,F,20-24,Young,20,,,,0
4014,58,F,55-59,Senior,21,,,,0
4015,22,F,20-24,Young,22,,,,0
4016,35,M,30-34,Young,23,,,,0
4017,59,M,55-59,Senior,24,,,,0
4018,49,F,45-49,Middle,25,,,,0
4019,57,F,55-59,Senior,26,,,,0
4020,46,M,45-49,Middle,27,,,,0
4021,54,F,50-54,Senior,28,,,,0
4022,22,M,20-24,Young,29,,,,0
4023,47,M,45-49,Middle,30,,,,0
4024,58,M,55-59,Senior,1,,,,0
4025,42,M,40-44,Middle,2,,,,0
4026,63,M,60-64,Senior,3,,,,0
4027,25,F,20-24,Young,4,,,,0
4028,63,M,60-64,Senior,5,,,,0
4029,20,M,Under 20,Young,6,,,,0
4030,23,M,20-24,Young,7,,,,0
4031,41,F,40-44,Middle,8,,,,0
4032,47,F,45-49,Middle,9,,,,0
4033,26,F,25-29,Young,10,,,,0
4034,28,F,25-29,Young,11,,,,0
4035,62,F,60-64,Senior,12,,,,0
4036,28,M,25-29,Young,13,,,,0
4037,66,M,65-69,Elderly,14,,,,0
4038,68,F,65-69,Elderly,15,,,,0
4039,65,M,60-64,Senior,16,,,,0
4040,43,F,40-44,Middle,17,,,,0
4041,47,F,45-49,Middle,18,,,,0
4042,46,M,45-49,Middle,19,,,,0
4043,65,F,60-64,Senior,20,,,,0
4044,64,M,60-64,Senior,21,,,,0
4045,50,F,45-49,Middle,22,,,,0
4046,52,F,50-54,Senior,23,,,,0
4047,58,F,55-59,Senior,24,,,,0
4048,21,M,20-24,Young,25,,,,0
4049,24,M,20-24,Young,26,,,,0
4050,46,M,45-49,Middle,27,,,,0
4051,34,F,30-34,Young,28,,,,0
4052,65,M,60-64,Senior,29,,,,0
4053,61,M,60-64,Senior,30,,,,0
4054,48,F,45-49,Middle,1,,,,0
4055,50,F,45-49,Middle,2,,,,0
4056,23,F,20-24,Young,3,,,,0
4057,70,F,65-69,Elderly,4,,,,0
4058,27,F,25-29,Young,5,,,,0
4059,61,F,60-64,Senior,6,,,,0
4060,48,F,45-49,Middle,7,,,,0
4061,44,F,40-44,Middle,8,,,,0
4062,54,F,50-54,Senior,9,,,,0
4063,49,F,45-49,Middle,10,,,,0
4064,59,F,55-59,Senior,11,,,,0
4065,51,M,50-54,Senior,12,,,,0
4066,68,F,65-69,Elderly,13,,,,0
4067,24,F,20-24,Young,14,,,,0
4068,26,F,25-29,Young,15,,,,0
4069,22,M,20-24,Young,16,,,,0
4070,21,F,20-24,Young,17,,,,0
4071,25,F,20-24,Young,18,,,,0
4072,45,M,40-44,Middle,19,,,,0
4073,34,F,30-34,Young,20,,,,0
4074,20,F,Under 20,Young,21,,,,0
4075,23,M,20-24,Young,22,,,,0
4076,37,F,35-39,Middle,23,,,,0
4077,50,F,45-49,Middle,24,,,,0
4078,77,M,70+,Elderly,25,,,,0
4079,33,F,30-34,Young,26,,,,0
4080,75,M,70+,Elderly,27,,,,0
4081,63,F,60-64,Senior,28,,,,0
4082,71,M,70+,Elderly,29,,,,0
4083,20,M,Under 20,Young,30,,,,0
4084,53,F,50-54,Senior,1,,,,0
4085,47,F,45-49,Middle,2,,,,0
4086,39,M,35-39,Middle,3,,,,0
4087,43,F,40-44,Middle,4,,,,0
4088,60,M,55-59,Senior,5,,,,0
4089,19,F,Under 20,Young,6,,,,0
4090,53,F,50-54,Senior,7,,,,0
4091,55,F,50-54,Senior,8,,,,0
4092,61,M,60-64,Senior,9,,,,0
4093,29,F,25-29,Young,10,,,,0
4094,32,M,30-34,Young,11,,,,0
4095,53,M,50-54,Senior,12,,,,0
4096,37,F,35-39,Middle,13,,,,0
4097,20,F,Under 20,Young,14,,,,0
4098,33,M,30-34,Young,15,,,,0
4099,53,F,50-54,Senior,16,,,,0
4100,63,F,60-64,Senior,17,,,,0
4101,29,F,25-29,Young,18,,,,0
4102,51,F,50-54,Senior,19,,,,0
4103,24,F,20-24,Young,20,,,,0
4104,48,F,45-49,Middle,21,,,,0
4105,18,F,Under 20,Young,22,,,,0
4106,21,F,20-24,Young,23,,,,0
4107,26,F,25-29,Young,24,,,,0
4108,73,M,70+,Elderly,25,,,,0
4109,43,M,40-44,Middle,26,,,,0
4110,36,F,35-39,Middle,27,,,,0
4111,48,F,45-49,Middle,28,,,,0
4112,27,M,25-29,Young,29,,,,0
4113,31,F,30-34,Young,30,,,,0
4114,53,F,50-54,Senior,1,,,,0
4115,27,F,25-29,Young,2,,,,0
4116,37,F,35-39,Middle,3,,,,0
4117,35,F,30-34,Young,4,,,,0
4118,43,F,40-44,Middle,5,,,,0
4119,55,F,50-54,Senior,6,,,,0
4120,56,M,55-59,Senior,7,,,,0
4121,39,F,35-39,Middle,8,,,,0
4122,37,F,35-39,Middle,9,,,,0
4123,50,M,45-49,Middle,10,,,,0
4124,19,F,Under 20,Young,11,,,,0
4125,78,F,70+,Elderly,12,,,,0
4126,53,F,50-54,Senior,13,,,,0
4127,55,F,50-54,Senior,14,,,,0
4128,58,F,55-59,Senior,15,,,,0
4129,39,M,35-39,Middle,16,,,,0
4130,61,M,60-64,Senior,17,,,,0
4131,64,F,60-64,Senior,18,,,,0
4132,21,F,20-24,Young,19,,,,0
4133,45,F,40-44,Middle,20,,,,0
4134,50,F,45-49,Middle,21,,,,0
4135,59,F,55-59,Senior,22,,,,0
4136,68,F,65-69,Elderly,23,,,,0
4137,36,F,35-39,Middle,24,,,,0
4138,43,F,40-44,Middle,25,,,,0
4139,36,M,35-39,Middle,26,,,,0
4140,54,F,50-54,Senior,27,,,,0
4141,24,M,20-24,Young,28,,,,0
4142,27,M,25-29,Young,29,,,,0
4143,29,M,25-29,Young,30,,,,0
4144,51,F,50-54,Senior,1,,,,0
4145,38,F,35-39,Middle,2,,,,0
4146,50,F,45-49,Middle,3,,,,0
4147,47,M,45-49,Middle,4,,,,0
4148,41,F,40-44,Middle,5,,,,0
4149,33,F,30-34,Young,6,,,,0
4150,52,F,50-54,Senior,7,,,,0
4151,52,M,50-54,Senior,8,,,,0
4152,48,F,45-49,Middle,9,,,,0
4153,20,F,Under 20,Young,10,,,,0
4154,55,F,50-54,Senior,11,,,,0
4155,62,F,60-64,Senior,12,,,,0
4156,54,M,50-54,Senior,13,,,,0
4157,69,M,65-69,Elderly,14,,,,0
4158,20,F,Under 20,Young,15,,,,0
4159,55,F,50-54,Senior,16,,,,0
4160,33,F,30-34,Young,17,,,,0
4161,24,F,20-24,Young,18,,,,0
4162,24,M,20-24,Young,19,,,,0
4163,24,M,20-24,Young,20,,,,0
4164,39,F,35-39,Middle,21,,,,0
4165,21,F,20-24,Young,22,,,,0
4166,36,F,35-39,Middle,23,,,,0
4167,72,F,70+,Elderly,24,,,,0
4168,60,F,55-59,Senior,25,,,,0
4169,25,F,20-24,Young,26,,,,0
4170,54,F,50-54,Senior,27,,,,0
4171,47,F,45-49,Middle,28,,,,0
4172,46,M,45-49,Middle,29,,,,0
4173,21,F,20-24,Young,30,,,,0
4174,45,M,40-44,Middle,1,,,,0
4175,51,M,50-54,Senior,2,,,,0
4176,22,F,20-24,Young,3,,,,0
4177,61,F,60-64,Senior,4,,,,0
4178,57,M,55-59,Senior,5,,,,0
4179,34,F,30-34,Young,6,,,,0
4180,43,M,40-44,Middle,7,,,,0
4181,44,M,40-44,Middle,8,,,,0
4182,68,M,65-69,Elderly,9,,,,0
4183,44,M,40-44,Middle,10,,,,0
4184,43,M,40-44,Middle,11,,,,0
4185,57,F,55-59,Senior,12,,,,0
4186,24,M,20-24,Young,13,,,,0
4187,24,F,20-24,Young,14,,,,0
4188,49,F,45-49,Middle,15,,,,0
4189,54,F,50-54,Senior,16,,,,0
4190,42,F,40-44,Middle,17,,,,0
4191,68,M,65-69,Elderly,18,,,,0
4192,70,M,65-69,Elderly,19,,,,0
4193,29,M,25-29,Young,20,,,,0
4194,36,F,35-39,Middle,21,,,,0
4195,51,F,50-54,Senior,22,,,,0
4196,56,F,55-59,Senior,23,,,,0
4197,30,F,25-29,Young,24,,,,0
4198,55,F,50-54,Senior,25,,,,0
4199,23,F,20-24,Young,26,,,,0
4200,54,F,50-54,Senior,27,,,,0
4201,49,F,45-49,Middle,28,,,,0
4202,63,M,60-64,Senior,29,,,,0
4203,46,F,45-49,Middle,30,,,,0
4204,18,F,Under 20,Young,1,,,,0
4205,43,F,40-44,Middle,2,,,,0
4206,25,F,20-24,Young,3,,,,0
4207,25,F,20-24,Young,4,,,,0
4208,60,F,55-59,Senior,5,,,,0
4209,64,M,60-64,Senior,6,,,,0
4210,74,M,70+,Elderly,7,,,,0
4211,54,F,50-54,Senior,8,,,,0
4212,21,F,20-24,Young,9,,,,0
4213,64,F,60-64,Senior,10,,,,0
4214,61,F,60-64,Senior,11,,,,0
4215,62,F,60-64,Senior,12,,,,0
4216,64,F,60-64,Senior,13,,,,0
4217,73,F,70+,Elderly,14,,,,0
4218,27,F,25-29,Young,15,,,,0
4219,69,F,65-69,Elderly,16,,,,0
4220,65,F,60-64,Senior,17,,,,0
4221,77,M,70+,Elderly,18,,,,0
4222,33,F,30-34,Young,19,,,,0
4223,21,F,20-24,Young,20,,,,0
4224,37,M,35-39,Middle,21,,,,0
4225,62,M,60-64,Senior,22,,,,0
4226,62,M,60-64,Senior,23,,,,0
4227,59,M,55-59,Senior,24,,,,0
4228,69,F,65-69,Elderly,25,,,,0
4229,67,M,65-69,Elderly,26,,,,0
4230,64,M,60-64,Senior,27,,,,0
4231,64,M,60-64,Senior,28,,,,0
4232,27,F,25-29,Young,29,,,,0
4233,73,M,70+,Elderly,30,,,,0
4234,61,M,60-64,Senior,1,,,,0
4235,66,F,65-69,Elderly,2,,,,0
4236,58,F,55-59,Senior,3,,,,0
4237,49,M,45-49,Middle,4,,,,0
4238,37,F,35-39,Middle,5,,,,0
4239,36,F,35-39,Middle,6,,,,0
4240,44,M,40-44,Middle,7,,,,0
4241,31,F,30-34,Young,8,,,,0
4242,69,M,65-69,Elderly,9,,,,0
4243,31,F,30-34,Young,10,,,,0
4244,58,M,55-59,Senior,11,,,,0
4245,42,F,40-44,Middle,12,,,,0
4246,48,F,45-49,Middle,13,,,,0
4247,63,F,60-64,Senior,14,,,,0
4248,28,F,25-29,Young,15,,,,0
4249,33,F,30-34,Young,16,,,,0
4250,29,F,25-29,Young,17,,,,0
4251,40,F,35-39,Middle,18,,,,0
4252,62,F,60-64,Senior,19,,,,0
4253,31,F,30-34,Young,20,,,,0
4254,73,F,70+,Elderly,21,,,,0
4255,42,F,40-44,Middle,22,,,,0
4256,50,F,45-49,Middle,23,,,,0
4257,61,M,60-64,Senior,24,,,,0
4258,61,M,60-64,Senior,25,,,,0
4259,68,M,65-69,Elderly,26,,,,0
4260,52,F,50-54,Senior,27,,,,0
4261,50,F,45-49,Middle,28,,,,0
4262,73,M,70+,Elderly,29,,,,0
4263,41,M,40-44,Middle,30,,,,0
4264,68,M,65-69,Elderly,1,,,,0
4265,31,F,30-34,Young,2,,,,0
4266,34,F,30-34,Young,3,,,,0
4267,21,M,20-24,Young,4,,,,0
4268,59,F,55-59,Senior,5,,,,0
4269,65,F,60-64,Senior,6,,,,0
4270,45,M,40-44,Middle,7,,,,0
4271,79,M,70+,Elderly,8,,,,0
4272,38,F,35-39,Middle,9,,,,0
4273,60,F,55-59,Senior,10,,,,0
4274,73,F,70+,Elderly,11,,,,0
4275,72,F,70+,Elderly,12,,,,0
4276,40,F,35-39,Middle,13,,,,0
4277,26,F,25-29,Young,14,,,,0
4278,23,F,20-24,Young,15,,,,0
4279,57,M,55-59,Senior,16,,,,0
4280,22,F,20-24,Young,17,,,,0
4281,28,F,25-29,Young,18,,,,0
4282,19,M,Under 20,Young,19,,,,0
4283,30,F,25-29,Young,20,,,,0
4284,20,M,Under 20,Young,21,,,,0
4285,29,F,25-29,Young,22,,,,0
4286,66,M,65-69,Elderly,23,,,,0
4287,64,F,60-64,Senior,24,,,,0
4288,66,F,65-69,Elderly,25,,,,0
4289,66,M,65-69,Elderly,26,,,,0
4290,63,M,60-64,Senior,27,,,,0
4291,52,F,50-54,Senior,28,,,,0
4292,57,M,55-59,Senior,29,,,,0
4293,21,M,20-24,Young,30,,,,0
4294,45,M,40-44,Middle,1,,,,0
4295,68,F,65-69,Elderly,2,,,,0
4296,42,F,40-44,Middle,3,,,,0
4297,65,M,60-64,Senior,4,,,,0
4298,24,M,20-24,Young,5,,,,0
4299,54,F,50-54,Senior,6,,,,0
4300,69,F,65-69,Elderly,7,,,,0
4301,62,M,60-64,Senior,8,,,,0
4302,59,F,55-59,Senior,9,,,,0
4303,35,F,30-34,Young,10,,,,0
4304,47,F,45-49,Middle,11,,,,0
4305,76,F,70+,Elderly,12,,,,0
4306,28,F,25-29,Young,13,,,,0
4307,24,M,20-24,Young,14,,,,0
4308,54,M,50-54,Senior,15,,,,0
4309,56,F,55-59,Senior,16,,,,0
4310,48,F,45-49,Middle,17,,,,0
4311,23,M,20-24,Young,18,,,,0
4312,18,F,Under 20,Young,19,,,,0
4313,49,M,45-49,Middle,20,,,,0
4314,24,M,20-24,Young,21,,,,0
4315,72,M,70+,Elderly,22,,,,0
4316,60,F,55-59,Senior,23,,,,0
4317,60,F,55-59,Senior,24,,,,0
4318,27,M,25-29,Young,25,,,,0
4319,71,M,70+,Elderly,26,,,,0
4320,53,M,50-54,Senior,27,,,,0
4321,68,F,65-69,Elderly,28,,,,0
4322,66,F,65-69,Elderly,29,,,,0
4323,53,F,50-54,Senior,30,,,,0
4324,57,F,55-59,Senior,1,,,,0
4325,64,F,60-64,Senior,2,,,,0
4326,67,F,65-69,Elderly,3,,,,0
4327,63,F,60-64,Senior,4,,,,0
4328,54,M,50-54,Senior,5,,,,0
4329,49,F,45-49,Middle,6,,,,0
4330,67,M,65-69,Elderly,7,,,,0
4331,25,M,20-24,Young,8,,,,0
4332,33,F,30-34,Young,9,,,,0
4333,20,F,Under 20,Young,10,,,,0
4334,67,F,65-69,Elderly,11,,,,0
4335,61,M,60-64,Senior,12,,,,0
4336,83,M,70+,Elderly,13,,,,0
4337,49,F,45-49,Middle,14,,,,0
4338,67,F,65-69,Elderly,15,,,,0
4339,42,F,40-44,Middle,16,,,,0
4340,70,M,65-69,Elderly,17,,,,0
4341,65,M,60-64,Senior,18,,,,0
4342,22,F,20-24,Young,19,,,,0
4343,34,F,30-34,Young,20,,,,0
4344,23,F,20-24,Young,21,,,,0
4345,61,M,60-64,Senior,22,,,,0
4346,65,M,60-64,Senior,23,,,,0
4347,72,F,70+,Elderly,24,,,,0
4348,58,F,55-59,Senior,25,,,,0
4349,47,F,45-49,Middle,26,,,,0
4350,24,F,20-24,Young,27,,,,0
4351,66,F,65-69,Elderly,28,,,,0
4352,69,F,65-69,Elderly,29,,,,0
4353,71,M,70+,Elderly,30,,,,0
4354,38,M,35-39,Middle,1,,,,0
4355,26,F,25-29,Young,2,,,,0
4356,20,M,Under 20,Young,3,,,,0
4357,62,F,60-64,Senior,4,,,,0
4358,74,M,70+,Elderly,5,,,,0
4359,36,F,35-39,Middle,6,,,,0
4360,30,F,25-29,Young,7,,,,0
4361,35,M,30-34,Young,8,,,,0
4362,56,F,55-59,Senior,9,,,,0
4363,25,M,20-24,Young,10,,,,0
4364,52,F,50-54,Senior,11,,,,0
4365,20,M,Under 20,Young,12,,,,0
4366,71,M,70+,Elderly,13,,,,0
4367,40,F,35-39,Middle,14,,,,0
4368,31,F,30-34,Young,15,,,,0
4369,46,F,45-49,Middle,16,,,,0
4370,60,F,55-59,Senior,17,,,,0
4371,49,F,45-49,Middle,18,,,,0
4372,38,F,35-39,Middle,19,,,,0
4373,64,M,60-64,Senior,20,,,,0
4374,64,M,60-64,Senior,21,,,,0
4375,56,F,55-59,Senior,22,,,,0
4376,52,F,50-54,Senior,23,,,,0
4377,77,F,70+,Elderly,24,,,,0
4378,62,F,60-64,Senior,25,,,,0
4379,25,F,20-24,Young,26,,,,0
4380,23,M,20-24,Young,27,,,,0
4381,56,M,55-59,Senior,28,,,,0
4382,23,F,20-24,Young,29,,,,0
4383,25,F,20-24,Young,30,,,,0
4384,51,M,50-54,Senior,1,,,,0
4385,69,F,65-69,Elderly,2,,,,0
4386,75,F,70+,Elderly,3,,,,0
4387,19,F,Under 20,Young,4,,,,0
4388,23,F,20-24,Young,5,,,,0
4389,40,M,35-39,Middle,6,,,,0
4390,30,F,25-29,Young,7,,,,0
4391,58,F,55-59,Senior,8,,,,0
4392,48,F,45-49,Middle,9,,,,0
4393,25,M,20-24,Young,10,,,,0
4394,25,M,20-24,Young,11,,,,0
4395,22,M,20-24,Young,12,,,,0
4396,28,F,25-29,Young,13,,,,0
4397,56,M,55-59,Senior,14,,,,0
4398,48,F,45-49,Middle,15,,,,0
4399,52,F,50-54,Senior,16,,,,0
4400,39,F,35-39,Middle,17,,,,0
4401,60,M,55-59,Senior,18,,,,0
4402,74,M,70+,Elderly,19,,,,0
4403,62,M,60-64,Senior,20,,,,0
4404,19,F,Under 20,Young,21,,,,0
4405,41,F,40-44,Middle,22,,,,0
4406,33,F,30-34,Young,23,,,,0
4407,61,M,60-64,Senior,24,,,,0
4408,40,F,35-39,Middle,25,,,,0
4409,81,M,70+,Elderly,26,,,,0
4410,63,F,60-64,Senior,27,,,,0
4411,24,M,20-24,Young,28,,,,0
4412,52,F,50-54,Senior,29,,,,0
4413,56,F,55-59,Senior,30,,,,0
4414,21,F,20-24,Young,1,,,,0
4415,69,F,65-69,Elderly,2,,,,0
4416,64,F,60-64,Senior,3,,,,0
4417,20,F,Under 20,Young,4,,,,0
4418,20,F,Under 20,Young,5,,,,0
4419,77,M,70+,Elderly,6,,,,0
4420,21,M,20-24,Young,7,,,,0
4421,21,M,20-24,Young,8,,,,0
4422,38,F,35-39,Middle,9,,,,0
4423,72,F,70+,Elderly,10,,,,0
4424,41,M,40-44,Middle,11,,,,0
4425,22,F,20-24,Young,12,,,,0
4426,62,F,60-64,Senior,13,,,,0
4427,62,F,60-64,Senior,14,,,,0
4428,69,F,65-69,Elderly,15,,,,0
4429,61,F,60-64,Senior,16,,,,0
4430,54,F,50-54,Senior,17,,,,0
4431,44,M,40-44,Middle,18,,,,0
4432,59,F,55-59,Senior,19,,,,0
4433,56,F,55-59,Senior,20,,,,0
4434,58,F,55-59,Senior,21,,,,0
4435,58,F,55-59,Senior,22,,,,0
4436,61,M,60-64,Senior,23,,,,0
4437,54,M,50-54,Senior,24,,,,0
4438,76,M,70+,Elderly,25,,,,0
4439,69,M,65-69,Elderly,26,,,,0
4440,25,F,20-24,Young,27,,,,0
4441,51,F,50-54,Senior,28,,,,0
4442,27,M,25-29,Young,29,,,,0
4443,25,F,20-24,Young,30,,,,0
4444,61,M,60-64,Senior,1,,,,0
4445,19,M,Under 20,Young,2,,,,0
4446,45,F,40-44,Middle,3,,,,0
4447,24,M,20-24,Young,4,,,,0
4448,21,F,20-24,Young,5,,,,0
4449,25,F,20-24,Young,6,,,,0
4450,60,F,55-59,Senior,7,,,,0
4451,69,F,65-69,Elderly,8,,,,0
4452,43,M,40-44,Middle,9,,,,0
4453,26,F,25-29,Young,10,,,,0
