source,target,flow_count,source_pref,source_muni,target_pref,target_muni
京都府京都市伏見区,大阪府,7,京都府,京都市伏見区,大阪府,
京都府舞鶴市,京都府綾部市,7,京都府,舞鶴市,京都府,綾部市
京都府京田辺市,大阪府交野市,7,京都府,京田辺市,大阪府,交野市
大阪府三島郡島本町,大阪府茨木市,7,大阪府,三島郡島本町,大阪府,茨木市
大阪府高槻市,大阪府三島郡島本町,7,大阪府,高槻市,大阪府,三島郡島本町
京都府宮津市,京都府与謝郡与謝野町,6,京都府,宮津市,京都府,与謝郡与謝野町
京都府城陽市,京都府綴喜郡井手町,6,京都府,城陽市,京都府,綴喜郡井手町
京都府京都市伏見区,大阪府東大阪市,6,京都府,京都市伏見区,大阪府,東大阪市
京都府京都市北区,京都府京都市東山区,6,京都府,京都市北区,京都府,京都市東山区
大阪府高槻市,大阪府,6,大阪府,高槻市,大阪府,
京都府綴喜郡井手町,京都府京都市伏見区,6,京都府,綴喜郡井手町,京都府,京都市伏見区
京都府京都市中京区,京都府京都市伏見区,6,京都府,京都市中京区,京都府,京都市伏見区
京都府綴喜郡井手町,京都府城陽市,6,京都府,綴喜郡井手町,京都府,城陽市
奈良県奈良市,大阪府大阪市生野区,6,奈良県,奈良市,大阪府,大阪市生野区
京都府城陽市,京都府京都市右京区,6,京都府,城陽市,京都府,京都市右京区
京都府舞鶴市,京都府福知山市,6,京都府,舞鶴市,京都府,福知山市
滋賀県大津市,京都府城陽市,6,滋賀県,大津市,京都府,城陽市
奈良県奈良市,奈良県生駒郡斑鳩町,6,奈良県,奈良市,奈良県,生駒郡斑鳩町
京都府向日市,大阪府三島郡島本町,6,京都府,向日市,大阪府,三島郡島本町
京都府京都市伏見区,大阪府交野市,6,京都府,京都市伏見区,大阪府,交野市
京都府京都市伏見区,京都府木津川市,6,京都府,京都市伏見区,京都府,木津川市
京都府京都市伏見区,大阪府寝屋川市,6,京都府,京都市伏見区,大阪府,寝屋川市
京都府京都市南区,大阪府高槻市,6,京都府,京都市南区,大阪府,高槻市
滋賀県草津市,滋賀県野洲市,6,滋賀県,草津市,滋賀県,野洲市
大阪府枚方市,大阪府大阪市西成区,6,大阪府,枚方市,大阪府,大阪市西成区
大阪府高槻市,京都府京都市西京区,6,大阪府,高槻市,京都府,京都市西京区
京都府亀岡市,京都府京都市東山区,6,京都府,亀岡市,京都府,京都市東山区
大阪府茨木市,大阪府大阪市東淀川区,6,大阪府,茨木市,大阪府,大阪市東淀川区
大阪府大阪市平野区,大阪府大阪市生野区,6,大阪府,大阪市平野区,大阪府,大阪市生野区
奈良県奈良市,奈良県生駒郡平群町,6,奈良県,奈良市,奈良県,生駒郡平群町
京都府乙訓郡大山崎町,大阪府三島郡島本町,6,京都府,乙訓郡大山崎町,大阪府,三島郡島本町
京都府京都市西京区,京都府八幡市,6,京都府,京都市西京区,京都府,八幡市
京都府城陽市,京都府京都市中京区,6,京都府,城陽市,京都府,京都市中京区
大阪府高槻市,兵庫県尼崎市,6,大阪府,高槻市,兵庫県,尼崎市
京都府京都市南区,京都府宇治市,6,京都府,京都市南区,京都府,宇治市
京都府南丹市,京都府,6,京都府,南丹市,京都府,
大阪府枚方市,京都府京都市下京区,6,大阪府,枚方市,京都府,京都市下京区
大阪府枚方市,大阪府,6,大阪府,枚方市,大阪府,
京都府京田辺市,京都府京都市南区,6,京都府,京田辺市,京都府,京都市南区
奈良県橿原市,奈良県奈良市,6,奈良県,橿原市,奈良県,奈良市
京都府長岡京市,大阪府三島郡島本町,6,京都府,長岡京市,大阪府,三島郡島本町
京都府宇治市,大阪府寝屋川市,6,京都府,宇治市,大阪府,寝屋川市
京都府八幡市,大阪府門真市,6,京都府,八幡市,大阪府,門真市
奈良県大和郡山市,奈良県奈良市,6,奈良県,大和郡山市,奈良県,奈良市
奈良県大和郡山市,京都府木津川市,6,奈良県,大和郡山市,京都府,木津川市
京都府宇治市,京都府相楽郡精華町,6,京都府,宇治市,京都府,相楽郡精華町
奈良県奈良市,京都府京都市南区,6,奈良県,奈良市,京都府,京都市南区
京都府京都市右京区,大阪府大阪市北区,6,京都府,京都市右京区,大阪府,大阪市北区
大阪府枚方市,京都府城陽市,6,大阪府,枚方市,京都府,城陽市
京都府長岡京市,京都府八幡市,6,京都府,長岡京市,京都府,八幡市
京都府八幡市,京都府京都市南区,6,京都府,八幡市,京都府,京都市南区
京都府相楽郡精華町,京都府京都市伏見区,6,京都府,相楽郡精華町,京都府,京都市伏見区
京都府京田辺市,大阪府大阪市城東区,5,京都府,京田辺市,大阪府,大阪市城東区
大阪府枚方市,大阪府大阪市淀川区,5,大阪府,枚方市,大阪府,大阪市淀川区
京都府向日市,大阪府枚方市,5,京都府,向日市,大阪府,枚方市
京都府相楽郡精華町,京都府宇治市,5,京都府,相楽郡精華町,京都府,宇治市
京都府亀岡市,滋賀県大津市,5,京都府,亀岡市,滋賀県,大津市
滋賀県草津市,京都府京都市下京区,5,滋賀県,草津市,京都府,京都市下京区
大阪府高槻市,大阪府大阪市西淀川区,5,大阪府,高槻市,大阪府,大阪市西淀川区
京都府京丹後市,兵庫県豊岡市,5,京都府,京丹後市,兵庫県,豊岡市
大阪府高槻市,兵庫県西宮市,5,大阪府,高槻市,兵庫県,西宮市
京都府向日市,京都府乙訓郡大山崎町,5,京都府,向日市,京都府,乙訓郡大山崎町
京都府綴喜郡宇治田原町,京都府宇治市,5,京都府,綴喜郡宇治田原町,京都府,宇治市
奈良県奈良市,大阪府大阪市浪速区,5,奈良県,奈良市,大阪府,大阪市浪速区
京都府京都市伏見区,大阪府大阪市天王寺区,5,京都府,京都市伏見区,大阪府,大阪市天王寺区
兵庫県朝来市,京都府福知山市,5,兵庫県,朝来市,京都府,福知山市
京都府宇治市,滋賀県草津市,5,京都府,宇治市,滋賀県,草津市
京都府京都市西京区,兵庫県尼崎市,5,京都府,京都市西京区,兵庫県,尼崎市
奈良県奈良市,奈良県北葛城郡王寺町,5,奈良県,奈良市,奈良県,北葛城郡王寺町
京都府木津川市,京都府,5,京都府,木津川市,京都府,
京都府京都市山科区,京都府長岡京市,5,京都府,京都市山科区,京都府,長岡京市
京都府京都市西京区,京都府亀岡市,5,京都府,京都市西京区,京都府,亀岡市
奈良県奈良市,奈良県香芝市,5,奈良県,奈良市,奈良県,香芝市
大阪府枚方市,京都府京都市南区,5,大阪府,枚方市,京都府,京都市南区
滋賀県大津市,滋賀県湖南市,5,滋賀県,大津市,滋賀県,湖南市
福井県大飯郡高浜町,京都府舞鶴市,5,福井県,大飯郡高浜町,京都府,舞鶴市
滋賀県草津市,滋賀県湖南市,5,滋賀県,草津市,滋賀県,湖南市
京都府相楽郡精華町,奈良県生駒市,5,京都府,相楽郡精華町,奈良県,生駒市
京都府京都市東山区,京都府京都市上京区,5,京都府,京都市東山区,京都府,京都市上京区
奈良県奈良市,大阪府大阪市中央区,5,奈良県,奈良市,大阪府,大阪市中央区
大阪府茨木市,大阪府,5,大阪府,茨木市,大阪府,
大阪府高槻市,大阪府大阪市生野区,5,大阪府,高槻市,大阪府,大阪市生野区
大阪府枚方市,大阪府大阪市天王寺区,5,大阪府,枚方市,大阪府,大阪市天王寺区
滋賀県守山市,滋賀県大津市,5,滋賀県,守山市,滋賀県,大津市
滋賀県守山市,京都府京都市山科区,5,滋賀県,守山市,京都府,京都市山科区
滋賀県栗東市,滋賀県草津市,5,滋賀県,栗東市,滋賀県,草津市
京都府城陽市,京都府京都市北区,5,京都府,城陽市,京都府,京都市北区
京都府八幡市,京都府京都市右京区,5,京都府,八幡市,京都府,京都市右京区
大阪府高槻市,大阪府大阪市城東区,5,大阪府,高槻市,大阪府,大阪市城東区
京都府八幡市,京都府京都市中京区,5,京都府,八幡市,京都府,京都市中京区
大阪府高槻市,大阪府大阪市都島区,5,大阪府,高槻市,大阪府,大阪市都島区
京都府京都市左京区,京都府長岡京市,5,京都府,京都市左京区,京都府,長岡京市
滋賀県野洲市,滋賀県守山市,5,滋賀県,野洲市,滋賀県,守山市
京都府京都市西京区,大阪府吹田市,5,京都府,京都市西京区,大阪府,吹田市
滋賀県彦根市,滋賀県大津市,5,滋賀県,彦根市,滋賀県,大津市
奈良県奈良市,大阪府大阪市平野区,5,奈良県,奈良市,大阪府,大阪市平野区
京都府乙訓郡大山崎町,京都府京都市南区,5,京都府,乙訓郡大山崎町,京都府,京都市南区
奈良県奈良市,大阪府大東市,5,奈良県,奈良市,大阪府,大東市
京都府京都市北区,滋賀県大津市,5,京都府,京都市北区,滋賀県,大津市
滋賀県大津市,京都府長岡京市,5,滋賀県,大津市,京都府,長岡京市
京都府乙訓郡大山崎町,京都府八幡市,5,京都府,乙訓郡大山崎町,京都府,八幡市
京都府京都市山科区,大阪府大阪市北区,5,京都府,京都市山科区,大阪府,大阪市北区
京都府城陽市,京都府綴喜郡宇治田原町,5,京都府,城陽市,京都府,綴喜郡宇治田原町
大阪府茨木市,大阪府大阪市北区,5,大阪府,茨木市,大阪府,大阪市北区
大阪府高槻市,大阪府箕面市,5,大阪府,高槻市,大阪府,箕面市
京都府城陽市,京都府長岡京市,5,京都府,城陽市,京都府,長岡京市
京都府綴喜郡井手町,京都府宇治市,5,京都府,綴喜郡井手町,京都府,宇治市
京都府向日市,京都府宇治市,5,京都府,向日市,京都府,宇治市
京都府綴喜郡宇治田原町,京都府城陽市,5,京都府,綴喜郡宇治田原町,京都府,城陽市
大阪府茨木市,大阪府摂津市,4,大阪府,茨木市,大阪府,摂津市
京都府京都市山科区,滋賀県栗東市,4,京都府,京都市山科区,滋賀県,栗東市
大阪府箕面市,大阪府吹田市,4,大阪府,箕面市,大阪府,吹田市
大阪府茨木市,大阪府箕面市,4,大阪府,茨木市,大阪府,箕面市
大阪府枚方市,大阪府大阪市西区,4,大阪府,枚方市,大阪府,大阪市西区
京都府亀岡市,京都府八幡市,4,京都府,亀岡市,京都府,八幡市
京都府京都市中京区,大阪府高槻市,4,京都府,京都市中京区,大阪府,高槻市
京都府八幡市,大阪府,4,京都府,八幡市,大阪府,
京都府八幡市,京都府京都市西京区,4,京都府,八幡市,京都府,京都市西京区
京都府八幡市,滋賀県大津市,4,京都府,八幡市,滋賀県,大津市
京都府京都市伏見区,大阪府大阪市淀川区,4,京都府,京都市伏見区,大阪府,大阪市淀川区
大阪府大阪市平野区,大阪府大阪市浪速区,4,大阪府,大阪市平野区,大阪府,大阪市浪速区
大阪府大阪市平野区,大阪府大阪市東住吉区,4,大阪府,大阪市平野区,大阪府,大阪市東住吉区
大阪府枚方市,大阪府大阪市生野区,4,大阪府,枚方市,大阪府,大阪市生野区
大阪府枚方市,大阪府大阪市鶴見区,4,大阪府,枚方市,大阪府,大阪市鶴見区
