location,prefecture,municipality,career,age_group,count,avg_age,avg_qualifications
京都府京都市西京区,京都府,京都市西京区,商経学部経済学科(1993年3月),50代,1,59.0,1.0
京都府京都市西京区,京都府,京都市西京区,商経学部経済学科経済(大学)(1992年3月卒業),50代,1,59.0,1.0
京都府京都市西京区,京都府,京都市西京区,地域こども学科こども保育コース(短期大学)(2025年3月卒業),30代,1,34.0,5.0
京都府京都市西京区,京都府,京都市西京区,夜間定時(2017年3月卒業),20代,1,29.0,2.0
京都府京都市西京区,京都府,京都市西京区,定時制(その他)(2003年12月中退),30代,1,37.0,0.0
京都府京都市西京区,京都府,京都市西京区,家政学科被服専攻(短期大学)(1985年3月卒業),60代,1,60.0,4.0
京都府京都市西京区,京都府,京都市西京区,家政学部生活福祉学科介護(大学),30代,1,36.0,3.0
京都府京都市西京区,京都府,京都市西京区,家政科(高等学校)(1976年3月卒業),60代,1,67.0,0.0
京都府京都市西京区,京都府,京都市西京区,工学部工業化学科大気環境(大学)(1975年6月卒業),70歳以上,1,74.0,2.0
京都府京都市西京区,京都府,京都市西京区,工学部環境工学(大学)(1975年6月卒業),70歳以上,1,74.0,2.0
京都府京都市西京区,京都府,京都市西京区,幼児教育幼児教育保育科(短期大学)(1991年3月卒業),50代,1,54.0,0.0
京都府京都市西京区,京都府,京都市西京区,広告デザイングラフィックデザイン(専門学校)(1972年3月卒業),70歳以上,1,74.0,0.0
京都府京都市西京区,京都府,京都市西京区,情報処理科(専門学校)(2008年3月卒業),30代,1,38.0,4.0
京都府京都市西京区,京都府,京都市西京区,教養学部教養学科英米語(大学)(1996年3月卒業),50代,1,54.0,2.0
京都府京都市西京区,京都府,京都市西京区,文学研究科私学(大学院(修士))(1991年3月卒業),60代,1,60.0,0.0
京都府京都市西京区,京都府,京都市西京区,文学部(大学),60代,1,63.0,0.0
京都府京都市西京区,京都府,京都市西京区,文学部(大学)(1994年3月卒業),50代,1,52.0,3.0
京都府京都市西京区,京都府,京都市西京区,文学部哲学科と経済学部経済学科通信課程経済学専攻、哲学専攻(高等学校),40代,1,48.0,4.0
京都府京都市西京区,京都府,京都市西京区,文学部国文学科上方文楽(大学)(1995年3月卒業),50代,1,53.0,2.0
京都府京都市西京区,京都府,京都市西京区,文学部社会福祉学科(大学)(1996年3月卒業),50代,1,51.0,8.0
京都府京都市西京区,京都府,京都市西京区,文理学部体育学科(大学)(1969年7月中退),70歳以上,1,76.0,1.0
京都府京都市西京区,京都府,京都市西京区,普通商業科(高等学校)(1980年3月卒業),60代,1,63.0,3.0
京都府京都市西京区,京都府,京都市西京区,普通科(高等学校)(1968年3月卒業),70歳以上,1,75.0,0.0
京都府京都市西京区,京都府,京都市西京区,普通科(高等学校)(1977年3月卒業),60代,1,66.0,4.0
京都府京都市西京区,京都府,京都市西京区,普通科(高等学校)(1981年5月),40代,1,44.0,1.0
京都府京都市西京区,京都府,京都市西京区,普通科(高等学校)(1985年3月卒業),50代,1,59.0,1.0
京都府京都市西京区,京都府,京都市西京区,普通科(高等学校)(1988年3月卒業),50代,1,56.0,3.0
京都府京都市西京区,京都府,京都市西京区,普通科(高等学校)(1989年3月卒業),60代,1,60.0,1.0
京都府京都市西京区,京都府,京都市西京区,普通科(高等学校)(2006年3月卒業),40代,1,43.0,2.0
京都府京都市西京区,京都府,京都市西京区,普通科(高等学校)(2013年3月卒業),30代,1,30.0,1.0
京都府京都市西京区,京都府,京都市西京区,普通科(高等学校)(2016年3月卒業),20代,1,28.0,1.0
京都府京都市西京区,京都府,京都市西京区,普通科(高等学校)(2023年3月卒業見込み),20代,1,21.0,0.0
京都府京都市西京区,京都府,京都市西京区,普通科普通科(高等学校)(2006年3月卒業),30代,1,38.0,1.0
京都府京都市西京区,京都府,京都市西京区,普通科無し(その他)(1968年3月卒業),70歳以上,1,72.0,0.0
京都府京都市西京区,京都府,京都市西京区,服飾意匠学科(短期大学)(1988年3月卒業),50代,1,56.0,1.0
京都府京都市西京区,京都府,京都市西京区,法学部法学科国際法コース？(大学)(2002年3月卒業),50代,1,57.0,0.0
京都府京都市西京区,京都府,京都市西京区,法政経学部法政経学科(大学)(2008年3月中退),30代,1,38.0,3.0
京都府京都市西京区,京都府,京都市西京区,特別支援教育特別専攻科特別支援教育(大学)(2014年3月卒業),40代,1,43.0,0.0
京都府京都市西京区,京都府,京都市西京区,理学部生物学科(大学)(1978年3月卒業),70歳以上,1,71.0,1.0
京都府京都市西京区,京都府,京都市西京区,生活創造科(高等学校)(2009年3月卒業),30代,1,34.0,1.0
京都府京都市西京区,京都府,京都市西京区,生活学科(短期大学)(2008年3月卒業),30代,1,37.0,1.0
京都府京都市西京区,京都府,京都市西京区,看護保健学科(専門学校)(2023年3月卒業),20代,1,25.0,2.0
京都府京都市西京区,京都府,京都市西京区,看護学部(2029年3月),20代,1,18.0,1.0
京都府京都市西京区,京都府,京都市西京区,看護科(その他),50代,1,52.0,1.0
京都府京都市西京区,京都府,京都市西京区,看護科(専門学校)(1992年3月卒業),50代,1,54.0,3.0
京都府京都市西京区,京都府,京都市西京区,短期大学部 英語英文学科(短期大学)(1988年3月卒業),50代,1,58.0,4.0
京都府京都市西京区,京都府,京都市西京区,短期大学部こども保育学科(短期大学)(2014年3月卒業),30代,1,32.0,2.0
京都府京都市西京区,京都府,京都市西京区,短期大学部家政科(短期大学),50代,1,57.0,4.0
京都府京都市西京区,京都府,京都市西京区,短期大学部社会福祉学科(短期大学)(2005年3月卒業),40代,1,40.0,1.0
京都府京都市西京区,京都府,京都市西京区,社会学部地域福祉学科(大学)(2009年3月卒業),30代,1,39.0,4.0
京都府京都市西京区,京都府,京都市西京区,社会学部社会学科(大学)(2002年3月卒業),40代,1,45.0,4.0
京都府京都市西京区,京都府,京都市西京区,社会福祉士科(専門学校)(2000年3月卒業),50代,1,53.0,3.0
京都府京都市西京区,京都府,京都市西京区,社会福祉学科,50代,1,57.0,2.0
京都府京都市西京区,京都府,京都市西京区,社会福祉学科社会福祉(専門学校)(1978年3月卒業),50代,1,57.0,4.0
京都府京都市西京区,京都府,京都市西京区,社会福祉学部社会福祉学科(大学)(2012年3月卒業),30代,1,36.0,5.0
京都府京都市西京区,京都府,京都市西京区,社会福祉学部社会福祉学科(大学)(2013年3月卒業),30代,1,36.0,2.0
京都府京都市西京区,京都府,京都市西京区,社会福祉科社会福祉士(2007年2月卒業),60代,1,67.0,3.0
京都府京都市西京区,京都府,京都市西京区,福祉(専門学校)(2020年3月卒業),20代,1,25.0,2.0
京都府京都市西京区,京都府,京都市西京区,福祉メディカル科(専門学校)(2018年3月),20代,1,28.0,2.0
京都府京都市西京区,京都府,京都市西京区,福祉メディカル科介護福祉士(専門学校)(2019年3月卒業),20代,1,28.0,2.0
京都府京都市西京区,京都府,京都市西京区,福祉経営学部 通信教育医療・福祉マネジメント(その他),50代,1,55.0,2.0
京都府京都市西京区,京都府,京都市西京区,秘書科(短期大学),50代,2,57.0,1.0
京都府京都市西京区,京都府,京都市西京区,経営学部(大学)(1990年3月卒業),50代,1,57.0,1.0
京都府京都市西京区,京都府,京都市西京区,経営学部経営学科スポーツ科学(大学),30代,1,33.0,1.0
京都府京都市西京区,京都府,京都市西京区,経営経営(大学)(1999年3月卒業),50代,1,51.0,5.0
京都府京都市西京区,京都府,京都市西京区,経済学部(大学)(1988年3月卒業),60代,1,61.0,2.0
京都府京都市西京区,京都府,京都市西京区,経済学部経営学科(大学)(2004年4月卒業),40代,1,42.0,2.0
京都府京都市西京区,京都府,京都市西京区,経済学部経済学科(大学)(1981年3月卒業),60代,1,69.0,5.0
京都府京都市西京区,京都府,京都市西京区,経済学部経済学科(大学)(2003年3月卒業),40代,1,45.0,2.0
京都府京都市西京区,京都府,京都市西京区,経済学部経済学科アメリカ(大学)(1994年3月卒業),50代,1,53.0,7.0
京都府京都市西京区,京都府,京都市西京区,経済学部経済学科アメリカの経済(大学)(1994年3月卒業),50代,1,53.0,4.0
京都府京都市西京区,京都府,京都市西京区,経済学部経済学科アメリカ経済(大学)(1994年3月卒業),50代,2,53.0,6.5
京都府京都市西京区,京都府,京都市西京区,総合ビジネス普通科(専門学校)(1995年3月卒業),50代,1,51.0,3.0
京都府京都市西京区,京都府,京都市西京区,美容科美容師(専門学校)(2011年3月卒業),30代,1,31.0,2.0
京都府京都市西京区,京都府,京都市西京区,英米語秘書科(短期大学)(1994年3月卒業),50代,1,52.0,4.0
京都府京都市西京区,京都府,京都市西京区,衛生士科(専門学校)(2000年3月卒業),40代,1,46.0,1.0
京都府京都市西京区,京都府,京都市西京区,被服科(高等学校)(1991年3月卒業),50代,1,52.0,2.0
京都府京都市西京区,京都府,京都市西京区,被服科洋裁(高等学校)(1987年3月卒業),50代,1,57.0,3.0
京都府京都市西京区,京都府,京都市西京区,電子情報科(高等学校)(2003年3月卒業),40代,1,42.0,0.0
京都府京都市西京区,京都府,京都市西京区,音楽学科音楽文化専攻音楽療法コース(大学)(2004年3月卒業),40代,1,44.0,4.0
京都府八幡市,京都府,八幡市,(その他),20代,1,27.0,0.0
京都府八幡市,京都府,八幡市,(その他),50代,1,52.0,1.0
京都府八幡市,京都府,八幡市,(その他)(1994年4月卒業),50代,1,55.0,3.0
京都府八幡市,京都府,八幡市,(その他)(2010年3月卒業),30代,1,31.0,2.0
京都府八幡市,京都府,八幡市,(大学),20代,1,29.0,2.0
京都府八幡市,京都府,八幡市,(専門学校)(1986年9月),60代,1,60.0,4.0
京都府八幡市,京都府,八幡市,(専門学校)(1996年3月卒業),40代,1,48.0,1.0
京都府八幡市,京都府,八幡市,(専門学校)(2008年3月卒業),30代,1,36.0,0.0
京都府八幡市,京都府,八幡市,(短期大学)(1993年3月卒業),50代,1,52.0,5.0
京都府八幡市,京都府,八幡市,(高等学校),40代,3,46.0,2.6666666666666665
京都府八幡市,京都府,八幡市,(高等学校),50代,1,53.0,3.0
京都府八幡市,京都府,八幡市,(高等学校)(2004年3月卒業),40代,1,40.0,1.0
京都府八幡市,京都府,八幡市,(高等学校)(2015年3月卒業),20代,1,29.0,0.0
京都府八幡市,京都府,八幡市,(高等専門学校),50代,1,52.0,3.0
京都府八幡市,京都府,八幡市,3類学科美術(高等学校)(2003年3月卒業),40代,1,41.0,1.0
京都府八幡市,京都府,八幡市,介護福祉科介護福祉士(専門学校)(2009年3月卒業),40代,1,49.0,2.0
京都府八幡市,京都府,八幡市,介護福祉科福祉(高等学校)(2014年3月卒業),30代,1,30.0,1.0
京都府八幡市,京都府,八幡市,仏教福祉(短期大学)(1989年3月卒業),50代,1,56.0,2.0
京都府八幡市,京都府,八幡市,健康医療学部看護学科(高等学校),20代,1,24.0,0.0
京都府八幡市,京都府,八幡市,准看護科(その他)(2019年3月卒業),50代,1,55.0,4.0
京都府八幡市,京都府,八幡市,准看護科看護学(その他)(2017年3月卒業),40代,1,47.0,3.0
京都府八幡市,京都府,八幡市,商業科(1993年3月卒業),50代,1,52.0,3.0
京都府八幡市,京都府,八幡市,家政科(高等学校),50代,1,52.0,3.0
京都府八幡市,京都府,八幡市,家政科(高等学校)(1973年3月卒業),70歳以上,1,71.0,0.0
京都府八幡市,京都府,八幡市,政経学部 経済学科(大学)(2021年3月卒業),20代,1,27.0,1.0
京都府八幡市,京都府,八幡市,教育学部(大学)(1975年3月),70歳以上,1,72.0,5.0
京都府八幡市,京都府,八幡市,教育学部(大学)(1975年3月卒業),70歳以上,1,72.0,5.0
京都府八幡市,京都府,八幡市,文学部社会学科(大学)(1994年3月卒業),50代,1,54.0,3.0
京都府八幡市,京都府,八幡市,日本語文化学科言語文化(大学)(2024年11月卒業),20代,1,23.0,0.0
京都府八幡市,京都府,八幡市,普通科(高等学校)(1977年3月卒業),60代,1,67.0,0.0
京都府八幡市,京都府,八幡市,普通科(高等学校)(1986年3月卒業),50代,1,59.0,0.0
京都府八幡市,京都府,八幡市,普通科(高等学校)(1987年3月卒業),50代,1,56.0,2.0
京都府八幡市,京都府,八幡市,普通科(高等学校)(1988年3月卒業),50代,1,56.0,4.0
京都府八幡市,京都府,八幡市,普通科(高等学校)(1990年3月卒業),50代,1,53.0,1.0
京都府八幡市,京都府,八幡市,普通科(高等学校)(2004年3月卒業),30代,1,39.0,3.0
京都府八幡市,京都府,八幡市,普通科(高等学校)(2004年3月卒業),40代,1,40.0,4.0
京都府八幡市,京都府,八幡市,普通科(高等学校)(2013年3月卒業),30代,1,38.0,3.0
京都府八幡市,京都府,八幡市,普通科(高等学校)(2015年3月卒業),20代,1,29.0,0.0
京都府八幡市,京都府,八幡市,普通科なし(高等学校)(2006年3月卒業),30代,1,37.0,3.0
京都府八幡市,京都府,八幡市,普通通信教育科(高等学校)(1997年3月卒業),40代,1,46.0,4.0
京都府八幡市,京都府,八幡市,服飾服飾(専門学校)(1989年3月卒業),50代,1,58.0,2.0
京都府八幡市,京都府,八幡市,法学部 法律学科日本法制史(大学)(1993年3月卒業),50代,1,54.0,3.0
京都府八幡市,京都府,八幡市,法学部法律学科(1993年3月卒業),50代,1,54.0,0.0
京都府八幡市,京都府,八幡市,理学部電子科(大学)(1975年3月卒業),70歳以上,1,74.0,1.0
京都府八幡市,京都府,八幡市,産業社会学部産業社会学科産業社会コース(大学)(1999年3月卒業),40代,1,48.0,2.0
京都府八幡市,京都府,八幡市,経営学部経営学科(大学)(1984年3月卒業),60代,1,64.0,4.0
京都府八幡市,京都府,八幡市,経営経済(大学)(2019年4月卒業),30代,1,33.0,0.0
京都府八幡市,京都府,八幡市,英語国際学部 英語国際学科(大学)(2020年3月卒業),20代,1,28.0,2.0
京都府八幡市,京都府,八幡市,電気情報科情報(高等学校)(1985年3月卒業),50代,1,57.0,3.0
京都府八幡市,京都府,八幡市,音楽科ピアノ(短期大学)(1976年3月卒業),60代,1,69.0,3.0
京都府八幡市,京都府,八幡市,食品化学科(高等学校)(2006年3月卒業),30代,1,37.0,2.0
京都府八幡市,京都府,八幡市,食物栄養学科(1988年3月卒業),50代,1,57.0,2.0
京都府南丹市,京都府,南丹市,(その他),20代,1,25.0,0.0
京都府南丹市,京都府,南丹市,(大学),30代,1,33.0,4.0
京都府南丹市,京都府,南丹市,(大学),40代,1,48.0,0.0
京都府南丹市,京都府,南丹市,(専門学校)(2013年3月卒業),30代,1,32.0,2.0
京都府南丹市,京都府,南丹市,(高等学校),30代,2,34.5,2.0
京都府南丹市,京都府,南丹市,(高等学校),40代,1,45.0,2.0
京都府南丹市,京都府,南丹市,(高等学校)(2019年4月中退),50代,1,51.0,2.0
京都府南丹市,京都府,南丹市,介護学科(専門学校)(2001年3月卒業),40代,1,46.0,2.0
京都府南丹市,京都府,南丹市,介護福祉別科(2024年3月卒業),30代,1,32.0,2.0
京都府南丹市,京都府,南丹市,介護福祉士コース(高等学校)(2007年3月卒業),30代,1,37.0,2.0
京都府南丹市,京都府,南丹市,介護福祉科(専門学校)(2003年3月卒業),40代,1,42.0,6.0
京都府南丹市,京都府,南丹市,文学部史学科西洋史専攻入学(大学)(1981年3月卒業),60代,1,64.0,2.0
京都府南丹市,京都府,南丹市,普通科(高等学校),50代,1,52.0,4.0
京都府南丹市,京都府,南丹市,普通科(高等学校)(1979年3月卒業),60代,1,63.0,1.0
京都府南丹市,京都府,南丹市,普通科(高等学校)(1991年3月卒業),50代,1,53.0,0.0
京都府南丹市,京都府,南丹市,法律社会学科(2010年3月卒業),30代,1,36.0,1.0
京都府南丹市,京都府,南丹市,法律社会学科(専門学校)(2010年3月卒業),30代,1,36.0,3.0
京都府南丹市,京都府,南丹市,産業社会学部人間福祉(大学)(2015年4月卒業),30代,1,33.0,0.0
京都府南丹市,京都府,南丹市,短期大学部社会福祉学科介護福祉専攻科(短期大学)(1997年3月卒業),50代,1,50.0,6.0
京都府南丹市,京都府,南丹市,福祉科 介護コース(高等学校),30代,1,34.0,2.0
京都府南丹市,京都府,南丹市,美術科日本画(高等学校)(1981年3月卒業),60代,1,62.0,2.0
京都府南丹市,京都府,南丹市,鍼灸師学科(専門学校)(2017年3月卒業),30代,1,30.0,2.0
京都府向日市,京都府,向日市,(その他),30代,1,33.0,0.0
京都府向日市,京都府,向日市,(その他)(1970年3月卒業),70歳以上,1,71.0,1.0
京都府向日市,京都府,向日市,(その他)(1985年3月卒業),50代,1,56.0,3.0
京都府向日市,京都府,向日市,(その他)(2012年3月卒業),30代,1,33.0,2.0
京都府向日市,京都府,向日市,(大学),30代,1,30.0,3.0
京都府向日市,京都府,向日市,(大学),40代,1,43.0,2.0
京都府向日市,京都府,向日市,(大学)(2012年3月卒業),30代,1,36.0,1.0
京都府向日市,京都府,向日市,(専門学校)(2005年3月卒業),40代,1,42.0,1.0
京都府向日市,京都府,向日市,(短期大学),40代,2,47.5,4.5
京都府向日市,京都府,向日市,(高等学校),20代,1,29.0,0.0
京都府向日市,京都府,向日市,(高等学校),30代,1,39.0,2.0
京都府向日市,京都府,向日市,(高等学校),40代,1,45.0,0.0
京都府向日市,京都府,向日市,(高等学校),50代,2,53.0,1.0
京都府向日市,京都府,向日市,(高等学校),70歳以上,1,70.0,1.0
京都府向日市,京都府,向日市,(高等学校)(1990年3月卒業),50代,1,54.0,1.0
京都府向日市,京都府,向日市,(高等学校)(2003年3月卒業),40代,1,41.0,2.0
京都府向日市,京都府,向日市,バイオ環境学部・バイオ環境デザイン学科(大学)(2016年3月卒業),30代,1,33.0,4.0
京都府向日市,京都府,向日市,介護福祉学科介護(高等学校)(2029年3月卒業見込み),40代,1,40.0,0.0
京都府向日市,京都府,向日市,保育科,50代,1,54.0,3.0
京都府向日市,京都府,向日市,保育科(短期大学)(1980年3月卒業),60代,1,66.0,2.0
京都府向日市,京都府,向日市,健康心理学科(大学)(2018年3月卒業),20代,1,29.0,2.0
京都府向日市,京都府,向日市,健康科学部健康栄養学科(大学)(2016年3月卒業),30代,1,31.0,3.0
京都府向日市,京都府,向日市,商業(高等学校)(1980年3月卒業),60代,1,64.0,2.0
京都府向日市,京都府,向日市,声優科声優(高等専門学校)(1999年3月卒業),40代,1,45.0,2.0
京都府向日市,京都府,向日市,幼児教育学部幼児教育(1979年3月卒業),60代,1,66.0,4.0
京都府向日市,京都府,向日市,情報処理科(高等専門学校)(2009年3月卒業),30代,1,36.0,4.0
京都府向日市,京都府,向日市,教養学部生活と福祉コース(大学)(2014年3月卒業),50代,1,56.0,4.0
京都府向日市,京都府,向日市,文学部教育学科初等教育専攻(大学)(1979年3月卒業),60代,1,68.0,4.0
京都府向日市,京都府,向日市,普通科(高等学校),50代,1,52.0,1.0
京都府向日市,京都府,向日市,普通科(高等学校)(1983年3月卒業),50代,1,56.0,1.0
京都府向日市,京都府,向日市,普通科(高等学校)(2014年3月卒業),20代,1,29.0,0.0
京都府向日市,京都府,向日市,法学部法律学科(1994年3月卒業),50代,1,53.0,1.0
京都府向日市,京都府,向日市,理容師(専門学校)(1985年3月卒業),50代,1,56.0,1.0
京都府向日市,京都府,向日市,社会福祉学部(大学)(2014年3月卒業),30代,1,34.0,3.0
京都府向日市,京都府,向日市,社会福祉学部社会福祉学科(大学)(2022年3月卒業),20代,1,27.0,3.0
京都府向日市,京都府,向日市,福祉メディカル科福祉(専門学校)(2016年3月卒業),30代,1,38.0,1.0
京都府向日市,京都府,向日市,経営学部経営学科経営(大学)(2002年3月卒業),40代,1,47.0,1.0
京都府向日市,京都府,向日市,経済(大学)(1981年3月卒業),60代,1,67.0,2.0
京都府向日市,京都府,向日市,経済学部産業経済学科(大学)(1990年3月卒業),50代,1,59.0,2.0
京都府向日市,京都府,向日市,総合福祉学部社会福祉学科(大学),30代,1,34.0,3.0
京都府向日市,京都府,向日市,美容科美容(専門学校)(2001年3月卒業),40代,1,45.0,4.0
京都府向日市,京都府,向日市,食物栄養学科(2010年3月卒業),30代,1,36.0,3.0
京都府向日市,京都府,向日市,食物栄養科食物栄養科(短期大学)(1985年3月卒業),60代,1,60.0,4.0
京都府城陽市,京都府,城陽市,(その他)(2016年3月卒業),20代,1,25.0,1.0
京都府城陽市,京都府,城陽市,(大学),30代,1,35.0,5.0
京都府城陽市,京都府,城陽市,(大学),40代,3,44.0,2.0
京都府城陽市,京都府,城陽市,(短期大学)(1998年3月卒業),40代,1,47.0,5.0
京都府城陽市,京都府,城陽市,(高等学校),50代,4,54.25,2.0
京都府城陽市,京都府,城陽市,(高等学校),60代,2,60.0,0.5
京都府城陽市,京都府,城陽市,システム工学科(高等学校)(2018年3月卒業),20代,1,26.0,1.0
京都府城陽市,京都府,城陽市,ペットビジネス学科トリマー(専門学校)(2021年3月卒業),20代,1,24.0,2.0
京都府城陽市,京都府,城陽市,人間文化学部メディア社会学科映像表現(大学)(2015年3月卒業),30代,1,33.0,2.0
京都府城陽市,京都府,城陽市,介護(高等専門学校)(2012年3月卒業),30代,1,34.0,1.0
京都府城陽市,京都府,城陽市,介護福祉科(専門学校)(1999年3月卒業),40代,1,49.0,3.0
京都府城陽市,京都府,城陽市,介護福祉科(専門学校)(2000年3月卒業),40代,1,45.0,1.0
京都府城陽市,京都府,城陽市,健康福祉学部福祉マネージメントコース(大学)(2011年3月卒業),30代,1,36.0,3.0
京都府城陽市,京都府,城陽市,国文科(短期大学)(1987年3月卒業),50代,1,59.0,2.0
京都府城陽市,京都府,城陽市,国際情報社会学科(高等専門学校)(1995年3月卒業),50代,1,50.0,3.0
京都府城陽市,京都府,城陽市,国際文化学部 人文学科(2028年3月卒業見込み),20代,1,19.0,0.0
京都府城陽市,京都府,城陽市,国際福祉(短期大学)(2005年3月卒業),40代,1,41.0,2.0
京都府城陽市,京都府,城陽市,国際福祉学科(短期大学)(2006年3月卒業),40代,1,40.0,1.0
京都府城陽市,京都府,城陽市,外国語学部イスパニア学科(大学)(1989年3月卒業),50代,1,58.0,3.0
京都府城陽市,京都府,城陽市,定時制(高等学校)(1986年3月卒業),60代,1,61.0,1.0
京都府城陽市,京都府,城陽市,家政学科生活文化専攻(短期大学)(1998年3月卒業),40代,1,48.0,2.0
京都府城陽市,京都府,城陽市,工学部電子工学科半導体物理(大学)(1989年3月卒業),50代,1,58.0,3.0
京都府城陽市,京都府,城陽市,教養学部(大学),60代,1,61.0,5.0
京都府城陽市,京都府,城陽市,文学部,60代,1,66.0,5.0
京都府城陽市,京都府,城陽市,文学部地理学専攻,30代,1,36.0,4.0
京都府城陽市,京都府,城陽市,文学部英米文学科(大学)(1989年3月卒業),60代,1,60.0,0.0
京都府城陽市,京都府,城陽市,日本文学科(大学)(2000年3月卒業),40代,1,48.0,3.0
京都府城陽市,京都府,城陽市,普通科(高等学校),60代,1,65.0,0.0
京都府城陽市,京都府,城陽市,普通科(高等学校)(1980年3月卒業),60代,1,62.0,0.0
京都府城陽市,京都府,城陽市,普通科(高等学校)(1986年3月卒業),50代,1,57.0,2.0
京都府城陽市,京都府,城陽市,普通科(高等学校)(1988年3月卒業),50代,2,55.0,2.0
京都府城陽市,京都府,城陽市,普通科(高等学校)(1998年3月卒業),40代,1,45.0,5.0
京都府城陽市,京都府,城陽市,普通科(高等学校)(2021年3月卒業),20代,1,22.0,2.0
京都府城陽市,京都府,城陽市,栄養学科栄養士(専門学校)(2008年3月卒業),50代,1,52.0,3.0
京都府城陽市,京都府,城陽市,看護学部看護師(専門学校)(1981年3月卒業),60代,1,65.0,1.0
京都府城陽市,京都府,城陽市,看護科(専門学校)(2008年3月),40代,1,48.0,3.0
京都府城陽市,京都府,城陽市,看護科看護(専門学校)(1989年3月卒業),60代,1,67.0,2.0
京都府城陽市,京都府,城陽市,社会福祉学科介護福祉(専門学校)(2004年3月卒業),40代,1,44.0,3.0
京都府城陽市,京都府,城陽市,社会福祉学科介護福祉専攻(専門学校)(2004年3月卒業),40代,1,44.0,4.0
京都府城陽市,京都府,城陽市,福祉メディカル科(専門学校)(2020年4月卒業),20代,1,26.0,2.0
京都府城陽市,京都府,城陽市,福祉学科(大学)(2005年3月卒業),40代,1,43.0,2.0
京都府城陽市,京都府,城陽市,福祉福祉(専門学校)(2003年3月卒業),40代,1,41.0,2.0
京都府城陽市,京都府,城陽市,福祉科介護福祉(専門学校)(1998年3月卒業),40代,1,47.0,3.0
京都府城陽市,京都府,城陽市,経営学部経営学科(大学),40代,1,40.0,1.0
京都府城陽市,京都府,城陽市,経営学部経営学科経営(大学)(2002年3月卒業),40代,1,46.0,1.0
京都府城陽市,京都府,城陽市,経済学部経済学科(大学)(2025年3月卒業),20代,1,23.0,1.0
京都府城陽市,京都府,城陽市,経理科(高等学校)(1990年3月卒業),50代,1,53.0,1.0
京都府城陽市,京都府,城陽市,総合ビジネス科(高等学校)(2006年3月卒業),30代,1,37.0,0.0
京都府城陽市,京都府,城陽市,編集デザイン学科(専門学校)(1997年3月卒業),50代,1,50.0,3.0
京都府城陽市,京都府,城陽市,美容カウンセリング(専門学校),40代,1,46.0,1.0
京都府城陽市,京都府,城陽市,美術学部デザイン学科テキスタイルデザイン専攻(大学)(1997年3月卒業),50代,1,51.0,5.0
京都府城陽市,京都府,城陽市,被服科・普通科被服(高等専門学校)(1995年3月卒業),40代,1,48.0,3.0
京都府城陽市,京都府,城陽市,農学部バイオサイエンス学科(大学)(2010年3月卒業),30代,1,38.0,2.0
京都府城陽市,京都府,城陽市,鍼灸科(専門学校),30代,1,39.0,2.0
京都府城陽市,京都府,城陽市,食物栄養科食物栄養科(短期大学)(1979年3月卒業),60代,1,66.0,0.0
京都府城陽市,京都府,城陽市,食物科(短期大学)(1980年3月卒業),50代,1,58.0,0.0
京都府宇治市,京都府,宇治市,(1992年3月卒業),50代,1,51.0,1.0
京都府宇治市,京都府,宇治市,(その他),20代,1,17.0,0.0
京都府宇治市,京都府,宇治市,(大学),20代,1,27.0,6.0
京都府宇治市,京都府,宇治市,(大学),50代,1,58.0,2.0
京都府宇治市,京都府,宇治市,(大学)(1998年3月卒業),50代,1,52.0,2.0
京都府宇治市,京都府,宇治市,(専門学校),40代,2,47.5,1.5
京都府宇治市,京都府,宇治市,(専門学校)(1980年3月),60代,1,63.0,4.0
京都府宇治市,京都府,宇治市,(専門学校)(1984年3月卒業),60代,1,61.0,5.0
京都府宇治市,京都府,宇治市,(専門学校)(1993年7月中退),40代,1,49.0,1.0
京都府宇治市,京都府,宇治市,(専門学校)(1994年3月卒業),50代,1,51.0,3.0
京都府宇治市,京都府,宇治市,(専門学校)(2006年3月卒業),40代,1,40.0,1.0
京都府宇治市,京都府,宇治市,(専門学校)(2017年3月卒業),30代,1,31.0,1.0
京都府宇治市,京都府,宇治市,(専門学校)(2024年3月卒業),20代,1,23.0,2.0
京都府宇治市,京都府,宇治市,(短期大学),40代,1,44.0,1.0
京都府宇治市,京都府,宇治市,(短期大学),50代,3,52.666666666666664,1.3333333333333333
京都府宇治市,京都府,宇治市,(短期大学),60代,1,64.0,2.0
京都府宇治市,京都府,宇治市,(短期大学)(1999年3月卒業),40代,1,47.0,4.0
京都府宇治市,京都府,宇治市,(高等学校),20代,3,25.666666666666668,2.6666666666666665
京都府宇治市,京都府,宇治市,(高等学校),30代,3,32.333333333333336,0.3333333333333333
京都府宇治市,京都府,宇治市,(高等学校),40代,4,43.25,1.5
京都府宇治市,京都府,宇治市,(高等学校),50代,5,51.6,1.8
京都府宇治市,京都府,宇治市,(高等学校),60代,1,68.0,3.0
京都府宇治市,京都府,宇治市,(高等学校)(1976年3月卒業),60代,1,67.0,2.0
京都府宇治市,京都府,宇治市,(高等学校)(1979年3月卒業),60代,1,64.0,0.0
京都府宇治市,京都府,宇治市,(高等学校)(1983年3月卒業),60代,1,60.0,3.0
京都府宇治市,京都府,宇治市,(高等学校)(1993年3月卒業),50代,1,50.0,4.0
京都府宇治市,京都府,宇治市,(高等学校)(1998年3月卒業),40代,1,47.0,3.0
京都府宇治市,京都府,宇治市,(高等学校)(2017年3月卒業),20代,1,27.0,2.0
