ID,性別,年齢,年齢バケット,居住地_都道府県,居住地_市区町村,資格数,国家資格保有,就業状況
ID_4222,女性,33,30代,京都府,京都市西京区,0,無,就業中
ID_4223,女性,21,20代,京都府,宇治市,0,無,在学中
ID_4224,男性,37,30代,京都府,京都市右京区,0,無,就業中
ID_4225,男性,62,60代,京都府,,0,無,離職中
ID_4226,男性,62,60代,京都府,木津川市,0,無,就業中
ID_4227,男性,59,50代,京都府,京都市北区,0,無,就業中
ID_4228,女性,69,60代,京都府,京都市右京区,2,無,就業中
ID_4229,男性,67,60代,大阪府,門真市,0,無,離職中
ID_4230,男性,64,60代,京都府,京都市右京区,0,無,就業中
ID_4231,男性,64,60代,京都府,宇治市,3,無,就業中
ID_4232,女性,27,20代,兵庫県,丹波市,2,有,就業中
ID_4233,男性,73,70歳以上,京都府,城陽市,1,無,離職中
ID_4234,男性,61,60代,京都府,京都市西京区,1,有,就業中
ID_4235,女性,66,60代,京都府,木津川市,2,無,就業中
ID_4236,女性,58,50代,京都府,京田辺市,0,無,就業中
ID_4237,男性,49,40代,京都府,京田辺市,1,有,就業中
ID_4238,女性,37,30代,京都府,亀岡市,0,無,就業中
ID_4239,女性,36,30代,京都府,京都市伏見区,1,有,就業中
ID_4240,男性,44,40代,京都府,船井郡京丹波町,1,無,就業中
ID_4241,女性,31,30代,京都府,京田辺市,2,無,離職中
ID_4242,男性,69,60代,京都府,京都市南区,0,無,就業中
ID_4243,女性,31,30代,京都府,綾部市,0,無,就業中
ID_4244,男性,58,50代,京都府,京都市左京区,0,無,離職中
ID_4245,女性,42,40代,京都府,京都市東山区,4,無,就業中
ID_4246,女性,48,40代,京都府,京都市西京区,0,無,就業中
ID_4247,女性,63,60代,京都府,城陽市,2,無,就業中
ID_4248,女性,28,20代,京都府,京都市伏見区,3,無,離職中
ID_4249,女性,33,30代,京都府,京都市伏見区,0,無,就業中
ID_4250,女性,29,20代,京都府,亀岡市,0,無,就業中
ID_4251,女性,40,40代,京都府,亀岡市,0,無,就業中
ID_4252,女性,62,60代,京都府,京都市西京区,1,有,就業中
ID_4253,女性,31,30代,福井県,大飯郡高浜町,1,無,就業中
ID_4254,女性,73,70歳以上,奈良県,奈良市,0,無,離職中
ID_4255,女性,42,40代,京都府,京都市北区,3,有,離職中
ID_4256,女性,50,50代,京都府,京都市伏見区,1,有,就業中
ID_4257,男性,61,60代,滋賀県,守山市,1,無,就業中
ID_4258,男性,61,60代,京都府,京都市伏見区,0,無,離職中
ID_4259,男性,68,60代,京都府,京都市右京区,0,無,就業中
ID_4260,女性,52,50代,京都府,宇治市,1,無,就業中
ID_4261,女性,50,50代,京都府,京都市西京区,1,有,就業中
ID_4262,男性,73,70歳以上,京都府,京都市右京区,0,無,離職中
ID_4263,男性,41,40代,京都府,京都市西京区,1,有,就業中
ID_4264,男性,68,60代,京都府,京都市伏見区,1,無,離職中
ID_4265,女性,31,30代,京都府,亀岡市,1,有,就業中
ID_4266,女性,34,30代,京都府,京都市中京区,1,無,就業中
ID_4267,男性,21,20代,京都府,宇治市,0,無,在学中
ID_4268,女性,59,50代,京都府,京都市中京区,1,無,離職中
ID_4269,女性,65,60代,京都府,城陽市,0,無,離職中
ID_4270,男性,45,40代,京都府,京都市伏見区,0,無,就業中
ID_4271,男性,79,70歳以上,京都府,宇治市,0,無,就業中
ID_4272,女性,38,30代,奈良県,奈良市,1,無,就業中
ID_4273,女性,60,60代,大阪府,交野市,3,有,就業中
ID_4274,女性,73,70歳以上,京都府,舞鶴市,0,無,離職中
ID_4275,女性,72,70歳以上,京都府,京都市右京区,0,無,離職中
ID_4276,女性,40,40代,京都府,京都市西京区,0,無,就業中
ID_4277,女性,26,20代,京都府,宇治市,1,無,就業中
ID_4278,女性,23,20代,京都府,京都市伏見区,0,無,就業中
ID_4279,男性,57,50代,京都府,舞鶴市,0,無,離職中
ID_4280,女性,22,20代,京都府,京都市東山区,0,無,在学中
ID_4281,女性,28,20代,京都府,京都市山科区,0,無,離職中
ID_4282,男性,19,20代,京都府,南丹市,0,無,離職中
ID_4283,女性,30,30代,京都府,京都市中京区,0,無,離職中
ID_4284,男性,20,20代,京都府,与謝郡与謝野町,0,無,在学中
ID_4285,女性,29,20代,京都府,京都市下京区,0,無,離職中
ID_4286,男性,66,60代,京都府,京都市伏見区,0,無,離職中
ID_4287,女性,64,60代,京都府,京都市山科区,0,無,就業中
ID_4288,女性,66,60代,京都府,京都市伏見区,0,無,就業中
ID_4289,男性,66,60代,京都府,京都市西京区,0,無,就業中
ID_4290,男性,63,60代,京都府,相楽郡精華町,0,無,就業中
ID_4291,女性,52,50代,京都府,京都市伏見区,0,無,離職中
ID_4292,男性,57,50代,京都府,福知山市,0,無,離職中
ID_4293,男性,21,20代,京都府,木津川市,0,無,在学中
ID_4294,男性,45,40代,京都府,京都市北区,2,無,離職中
ID_4295,女性,68,60代,京都府,福知山市,0,無,離職中
ID_4296,女性,42,40代,京都府,福知山市,2,有,就業中
ID_4297,男性,65,60代,京都府,京都市西京区,0,無,就業中
ID_4298,男性,24,20代,大阪府,大阪市東成区,1,無,就業中
ID_4299,女性,54,50代,京都府,京都市右京区,2,有,就業中
ID_4300,女性,69,60代,兵庫県,伊丹市,0,無,離職中
ID_4301,男性,62,60代,京都府,城陽市,0,無,就業中
ID_4302,女性,59,50代,京都府,京丹後市,1,有,就業中
ID_4303,女性,35,30代,京都府,京都市左京区,0,無,就業中
ID_4304,女性,47,40代,京都府,福知山市,0,無,就業中
ID_4305,女性,76,70歳以上,京都府,京都市左京区,2,無,就業中
ID_4306,女性,28,20代,京都府,京都市南区,1,有,就業中
ID_4307,男性,24,20代,京都府,長岡京市,0,無,在学中
ID_4308,男性,54,50代,京都府,京都市伏見区,0,無,離職中
ID_4309,女性,56,50代,京都府,木津川市,2,有,就業中
ID_4310,女性,48,40代,京都府,福知山市,0,無,就業中
ID_4311,男性,23,20代,京都府,京都市西京区,0,無,離職中
ID_4312,女性,18,20代,京都府,京田辺市,0,無,在学中
ID_4313,男性,49,40代,京都府,京都市上京区,2,有,就業中
ID_4314,男性,24,20代,京都府,長岡京市,0,無,在学中
ID_4315,男性,72,70歳以上,京都府,京都市西京区,3,無,離職中
ID_4316,女性,60,60代,京都府,京都市右京区,0,無,離職中
ID_4317,女性,60,60代,京都府,京田辺市,3,有,就業中
ID_4318,男性,27,20代,京都府,京都市北区,3,無,就業中
ID_4319,男性,71,70歳以上,京都府,京都市伏見区,0,無,就業中
ID_4320,男性,53,50代,京都府,京都市山科区,1,無,就業中
ID_4321,女性,68,60代,京都府,宇治市,0,無,就業中
ID_4322,女性,66,60代,京都府,綾部市,0,無,離職中
ID_4323,女性,53,50代,京都府,京田辺市,1,有,就業中
ID_4324,女性,57,50代,京都府,宇治市,1,無,離職中
ID_4325,女性,64,60代,京都府,木津川市,1,無,就業中
ID_4326,女性,67,60代,滋賀県,大津市,3,無,離職中
ID_4327,女性,63,60代,京都府,木津川市,3,有,就業中
ID_4328,男性,54,50代,京都府,八幡市,3,有,離職中
ID_4329,女性,49,40代,京都府,京都市伏見区,1,有,就業中
ID_4330,男性,67,60代,京都府,京都市伏見区,0,無,就業中
ID_4331,男性,25,20代,京都府,京都市西京区,0,無,離職中
ID_4332,女性,33,30代,京都府,京都市西京区,0,無,離職中
ID_4333,女性,20,20代,京都府,京都市北区,0,無,在学中
ID_4334,女性,67,60代,京都府,京都市右京区,0,無,離職中
ID_4335,男性,61,60代,京都府,京都市南区,0,無,離職中
ID_4336,男性,83,70歳以上,京都府,京都市伏見区,0,無,離職中
ID_4337,女性,49,40代,京都府,久世郡久御山町,0,無,就業中
ID_4338,女性,67,60代,京都府,宇治市,2,有,就業中
ID_4339,女性,42,40代,京都府,宇治市,1,無,離職中
ID_4340,男性,70,70歳以上,京都府,京都市西京区,0,無,離職中
ID_4341,男性,65,60代,京都府,長岡京市,0,無,離職中
ID_4342,女性,22,20代,京都府,京丹後市,0,無,離職中
ID_4343,女性,34,30代,京都府,京都市山科区,1,有,就業中
ID_4344,女性,23,20代,京都府,京都市南区,1,無,離職中
ID_4345,男性,61,60代,京都府,京都市中京区,0,無,離職中
ID_4346,男性,65,60代,京都府,亀岡市,0,無,就業中
ID_4347,女性,72,70歳以上,京都府,京都市西京区,0,無,離職中
ID_4348,女性,58,50代,京都府,亀岡市,3,有,就業中
ID_4349,女性,47,40代,京都府,福知山市,0,無,就業中
ID_4350,女性,24,20代,京都府,京田辺市,0,無,在学中
ID_4351,女性,66,60代,京都府,京田辺市,1,無,就業中
ID_4352,女性,69,60代,京都府,京都市左京区,1,有,離職中
ID_4353,男性,71,70歳以上,京都府,京都市南区,0,無,就業中
ID_4354,男性,38,30代,京都府,亀岡市,3,有,就業中
ID_4355,女性,26,20代,京都府,京都市西京区,0,無,離職中
ID_4356,男性,20,20代,京都府,亀岡市,0,無,在学中
ID_4357,女性,62,60代,京都府,京都市北区,0,無,就業中
ID_4358,男性,74,70歳以上,京都府,京都市西京区,0,無,離職中
ID_4359,女性,36,30代,京都府,京都市西京区,2,有,就業中
ID_4360,女性,30,30代,京都府,京都市下京区,1,有,就業中
ID_4361,男性,35,30代,京都府,宇治市,0,無,就業中
ID_4362,女性,56,50代,大阪府,堺市中区,1,無,就業中
ID_4363,男性,25,20代,京都府,木津川市,0,無,在学中
ID_4364,女性,52,50代,京都府,京都市右京区,0,無,離職中
ID_4365,男性,20,20代,京都府,京都市中京区,0,無,在学中
ID_4366,男性,71,70歳以上,京都府,船井郡京丹波町,0,無,離職中
ID_4367,女性,40,40代,京都府,京田辺市,1,有,就業中
ID_4368,女性,31,30代,京都府,京都市右京区,2,有,就業中
ID_4369,女性,46,40代,京都府,亀岡市,0,無,就業中
ID_4370,女性,60,60代,京都府,京都市右京区,0,無,就業中
ID_4371,女性,49,40代,京都府,京都市南区,0,無,就業中
ID_4372,女性,38,30代,京都府,京都市中京区,0,無,就業中
ID_4373,男性,64,60代,京都府,宇治市,0,無,就業中
ID_4374,男性,64,60代,京都府,京都市伏見区,0,無,就業中
ID_4375,女性,56,50代,京都府,久世郡久御山町,2,有,就業中
ID_4376,女性,52,50代,京都府,京都市北区,0,無,就業中
ID_4377,女性,77,70歳以上,京都府,舞鶴市,0,無,就業中
ID_4378,女性,62,60代,京都府,京都市上京区,0,無,就業中
ID_4379,女性,25,20代,京都府,京都市上京区,0,無,離職中
ID_4380,男性,23,20代,京都府,宇治市,0,無,離職中
ID_4381,男性,56,50代,京都府,京都市山科区,1,無,就業中
ID_4382,女性,23,20代,京都府,京都市南区,0,無,在学中
ID_4383,女性,25,20代,京都府,京都市伏見区,1,無,就業中
ID_4384,男性,51,50代,京都府,京都市左京区,1,有,就業中
ID_4385,女性,69,60代,群馬県,桐生市,2,無,離職中
ID_4386,女性,75,70歳以上,京都府,京都市中京区,1,有,離職中
ID_4387,女性,19,20代,京都府,京都市左京区,0,無,在学中
ID_4388,女性,23,20代,京都府,京都市左京区,0,無,在学中
ID_4389,男性,40,40代,京都府,宇治市,1,有,就業中
ID_4390,女性,30,30代,京都府,京都市右京区,1,有,就業中
ID_4391,女性,58,50代,京都府,京都市下京区,0,無,就業中
ID_4392,女性,48,40代,京都府,八幡市,0,無,離職中
ID_4393,男性,25,20代,京都府,京田辺市,2,無,離職中
ID_4394,男性,25,20代,京都府,京田辺市,0,無,離職中
ID_4395,男性,22,20代,京都府,京都市山科区,0,無,在学中
ID_4396,女性,28,20代,京都府,城陽市,0,無,離職中
ID_4397,男性,56,50代,京都府,京都市伏見区,0,無,就業中
ID_4398,女性,48,40代,京都府,船井郡京丹波町,0,無,就業中
ID_4399,女性,52,50代,京都府,京都市下京区,2,有,就業中
ID_4400,女性,39,30代,京都府,京都市右京区,0,無,就業中
ID_4401,男性,60,60代,京都府,長岡京市,2,有,離職中
ID_4402,男性,74,70歳以上,京都府,舞鶴市,0,無,離職中
ID_4403,男性,62,60代,京都府,京都市左京区,0,無,就業中
ID_4404,女性,19,20代,京都府,木津川市,0,無,在学中
ID_4405,女性,41,40代,京都府,京都市西京区,1,有,就業中
ID_4406,女性,33,30代,京都府,京都市左京区,0,無,就業中
ID_4407,男性,61,60代,京都府,京都市南区,0,無,就業中
ID_4408,女性,40,40代,京都府,乙訓郡大山崎町,0,無,離職中
ID_4409,男性,81,70歳以上,京都府,京都市伏見区,0,無,離職中
ID_4410,女性,63,60代,京都府,京都市左京区,0,無,離職中
ID_4411,男性,24,20代,京都府,京都市西京区,1,無,在学中
ID_4412,女性,52,50代,京都府,京都市伏見区,2,無,就業中
ID_4413,女性,56,50代,京都府,京都市山科区,4,無,就業中
ID_4414,女性,21,20代,京都府,南丹市,0,無,在学中
ID_4415,女性,69,60代,京都府,京都市右京区,0,無,就業中
ID_4416,女性,64,60代,京都府,京都市北区,0,無,就業中
ID_4417,女性,20,20代,京都府,京都市西京区,0,無,離職中
ID_4418,女性,20,20代,京都府,乙訓郡大山崎町,0,無,在学中
ID_4419,男性,77,70歳以上,京都府,京都市山科区,0,無,就業中
ID_4420,男性,21,20代,京都府,京都市右京区,0,無,就業中
ID_4421,男性,21,20代,京都府,京都市下京区,0,無,離職中
ID_4422,女性,38,30代,京都府,京都市山科区,1,無,就業中
ID_4423,女性,72,70歳以上,京都府,京都市西京区,2,無,離職中
ID_4424,男性,41,40代,京都府,京都市左京区,0,無,就業中
ID_4425,女性,22,20代,京都府,京都市山科区,0,無,在学中
ID_4426,女性,62,60代,京都府,京都市左京区,0,無,就業中
ID_4427,女性,62,60代,京都府,京都市上京区,7,有,就業中
ID_4428,女性,69,60代,京都府,京都市伏見区,0,無,離職中
ID_4429,女性,61,60代,京都府,京都市南区,3,無,就業中
ID_4430,女性,54,50代,奈良県,奈良市,2,有,離職中
ID_4431,男性,44,40代,京都府,京都市伏見区,1,有,就業中
ID_4432,女性,59,50代,京都府,木津川市,0,無,就業中
ID_4433,女性,56,50代,京都府,宇治市,2,有,就業中
ID_4434,女性,58,50代,京都府,向日市,1,有,離職中
ID_4435,女性,58,50代,京都府,京都市伏見区,0,無,離職中
ID_4436,男性,61,60代,滋賀県,大津市,1,無,就業中
ID_4437,男性,54,50代,京都府,京都市上京区,0,無,離職中
ID_4438,男性,76,70歳以上,京都府,向日市,0,無,就業中
ID_4439,男性,69,60代,京都府,京都市伏見区,0,無,離職中
ID_4440,女性,25,20代,京都府,京都市右京区,0,無,就業中
ID_4441,女性,51,50代,京都府,向日市,2,無,就業中
ID_4442,男性,27,20代,岡山県,岡山市北区,1,有,就業中
ID_4443,女性,25,20代,京都府,京都市南区,0,無,就業中
ID_4444,男性,61,60代,京都府,京都市西京区,0,無,就業中
ID_4445,男性,19,20代,京都府,宇治市,0,無,在学中
ID_4446,女性,45,40代,大阪府,枚方市,1,無,就業中
ID_4447,男性,24,20代,京都府,京都市山科区,0,無,離職中
ID_4448,女性,21,20代,京都府,京都市右京区,0,無,在学中
ID_4449,女性,25,20代,京都府,京都市右京区,0,無,在学中
ID_4450,女性,60,60代,京都府,長岡京市,2,有,就業中
ID_4451,女性,69,60代,京都府,宇治市,1,有,就業中
ID_4452,男性,43,40代,京都府,京都市山科区,0,無,就業中
ID_4453,女性,26,20代,京都府,京都市山科区,0,無,就業中
ID_4454,男性,81,70歳以上,茨城県,結城郡八千代町,1,無,就業中
ID_4455,女性,26,20代,京都府,京都市山科区,1,有,離職中
ID_4456,女性,45,40代,京都府,京都市西京区,1,有,就業中
ID_4457,女性,25,20代,京都府,京都市伏見区,0,無,就業中
ID_4458,女性,74,70歳以上,長野県,松本市,2,有,離職中
ID_4459,女性,34,30代,京都府,舞鶴市,0,無,就業中
ID_4460,女性,73,70歳以上,京都府,京都市右京区,1,有,就業中
ID_4461,女性,66,60代,京都府,京都市伏見区,2,有,離職中
ID_4462,男性,19,20代,京都府,亀岡市,0,無,在学中
ID_4463,男性,60,60代,京都府,京都市西京区,0,無,就業中
ID_4464,女性,75,70歳以上,京都府,京都市西京区,0,無,就業中
ID_4465,女性,19,20代,京都府,舞鶴市,0,無,離職中
ID_4466,女性,68,60代,京都府,京都市山科区,0,無,就業中
ID_4467,女性,53,50代,京都府,京都市南区,3,無,就業中
ID_4468,男性,38,30代,大阪府,高槻市,1,無,離職中
ID_4469,男性,48,40代,京都府,長岡京市,1,無,離職中
ID_4470,女性,60,60代,京都府,京都市西京区,0,無,就業中
ID_4471,女性,41,40代,京都府,京都市西京区,2,有,就業中
ID_4472,男性,74,70歳以上,京都府,京都市西京区,0,無,離職中
ID_4473,女性,67,60代,京都府,京都市伏見区,1,有,離職中
ID_4474,男性,21,20代,京都府,京都市左京区,0,無,在学中
ID_4475,女性,66,60代,京都府,亀岡市,1,有,就業中
ID_4476,女性,61,60代,京都府,亀岡市,1,有,就業中
ID_4477,女性,30,30代,京都府,福知山市,1,無,就業中
ID_4478,男性,21,20代,京都府,京都市右京区,0,無,在学中
ID_4479,女性,64,60代,京都府,京都市伏見区,0,無,就業中
ID_4480,男性,57,50代,京都府,八幡市,0,無,就業中
ID_4481,男性,74,70歳以上,京都府,京都市上京区,0,無,離職中
ID_4482,女性,20,20代,京都府,久世郡久御山町,0,無,在学中
ID_4483,女性,42,40代,京都府,木津川市,0,無,就業中
ID_4484,女性,30,30代,滋賀県,大津市,1,無,就業中
ID_4485,女性,59,50代,京都府,宇治市,1,有,就業中
ID_4486,男性,57,50代,京都府,城陽市,1,有,離職中
ID_4487,男性,33,30代,京都府,八幡市,0,無,就業中
ID_4488,男性,44,40代,京都府,京都市伏見区,0,無,離職中
ID_4489,女性,61,60代,京都府,京都市山科区,0,無,就業中
ID_4490,女性,42,40代,京都府,木津川市,2,有,就業中
ID_4491,男性,62,60代,京都府,京都市伏見区,1,無,離職中
ID_4492,男性,21,20代,京都府,城陽市,0,無,在学中
ID_4493,女性,63,60代,京都府,相楽郡精華町,0,無,離職中
ID_4494,女性,28,20代,京都府,亀岡市,0,無,就業中
ID_4495,男性,70,70歳以上,大阪府,高槻市,1,無,離職中
ID_4496,女性,23,20代,大阪府,大阪市淀川区,0,無,就業中
ID_4497,女性,25,20代,京都府,京都市上京区,2,無,就業中
ID_4498,女性,49,40代,京都府,京田辺市,0,無,就業中
ID_4499,女性,56,50代,京都府,京都市北区,1,有,就業中
ID_4500,女性,67,60代,京都府,京都市伏見区,0,無,就業中
ID_4501,男性,47,40代,京都府,京都市右京区,0,無,就業中
ID_4502,男性,61,60代,京都府,京都市下京区,0,無,離職中
ID_4503,女性,59,50代,京都府,京都市山科区,1,有,就業中
ID_4504,女性,36,30代,京都府,京都市山科区,0,無,就業中
ID_4505,女性,69,60代,京都府,相楽郡精華町,0,無,離職中
ID_4506,男性,19,20代,京都府,京都市左京区,0,無,在学中
ID_4507,女性,60,60代,京都府,京都市左京区,0,無,就業中
ID_4508,女性,61,60代,京都府,京都市上京区,0,無,離職中
ID_4509,男性,58,50代,京都府,京都市左京区,0,無,就業中
ID_4510,女性,47,40代,京都府,京都市西京区,0,無,就業中
ID_4511,女性,28,20代,京都府,京都市南区,1,有,就業中
ID_4512,女性,63,60代,京都府,船井郡京丹波町,2,無,離職中
ID_4513,女性,66,60代,京都府,城陽市,0,無,就業中
ID_4514,女性,57,50代,京都府,京都市伏見区,0,無,就業中
ID_4515,女性,26,20代,京都府,亀岡市,1,有,就業中
ID_4516,男性,27,20代,京都府,綾部市,0,無,就業中
ID_4517,女性,66,60代,京都府,長岡京市,0,無,離職中
ID_4518,女性,32,30代,京都府,京都市伏見区,2,無,離職中
ID_4519,女性,41,40代,京都府,京都市右京区,2,無,就業中
ID_4520,男性,30,30代,京都府,京都市下京区,2,無,就業中
ID_4521,女性,67,60代,京都府,京都市左京区,0,無,離職中
ID_4522,男性,31,30代,大阪府,枚方市,4,有,離職中
ID_4523,女性,51,50代,京都府,京都市西京区,2,無,就業中
ID_4524,女性,52,50代,京都府,京田辺市,2,有,就業中
ID_4525,男性,81,70歳以上,京都府,京都市伏見区,0,無,就業中
ID_4526,女性,25,20代,大阪府,東大阪市,1,有,就業中
ID_4527,女性,24,20代,京都府,京田辺市,1,無,離職中
ID_4528,男性,70,70歳以上,京都府,京都市左京区,1,無,離職中
ID_4529,女性,59,50代,京都府,舞鶴市,2,無,就業中
ID_4530,女性,23,20代,京都府,京都市左京区,1,無,在学中
ID_4531,男性,24,20代,京都府,京丹後市,0,無,就業中
ID_4532,女性,45,40代,京都府,向日市,0,無,離職中
ID_4533,男性,37,30代,京都府,京都市北区,2,有,就業中
ID_4534,女性,29,20代,京都府,相楽郡精華町,1,無,就業中
ID_4535,女性,68,60代,京都府,京都市伏見区,0,無,離職中
ID_4536,女性,30,30代,京都府,京都市上京区,0,無,就業中
ID_4537,女性,67,60代,京都府,向日市,0,無,就業中
ID_4538,女性,60,60代,京都府,京都市中京区,1,有,就業中
ID_4539,女性,67,60代,京都府,城陽市,1,無,離職中
ID_4540,女性,22,20代,京都府,京都市伏見区,0,無,離職中
ID_4541,女性,45,40代,京都府,京都市山科区,0,無,就業中
ID_4542,女性,32,30代,京都府,京都市西京区,5,有,就業中
ID_4543,男性,30,30代,静岡県,静岡市葵区,1,無,就業中
ID_4544,女性,69,60代,京都府,京都市東山区,0,無,就業中
ID_4545,女性,68,60代,京都府,京都市伏見区,1,有,就業中
ID_4546,女性,55,50代,奈良県,奈良市,3,有,就業中
ID_4547,男性,29,20代,広島県,広島市安佐北区,0,無,離職中
ID_4548,女性,56,50代,京都府,亀岡市,4,無,離職中
ID_4549,女性,68,60代,京都府,京都市伏見区,1,無,離職中
ID_4550,女性,27,20代,京都府,京都市伏見区,0,無,就業中
ID_4551,女性,28,20代,京都府,福知山市,0,無,就業中
ID_4552,女性,29,20代,京都府,城陽市,0,無,就業中
ID_4553,男性,52,50代,京都府,京都市東山区,0,無,離職中
ID_4554,男性,23,20代,京都府,南丹市,0,無,在学中
ID_4555,女性,28,20代,滋賀県,大津市,3,有,就業中
ID_4556,男性,42,40代,京都府,宇治市,0,無,就業中
ID_4557,女性,63,60代,京都府,京都市西京区,0,無,就業中
ID_4558,女性,41,40代,京都府,福知山市,0,無,就業中
ID_4559,女性,63,60代,兵庫県,三田市,1,有,就業中
ID_4560,男性,48,40代,大阪府,吹田市,2,有,就業中
ID_4561,女性,41,40代,京都府,長岡京市,1,有,離職中
ID_4562,男性,53,50代,奈良県,橿原市,0,無,就業中
ID_4563,女性,67,60代,京都府,京都市伏見区,2,無,就業中
ID_4564,女性,73,70歳以上,京都府,京都市西京区,1,有,就業中
ID_4565,女性,60,60代,京都府,京都市山科区,2,有,就業中
ID_4566,男性,49,40代,京都府,京都市中京区,0,無,離職中
ID_4567,男性,62,60代,京都府,京都市伏見区,1,有,就業中
ID_4568,女性,61,60代,京都府,京都市右京区,2,有,離職中
ID_4569,男性,36,30代,京都府,京都市上京区,0,無,離職中
ID_4570,男性,66,60代,京都府,京都市伏見区,0,無,離職中
ID_4571,女性,47,40代,京都府,京都市伏見区,2,無,就業中
ID_4572,女性,37,30代,京都府,八幡市,2,無,就業中
ID_4573,女性,56,50代,京都府,宇治市,3,有,離職中
ID_4574,女性,63,60代,京都府,亀岡市,0,無,就業中
ID_4575,男性,61,60代,京都府,宇治市,0,無,就業中
ID_4576,男性,49,40代,京都府,京都市伏見区,2,無,就業中
ID_4577,女性,35,30代,京都府,京都市南区,0,無,離職中
ID_4578,女性,53,50代,京都府,京都市西京区,2,有,就業中
ID_4579,男性,48,40代,京都府,城陽市,1,有,就業中
ID_4580,女性,42,40代,京都府,京都市西京区,1,有,就業中
ID_4581,女性,62,60代,京都府,京都市左京区,3,無,就業中
ID_4582,女性,37,30代,京都府,京都市山科区,0,無,就業中
ID_4583,男性,20,20代,京都府,京都市中京区,0,無,在学中
ID_4584,男性,58,50代,京都府,京都市西京区,1,無,就業中
ID_4585,男性,23,20代,京都府,京都市北区,1,無,在学中
ID_4586,女性,61,60代,京都府,京都市南区,0,無,就業中
ID_4587,女性,30,30代,京都府,京都市伏見区,4,有,離職中
ID_4588,男性,42,40代,京都府,京都市下京区,0,無,就業中
ID_4589,女性,21,20代,京都府,京都市左京区,0,無,在学中
ID_4590,女性,31,30代,京都府,京都市左京区,0,無,就業中
ID_4591,女性,31,30代,京都府,宇治市,1,無,就業中
ID_4592,男性,71,70歳以上,奈良県,奈良市,0,無,離職中
ID_4593,女性,26,20代,京都府,京都市西京区,1,無,就業中
ID_4594,男性,66,60代,京都府,宇治市,0,無,就業中
ID_4595,男性,41,40代,奈良県,奈良市,1,無,就業中
ID_4596,男性,30,30代,京都府,京都市伏見区,4,有,就業中
ID_4597,女性,43,40代,京都府,京都市南区,0,無,就業中
ID_4598,男性,44,40代,京都府,乙訓郡大山崎町,2,無,離職中
ID_4599,女性,59,50代,滋賀県,草津市,3,無,就業中
ID_4600,女性,73,70歳以上,京都府,京都市東山区,0,無,離職中
ID_4601,男性,21,20代,京都府,長岡京市,1,無,就業中
ID_4602,女性,60,60代,京都府,宇治市,2,有,就業中
ID_4603,男性,27,20代,京都府,京都市北区,1,無,在学中
ID_4604,女性,53,50代,京都府,京都市山科区,0,無,離職中
ID_4605,男性,46,40代,京都府,京都市山科区,3,有,就業中
ID_4606,男性,31,30代,京都府,亀岡市,2,無,離職中
ID_4607,男性,81,70歳以上,京都府,京都市右京区,0,無,就業中
ID_4608,男性,46,40代,京都府,南丹市,3,有,就業中
ID_4609,女性,57,50代,京都府,京都市中京区,0,無,就業中
ID_4610,女性,60,60代,京都府,京都市下京区,0,無,就業中
ID_4611,女性,51,50代,京都府,京丹後市,0,無,就業中
ID_4612,女性,55,50代,京都府,京都市伏見区,0,無,離職中
ID_4613,男性,31,30代,滋賀県,大津市,1,有,就業中
ID_4614,女性,42,40代,京都府,京都市伏見区,0,無,就業中
ID_4615,女性,58,50代,京都府,京都市下京区,2,無,離職中
ID_4616,女性,22,20代,京都府,舞鶴市,0,無,就業中
ID_4617,男性,43,40代,京都府,京都市伏見区,3,有,就業中
ID_4618,女性,24,20代,京都府,京都市山科区,1,無,就業中
ID_4619,男性,21,20代,京都府,京都市右京区,0,無,在学中
ID_4620,女性,64,60代,京都府,京都市南区,1,有,離職中
ID_4621,女性,61,60代,京都府,京都市伏見区,1,有,就業中
ID_4622,女性,63,60代,京都府,京都市左京区,0,無,就業中
ID_4623,女性,69,60代,京都府,京都市伏見区,0,無,離職中
ID_4624,女性,56,50代,神奈川県,横浜市西区,1,有,就業中
ID_4625,男性,69,60代,京都府,京都市右京区,0,無,離職中
ID_4626,女性,61,60代,京都府,京都市伏見区,1,有,就業中
ID_4627,女性,33,30代,京都府,福知山市,0,無,離職中
ID_4628,女性,23,20代,京都府,京都市北区,0,無,在学中
ID_4629,男性,55,50代,京都府,京都市右京区,0,無,就業中
ID_4630,女性,42,40代,京都府,宇治市,3,無,離職中
ID_4631,女性,67,60代,京都府,木津川市,2,有,就業中
ID_4632,男性,65,60代,京都府,京都市山科区,0,無,就業中
ID_4633,男性,56,50代,京都府,京都市伏見区,3,有,就業中
ID_4634,女性,32,30代,愛知県,豊橋市,0,無,離職中
ID_4635,男性,42,40代,京都府,向日市,2,無,就業中
ID_4636,女性,59,50代,京都府,京都市上京区,1,有,就業中
ID_4637,女性,59,50代,京都府,木津川市,4,有,離職中
ID_4638,男性,55,50代,京都府,宇治市,1,有,離職中
ID_4639,女性,24,20代,京都府,京都市右京区,1,無,在学中
ID_4640,女性,38,30代,京都府,宇治市,1,無,就業中
ID_4641,男性,66,60代,滋賀県,栗東市,3,無,就業中
ID_4642,女性,35,30代,京都府,福知山市,1,無,就業中
ID_4643,女性,24,20代,大阪府,高槻市,1,無,離職中
ID_4644,男性,74,70歳以上,京都府,京都市右京区,0,無,就業中
ID_4645,女性,48,40代,京都府,京都市南区,1,有,就業中
